player,player_norm,team,goals_total,xg_total,shots_total,shots_on_target_pct,league_difficulty,minutes,goals_per90,xg_per90,npxg_per90,shots_per90
J. Sargent,j sargent,United States,15.0,0.0,47.0,0.0,0.68,2506.0,0.538707102952913,0.0,0.0,1.687948922585794
J. Steuckers,j steuckers,Belgium,8.000000000000002,0.0,35.0,0.0,0.76,3023.0,0.2381739993384056,0.0,0.0,1.0420112471055243
J. Strand Larsen,j strand larsen,Norway,14.0,0.0,49.0,0.0,1.0,2601.0,0.4844290657439447,0.0,0.0,1.6955017301038062
J. Tymon,j tymon,England,2.0,0.0,17.999999999999996,0.0,0.68,3941.0,0.045673686881502154,0.0,0.0,0.4110631819335193
J. Veerman,j veerman,Netherlands,0.9999999999999999,0.0,26.0,0.0,0.78,1833.0,0.049099836333878884,0.0,0.0,1.2765957446808511
J. Windass,j windass,England,13.0,0.0,79.0,0.0,0.68,3241.0,0.36099969145325517,0.0,0.0,2.193767355754397
J. Álvarez,j alvarez,Argentina,17.0,0.0,61.0,0.0,1.0,2518.0,0.607625099285147,0.0,0.0,2.1803018268467036
Javi Puado,javi puado,Spain,12.0,0.0,59.00000000000001,0.0,1.0,2989.0,0.36132485781197726,0.0,0.0,1.776513884242222
Jean Lucas,jean lucas,Brazil,3.0,0.0,47.0,0.0,0.74,2917.0,0.09256085018854988,0.0,0.0,1.4501199862872813
Jordi Alba,jordi alba,Spain,5.0,0.0,20.0,0.0,0.52,2502.0,0.17985611510791366,0.0,0.0,0.7194244604316546
João Lucas,joao lucas,Brazil,1.0,0.0,19.0,0.0,0.74,2573.0,0.03497862417411582,0.0,0.0,0.6645938593082006
João Neves,joao neves,Portugal,3.0,0.0,20.0,0.0,1.0,1857.0,0.14539579967689822,0.0,0.0,0.9693053311793215
Juan Miranda,juan miranda,Spain,0.0,0.0,13.0,0.0,1.0,2291.0,0.0,0.0,0.0,0.5106940200785683
Junior Firpo,junior firpo,Spain,4.0,0.0,19.0,0.0,0.68,2622.0,0.13729977116704806,0.0,0.0,0.6521739130434783
K. Aktürkoğlu,k akturkoglu,Türkiye,22.0,0.0,96.0,0.0,0.82,4042.0,0.48985650667986147,0.0,0.0,2.1375556655121226
K. Benzema,k benzema,France,42.0,0.0,166.0,0.0,0.35,5066.0,0.7461508093170154,0.0,0.0,2.9490722463482038
K. Fujimoto,k fujimoto,Japan,4.999999999999999,0.0,31.0,0.0,0.82,2236.0,0.20125223613595702,0.0,0.0,1.2477638640429338
K. Schade,k schade,Germany,10.999999999999998,0.0,42.99999999999999,0.0,1.0,2300.0,0.43043478260869555,0.0,0.0,1.6826086956521735
K. Taylor,k taylor,Netherlands,9.0,0.0,36.0,0.0,0.78,2459.0,0.3294021960146401,0.0,0.0,1.3176087840585604
K. Wagner,k wagner,Germany,1.0,0.0,8.0,0.0,0.52,2905.0,0.03098106712564544,0.0,0.0,0.24784853700516352
Keito Nakamura,keito nakamura,Japan,11.0,0.0,63.0,0.0,1.0,2870.0,0.34494773519163763,0.0,0.0,1.975609756097561
Kike García,kike garcia,Spain,13.0,0.0,53.0,0.0,1.0,2561.0,0.45685279187817257,0.0,0.0,1.8625536899648574
Kylian Mbappé,kylian mbappe,France,31.0,0.0,122.0,0.0,1.0,2917.0,0.9564621186150154,0.0,0.0,3.7641412410010284
L. Acosta,l acosta,Argentina,14.0,0.0,54.0,0.0,0.52,2977.0,0.42324487739334904,0.0,0.0,1.6325159556600606
L. Ajorque,l ajorque,France,13.0,0.0,48.0,0.0,1.0,2504.0,0.4672523961661342,0.0,0.0,1.7252396166134185
L. Blas,l blas,France,6.0,0.0,42.99999999999999,0.0,1.0,2302.0,0.23457862728062553,0.0,0.0,1.6811468288444826
L. Camara,l camara,Senegal,2.0,0.0,17.0,0.0,1.0,2064.0,0.0872093023255814,0.0,0.0,0.7412790697674418
L. Delap,l delap,England,12.0,0.0,53.0,0.0,1.0,2612.0,0.41347626339969373,0.0,0.0,1.826186830015314
L. Díaz,l diaz,Colombia,13.0,0.0,49.0,0.0,1.0,2413.0,0.48487360132615004,0.0,0.0,1.8276004973062578
L. Kulenović,l kulenovic,Canada,8.999999999999998,0.0,35.0,0.0,0.78,1455.0,0.5567010309278349,0.0,0.0,2.1649484536082473
L. Messi,l messi,Argentina,42.0,0.0,144.0,0.0,0.52,3510.0,1.0769230769230769,0.0,0.0,3.6923076923076925
L. Sané,l sane,Germany,11.0,0.0,50.0,0.0,1.0,1633.0,0.6062461726883037,0.0,0.0,2.7556644213104713
L. Stassin,l stassin,Belgium,12.000000000000002,0.0,31.0,0.0,1.0,1875.0,0.5760000000000001,0.0,0.0,1.488
L. Suárez,l suarez,Uruguay,42.00000000000001,0.0,150.0,0.0,0.52,4384.0,0.862226277372263,0.0,0.0,3.079379562043796
L. Trossard,l trossard,Belgium,8.0,0.0,44.0,0.0,1.0,2551.0,0.2822422579380635,0.0,0.0,1.5523324186593492
L. de Jong,l de jong,Netherlands,28.0,0.0,164.0,0.0,0.78,4906.0,0.5136567468406034,0.0,0.0,3.0085609457806766
Lamine Yamal,lamine yamal,Spain,18.0,0.0,190.0,0.0,1.0,5542.0,0.29231324431613137,0.0,0.0,3.085528690003609
Lautaro Martínez,lautaro martinez,Argentina,12.0,0.0,83.0,0.0,1.0,2577.0,0.4190919674039581,0.0,0.0,2.89871944121071
Lucas Moura,lucas moura,Brazil,20.0,0.0,62.0,0.0,0.74,4514.0,0.39875941515285773,0.0,0.0,1.236154186973859
Luciano,luciano,Brazil,11.0,0.0,55.00000000000001,0.0,0.74,2323.0,0.42617305208781747,0.0,0.0,2.1308652604390876
Luis Henrique,luis henrique,Brazil,7.0,0.0,24.0,0.0,1.0,2621.0,0.24036627241510872,0.0,0.0,0.8241129339946585
Luiz Araújo,luiz araujo,Brazil,4.0,0.0,34.00000000000001,0.0,0.74,1564.0,0.23017902813299235,0.0,0.0,1.9565217391304353
Luiz Fernando,luiz fernando,Brazil,8.0,0.0,49.0,0.0,0.74,2600.0,0.27692307692307694,0.0,0.0,1.6961538461538461
M. Akliouche,m akliouche,France,5.0,0.0,44.00000000000001,0.0,1.0,2409.0,0.18679950186799502,0.0,0.0,1.6438356164383565
M. Amoura,m amoura,Algeria,10.0,0.0,52.0,0.0,1.0,2481.0,0.36275695284159615,0.0,0.0,1.8863361547762998
M. Arambarri,m arambarri,Uruguay,10.000000000000002,0.0,42.0,0.0,1.0,2665.0,0.3377110694183866,0.0,0.0,1.4183864915572233
M. Batna,m batna,Morocco,26.0,0.0,160.0,0.0,0.35,4810.0,0.4864864864864865,0.0,0.0,2.993762993762994
M. Berte,m berte,Belgium,9.0,0.0,28.0,0.0,0.7600000000000001,1688.0,0.47985781990521326,0.0,0.0,1.4928909952606635
M. Bird,m bird,England,1.0,0.0,32.0,0.0,0.68,3634.0,0.02476609796367639,0.0,0.0,0.7925151348376445
M. Borja,m borja,Colombia,24.0,0.0,84.0,0.0,0.7,2221.0,0.9725348941918055,0.0,0.0,3.4038721296713192
M. Cham,m cham,Austria,4.999999999999999,0.0,23.0,0.0,0.72,1551.0,0.29013539651837517,0.0,0.0,1.3346228239845261
M. Diaby,m diaby,France,5.000000000000001,0.0,28.0,0.0,0.35,1994.0,0.22567703109327988,0.0,0.0,1.2637913741223672
M. Ducksch,m ducksch,Germany,8.0,0.0,53.0,0.0,1.0,2438.0,0.29532403609515995,0.0,0.0,1.9565217391304348
M. Estigarribia,m estigarribia,Argentina,6.0,0.0,61.0,0.0,0.7,2538.0,0.2127659574468085,0.0,0.0,2.1631205673758864
M. Fall,m fall,Senegal,10.0,0.0,41.00000000000001,0.0,0.7199999999999999,3031.0,0.29693170570768723,0.0,0.0,1.217419993401518
M. Frigan,m frigan,Croatia,12.0,0.0,65.0,0.0,0.76,2463.0,0.43848964677222896,0.0,0.0,2.3751522533495737
M. Gibbs-White,m gibbswhite,England,7.0,0.0,48.0,0.0,1.0,2822.0,0.2232459248759745,0.0,0.0,1.5308291991495393
M. Greenwood,m greenwood,England,22.0,0.0,90.0,0.0,1.0,2814.0,0.7036247334754797,0.0,0.0,2.878464818763326
M. Maolida,m maolida,France,15.0,0.0,85.0,0.0,0.35,2855.0,0.47285464098073554,0.0,0.0,2.679509632224168
M. Meerdink,m meerdink,Netherlands,13.0,0.0,44.0,0.0,0.78,1034.0,1.1315280464216635,0.0,0.0,3.8297872340425534
M. Merentiel,m merentiel,Uruguay,14.0,0.0,60.0,0.0,0.7,2812.0,0.44807965860597443,0.0,0.0,1.9203413940256047
M. Moreno,m moreno,Argentina,17.999999999999996,0.0,113.99999999999999,0.0,0.6999999999999998,6304.0,0.25697969543147203,0.0,0.0,1.6275380710659895
M. Ojeda,m ojeda,Argentina,5.0,0.0,47.99999999999999,0.0,0.52,2304.0,0.1953125,0.0,0.0,1.8749999999999996
M. Olise,m olise,France,24.0,0.0,116.0,0.0,1.0,4692.0,0.46035805626598464,0.0,0.0,2.2250639386189257
M. Rogers,m rogers,England,8.0,0.0,34.0,0.0,1.0,3129.0,0.23010546500479387,0.0,0.0,0.9779482262703739
M. Ruiz,m ruiz,Mexico,3.0,0.0,39.99999999999999,0.0,0.54,3302.0,0.08176862507571168,0.0,0.0,1.0902483343428222
M. Thiam,m thiam,Senegal,15.0,0.0,71.00000000000001,0.0,0.72,2769.0,0.48754062838569884,0.0,0.0,2.3076923076923084
M. Thuram,m thuram,France,14.0,0.0,49.0,0.0,1.0,2298.0,0.5483028720626631,0.0,0.0,1.919060052219321
M. Tillman,m tillman,United States,12.0,0.0,44.0,0.0,0.78,1920.0,0.5625,0.0,0.0,2.0625
M. Vlap,m vlap,Netherlands,4.999999999999999,0.0,34.0,0.0,0.7799999999999999,2672.0,0.16841317365269456,0.0,0.0,1.1452095808383234
M. Weiser,m weiser,Germany,4.999999999999999,0.0,33.99999999999999,0.0,1.0,2870.0,0.15679442508710797,0.0,0.0,1.0662020905923342
M. Ødegaard,m degaard,Norway,3.0,0.0,30.000000000000004,0.0,1.0,2331.0,0.11583011583011583,0.0,0.0,1.1583011583011584
Malcom,malcom,Brazil,9.0,0.0,39.0,0.0,0.35,2614.0,0.3098699311400153,0.0,0.0,1.342769701606733
Marcos Leonardo,marcos leonardo,Brazil,16.999999999999996,0.0,57.0,0.0,0.35,1757.0,0.8708025042686396,0.0,0.0,2.9197495731360275
Martim Fernandes,martim fernandes,Portugal,0.0,0.0,5.0,0.0,0.82,1315.0,0.0,0.0,0.0,0.34220532319391633
Mateo Pellegrino,mateo pellegrino,Argentina,15.000000000000002,0.0,78.00000000000001,0.0,0.7,2648.0,0.5098187311178248,0.0,0.0,2.6510574018126896
Matheus Cunha,matheus cunha,Brazil,15.0,0.0,80.0,0.0,1.0,2600.0,0.5192307692307693,0.0,0.0,2.769230769230769
Matheus Pereira,matheus pereira,Brazil,5.0,0.0,51.0,0.0,0.74,1162.0,0.387263339070568,0.0,0.0,3.950086058519793
Matheuzinho,matheuzinho,Brazil,5.0,0.0,39.00000000000001,0.0,0.74,2482.0,0.18130539887187752,0.0,0.0,1.4141821112006447
Mathias Pereira Lage,mathias pereira lage,Portugal,2.0,0.0,28.0,0.0,1.0,1596.0,0.11278195488721804,0.0,0.0,1.5789473684210527
Miguel Cardoso,miguel cardoso,Portugal,8.0,0.0,52.0,0.0,0.72,2869.0,0.25095852213314745,0.0,0.0,1.6312303938654584
Mohamed Salah,mohamed salah,Egypt,57.99999999999999,0.0,208.0,0.0,1.0,6754.0,0.7728753331359193,0.0,0.0,2.7716908498667454
N. Lang,n lang,Netherlands,22.000000000000004,0.0,79.99999999999999,0.0,0.78,3828.0,0.517241379310345,0.0,0.0,1.8808777429467083
N. Paz,n paz,Argentina,6.0,0.0,85.0,0.0,1.0,2699.0,0.20007410151908114,0.0,0.0,2.8343831048536496
N. Pépé,n pepe,Ivory Coast,3.0,0.0,29.0,0.0,1.0,1495.0,0.1806020066889632,0.0,0.0,1.745819397993311
N. Woltemade,n woltemade,Germany,12.0,0.0,36.0,0.0,1.0,1620.0,0.6666666666666666,0.0,0.0,2.0
Nuno Moreira,nuno moreira,Portugal,5.0,0.0,29.0,0.0,0.82,1501.0,0.29980013324450366,0.0,0.0,1.7388407728181212
Nuno Tavares,nuno tavares,Portugal,0.0,0.0,20.0,0.0,1.0,1700.0,0.0,0.0,0.0,1.0588235294117647
Nuno da Costa,nuno da costa,Cape Verde,13.0,0.0,80.0,0.0,0.72,2501.0,0.46781287485006,0.0,0.0,2.8788484606157536
O. Dembélé,o dembele,France,42.00000000000001,0.0,156.00000000000003,0.0,1.0,3472.0,1.088709677419355,0.0,0.0,4.0437788018433185
O. Idrissi,o idrissi,Morocco,3.0,0.0,28.0,0.0,0.54,2402.0,0.11240632805995003,0.0,0.0,1.0491257285595337
O. Kökçü,o kokcu,Türkiye,7.000000000000001,0.0,43.0,0.0,0.82,2646.0,0.23809523809523814,0.0,0.0,1.4625850340136055
O. McBurnie,o mcburnie,Scotland,3.0,0.0,28.0,0.0,1.0,1861.0,0.14508328855454058,0.0,0.0,1.354110693175712
O. Watkins,o watkins,England,32.0,0.0,134.0,0.0,1.0,5220.0,0.5517241379310345,0.0,0.0,2.310344827586207
Oihan Sancet,oihan sancet,Spain,15.0,0.0,38.00000000000001,0.0,1.0,1628.0,0.8292383292383293,0.0,0.0,2.100737100737101
Omar Marmoush,omar marmoush,Egypt,30.0,0.0,128.0,0.0,1.0,2910.0,0.9278350515463917,0.0,0.0,3.958762886597938
P. David,p david,Canada,15.999999999999998,0.0,48.0,0.0,0.76,1804.0,0.7982261640798225,0.0,0.0,2.3946784922394677
P. Groß,p gro,Germany,0.0,0.0,13.0,0.0,1.0,2337.0,0.0,0.0,0.0,0.5006418485237484
P. Guiagon,p guiagon,Ivory Coast,7.0,0.0,49.0,0.0,0.76,2592.0,0.24305555555555555,0.0,0.0,1.7013888888888888
P. Koopmeiners,p koopmeiners,Netherlands,1.0,0.0,17.999999999999996,0.0,0.78,2975.0,0.030252100840336135,0.0,0.0,0.5445378151260503
P. Musa,p musa,Croatia,15.999999999999998,0.0,61.0,0.0,0.52,2306.0,0.624457935819601,0.0,0.0,2.380745880312229
P. Pflücke,p pflucke,Germany,5.0,0.0,37.0,0.0,0.76,1890.0,0.23809523809523808,0.0,0.0,1.7619047619047619
P. Roberts,p roberts,England,2.0,0.0,42.0,0.0,0.68,3507.0,0.05132591958939264,0.0,0.0,1.0778443113772456
P. Schick,p schick,Czechia,21.000000000000004,0.0,58.0,0.0,1.0,1693.0,1.1163614884819848,0.0,0.0,3.0832841110454816
P. Solari,p solari,Argentina,9.0,0.0,67.00000000000001,0.0,0.7,2053.0,0.3945445689235266,0.0,0.0,2.937165124208476
P. Vegetti,p vegetti,Argentina,12.0,0.0,86.0,0.0,0.74,2990.0,0.3612040133779264,0.0,0.0,2.588628762541806
PH Ganso,ph ganso,Brazil,3.0,0.0,15.999999999999998,0.0,0.74,2273.0,0.11878574571051473,0.0,0.0,0.6335239771227452
Paulinho,paulinho,Brazil,55.9631918178149,0.0,199.7811148976187,0.0,0.5882437890099131,8171.0,0.6164101411826387,0.0,0.0,2.200501816275325
Pedro,pedro,Spain,32.669285746494126,0.0,110.28991748207605,0.0,0.8044253003854,4411.0,0.6665689678495741,0.0,0.0,2.2503043693917126
Pedro Amador,pedro amador,Portugal,0.0,0.0,8.0,0.0,0.52,1219.0,0.0,0.0,0.0,0.5906480721903199
Pedro Rebocho,pedro rebocho,Portugal,0.0,0.0,3.9999999999999996,0.0,0.35,2951.0,0.0,0.0,0.0,0.12199254490003386
Pote,pote,Portugal,5.0,0.0,19.0,0.0,0.8200000000000001,882.0,0.5102040816326531,0.0,0.0,1.9387755102040816
Q. Sullivan,q sullivan,United States,5.000000000000001,0.0,43.0,0.0,0.52,2403.0,0.1872659176029963,0.0,0.0,1.6104868913857677
R. Aguirre,r aguirre,Uruguay,11.0,0.0,48.99999999999999,0.0,0.54,1360.0,0.7279411764705882,0.0,0.0,3.242647058823529
R. Alvarado,r alvarado,Mexico,8.999999999999998,0.0,31.0,0.0,0.54,2465.0,0.3286004056795131,0.0,0.0,1.13184584178499
R. Borré,r borre,Colombia,9.0,0.0,52.0,0.0,0.74,1881.0,0.430622009569378,0.0,0.0,2.488038277511962
R. Botta,r botta,Argentina,4.0,0.0,35.0,0.0,0.7,2399.0,0.15006252605252188,0.0,0.0,1.3130471029595665
R. Cherki,r cherki,France,8.0,0.0,30.0,0.0,1.0,2054.0,0.3505355404089581,0.0,0.0,1.314508276533593
R. Dōan,r doan,Japan,20.0,0.0,80.0,0.0,1.0,5748.0,0.31315240083507306,0.0,0.0,1.2526096033402923
R. Garro,r garro,Argentina,20.0,0.0,100.0,0.0,0.74,6014.0,0.2993016295310941,0.0,0.0,1.4965081476554705
R. Gauld,r gauld,Scotland,30.0,0.0,96.0,0.0,0.52,5594.0,0.4826599928494816,0.0,0.0,1.544511977118341
R. Hack,r hack,Germany,4.0,0.0,46.0,0.0,1.0,2189.0,0.16445865692096848,0.0,0.0,1.8912745545911374
R. Jiménez,r jimenez,Mexico,12.0,0.0,73.0,0.0,1.0,2505.0,0.4311377245508982,0.0,0.0,2.622754491017964
R. Lukaku,r lukaku,Belgium,28.0,0.0,78.0,0.0,1.0,5740.0,0.43902439024390244,0.0,0.0,1.2229965156794425
R. Mahrez,r mahrez,Algeria,8.0,0.0,39.0,0.0,0.35,2697.0,0.26696329254727474,0.0,0.0,1.3014460511679644
R. Margaret,r margaret,Netherlands,5.0,0.0,28.999999999999996,0.0,0.78,2523.0,0.178359096313912,0.0,0.0,1.0344827586206895
R. Pepi,r pepi,United States,11.0,0.0,26.0,0.0,0.78,683.0,1.4494875549048316,0.0,0.0,3.4260614934114204
R. Schoofs,r schoofs,Belgium,6.0,0.0,44.0,0.0,0.76,3200.0,0.16874999999999998,0.0,0.0,1.2375
R. Vermant,r vermant,Belgium,9.0,0.0,36.0,0.0,0.76,1060.0,0.7641509433962264,0.0,0.0,3.0566037735849054
R. Zalazar,r zalazar,Uruguay,4.0,0.0,27.0,0.0,0.8199999999999998,1399.0,0.2573266619013581,0.0,0.0,1.7369549678341674
R. Zúñiga,r zuniga,Colombia,19.999999999999996,0.0,59.99999999999999,0.0,0.54,2388.0,0.7537688442211053,0.0,0.0,2.2613065326633164
Rafa,rafa,Portugal,11.999999999999998,0.0,71.0,0.0,0.7199999999999999,3090.0,0.349514563106796,0.0,0.0,2.0679611650485437
Rafael Leão,rafael leao,Portugal,7.999999999999999,0.0,45.0,0.0,1.0,2330.0,0.30901287553648066,0.0,0.0,1.738197424892704
Rafael Navarro,rafael navarro,Brazil,15.0,0.0,68.0,0.0,0.52,2961.0,0.45592705167173253,0.0,0.0,2.066869300911854
Raphael Veiga,raphael veiga,Brazil,11.0,0.0,72.0,0.0,0.74,2495.0,0.3967935871743487,0.0,0.0,2.597194388777555
Raphinha,raphinha,Brazil,35.99999999999999,0.0,174.0,0.0,1.0,5688.0,0.5696202531645568,0.0,0.0,2.7531645569620253
Renan Lodi,renan lodi,Brazil,2.9999999999999996,0.0,13.0,0.0,0.35,1956.0,0.1380368098159509,0.0,0.0,0.598159509202454
Ricardinho,ricardinho,Portugal,7.0,0.0,20.0,0.0,0.82,1237.0,0.5092966855295069,0.0,0.0,1.4551333872271626
Ricardo Horta,ricardo horta,Portugal,20.0,0.0,82.0,0.0,0.8199999999999998,5690.0,0.3163444639718805,0.0,0.0,1.29701230228471
Riqui Puig,riqui puig,Spain,33.99999999999999,0.0,147.99999999999997,0.0,0.52,5804.0,0.5272226050999309,0.0,0.0,2.2949689869055816
Rodrigo Mora,rodrigo mora,Portugal,20.0,0.0,54.0,0.0,0.82,2774.0,0.6488824801730353,0.0,0.0,1.7519826964671954
Ronald,ronald,Brazil,1.9999999999999998,0.0,35.99999999999999,0.0,0.68,3777.0,0.04765687053216838,0.0,0.0,0.8578236695790308
Rômulo,romulo,Brazil,26.0,0.0,154.0,0.0,0.72,4988.0,0.46912590216519645,0.0,0.0,2.7786688051323174
Rúben Neves,ruben neves,Portugal,0.9999999999999999,0.0,18.0,0.0,0.35,2240.0,0.040178571428571425,0.0,0.0,0.7232142857142857
S. Banza,s banza,France,19.0,0.0,64.0,0.0,0.72,2553.0,0.6698002350176263,0.0,0.0,2.256169212690952
S. Bendebka,s bendebka,Algeria,12.000000000000002,0.0,46.99999999999999,0.0,0.35,2787.0,0.3875134553283101,0.0,0.0,1.517761033369214
S. Bergwijn,s bergwijn,Netherlands,24.0,0.0,88.00000000000001,0.0,0.35,3770.0,0.5729442970822282,0.0,0.0,2.1007957559681705
S. El Karouani,s el karouani,Morocco,2.0,0.0,24.0,0.0,0.78,2975.0,0.06050420168067227,0.0,0.0,0.7260504201680672
S. Machino,s machino,Japan,10.999999999999998,0.0,41.0,0.0,1.0,1960.0,0.5051020408163265,0.0,0.0,1.8826530612244898
S. Mané,s mane,Senegal,28.0,0.0,137.99999999999997,0.0,0.35,5650.0,0.44601769911504424,0.0,0.0,2.1982300884955746
S. McTominay,s mctominay,Scotland,12.0,0.0,55.0,0.0,1.0,2941.0,0.3672220333219993,0.0,0.0,1.6831009860591635
S. Mijnans,s mijnans,Netherlands,6.0,0.0,50.0,0.0,0.78,2412.0,0.22388059701492538,0.0,0.0,1.8656716417910448
S. Salles-Lamonge,s salleslamonge,France,12.0,0.0,41.0,0.0,0.54,2664.0,0.4054054054054054,0.0,0.0,1.385135135135135
S. Solari,s solari,Argentina,3.0,0.0,31.0,0.0,0.6999999999999998,1546.0,0.17464424320827943,0.0,0.0,1.8046571798188875
S. Steijn,s steijn,Netherlands,54.0,0.0,146.0,0.0,0.78,5964.0,0.8148893360160966,0.0,0.0,2.2032193158953723
S. Villa,s villa,Colombia,4.0,0.0,39.0,0.0,0.7,1946.0,0.18499486125385406,0.0,0.0,1.803699897225077
Salem Al Dawsari,salem al dawsari,Saudi Arabia,29.999999999999996,0.0,130.0,0.0,0.35,5598.0,0.4823151125401928,0.0,0.0,2.090032154340836
Samu,samu,Spain,19.0,0.0,68.0,0.0,0.82,2263.0,0.755634114007954,0.0,0.0,2.7043747238179408
Sergi Cardona,sergi cardona,Spain,1.0,0.0,15.0,0.0,1.0,2955.0,0.03045685279187817,0.0,0.0,0.45685279187817257
Sergio Canales,sergio canales,Spain,34.0,0.0,158.0,0.0,0.54,6756.0,0.45293072824156305,0.0,0.0,2.104795737122558
Son Heung-Min,son heungmin,South Korea,6.999999999999999,0.0,39.0,0.0,1.0,2116.0,0.2977315689981096,0.0,0.0,1.658790170132325
Sorriso,sorriso,Brazil,16.0,0.0,79.99999999999999,0.0,0.82,4068.0,0.35398230088495575,0.0,0.0,1.7699115044247784
Sávio,savio,Brazil,1.0,0.0,37.0,0.0,1.0,1770.0,0.05084745762711864,0.0,0.0,1.8813559322033897
T. Barry,t barry,France,11.0,0.0,64.0,0.0,1.0,2322.0,0.4263565891472868,0.0,0.0,2.4806201550387597
T. Campbell,t campbell,England,10.999999999999998,0.0,39.0,0.0,0.6799999999999999,1764.0,0.5612244897959182,0.0,0.0,1.9897959183673468
T. Cantwell,t cantwell,England,3.0,0.0,23.0,0.0,0.68,2486.0,0.10860820595333869,0.0,0.0,0.83266291230893
T. Conway,t conway,England,13.000000000000002,0.0,41.99999999999999,0.0,0.68,2362.0,0.49534292972057586,0.0,0.0,1.6003386960203216
T. Cuello,t cuello,Argentina,3.0,0.0,44.00000000000001,0.0,0.74,2017.0,0.1338621715418939,0.0,0.0,1.9633118492811108
T. Fellows,t fellows,England,4.0,0.0,27.0,0.0,0.68,2888.0,0.12465373961218837,0.0,0.0,0.8414127423822715
T. Fernández,t fernandez,Argentina,5.0,0.0,38.0,0.0,0.7,2434.0,0.1848808545603944,0.0,0.0,1.4050944946589976
T. Kleindienst,t kleindienst,Germany,32.00000000000001,0.0,116.0,0.0,1.0,5486.0,0.5249726576740796,0.0,0.0,1.9030258840685381
T. Lauritsen,t lauritsen,Norway,10.0,0.0,75.0,0.0,0.7799999999999999,2713.0,0.3317360855141909,0.0,0.0,2.488020641356432
T. Pochettino,t pochettino,Argentina,5.0,0.0,19.000000000000004,0.0,0.74,1591.0,0.28284098051539913,0.0,0.0,1.0747957259585168
T. Reijnders,t reijnders,Netherlands,10.000000000000002,0.0,52.00000000000001,0.0,1.0,3132.0,0.28735632183908055,0.0,0.0,1.4942528735632188
T. Şahin,t sahin,Türkiye,0.0,0.0,13.0,0.0,0.7199999999999999,2999.0,0.0,0.0,0.0,0.39013004334778256
Tiago Silva,tiago silva,Portugal,4.999999999999999,0.0,22.0,0.0,0.82,2338.0,0.19247219846022237,0.0,0.0,0.8468776732249786
Trincão,trincao,Portugal,18.0,0.0,134.00000000000003,0.0,0.8200000000000001,5912.0,0.2740189445196211,0.0,0.0,2.0399188092016245
Turki Al Ammar,turki al ammar,Saudi Arabia,4.0,0.0,38.00000000000001,0.0,0.35,2016.0,0.17857142857142858,0.0,0.0,1.6964285714285718
V. Castellanos,v castellanos,Argentina,10.0,0.0,85.00000000000001,0.0,1.0,2395.0,0.3757828810020877,0.0,0.0,3.194154488517746
V. Edvardsen,v edvardsen,Sweden,8.0,0.0,50.0,0.0,0.7800000000000001,2749.0,0.26191342306293197,0.0,0.0,1.6369588941433248
V. Gyökeres,v gyokeres,Sweden,78.00000000000001,0.0,222.0,0.0,0.82,5608.0,1.2517831669044226,0.0,0.0,3.5627674750356633
V. Janssen,v janssen,Netherlands,18.0,0.0,135.99999999999997,0.0,0.7599999999999999,5490.0,0.29508196721311475,0.0,0.0,2.229508196721311
V. Malcorra,v malcorra,Argentina,5.000000000000001,0.0,38.00000000000001,0.0,0.7,2423.0,0.1857201815930665,0.0,0.0,1.4114733801073054
V. van Crooij,v van crooij,Netherlands,19.999999999999996,0.0,68.0,0.0,0.78,4038.0,0.4457652303120356,0.0,0.0,1.5156017830609212
Vinícius Júnior,vinicius junior,Brazil,21.999999999999996,0.0,119.99999999999999,0.0,1.0,4514.0,0.43863535666814346,0.0,0.0,2.3925564909171464
Vinícius Lopes,vinicius lopes,Brazil,8.0,0.0,38.0,0.0,0.82,2257.0,0.3190075321222862,0.0,0.0,1.5152857775808595
Vitinho,vitinho,Brazil,5.999999999999999,0.0,43.00000000000001,0.0,0.35,1993.0,0.27094831911690914,0.0,0.0,1.941796287004516
W. Bou,w bou,Argentina,26.0,0.0,130.0,0.0,0.7,5140.0,0.45525291828793774,0.0,0.0,2.2762645914396886
W. Isidor,w isidor,France,12.999999999999998,0.0,83.0,0.0,0.68,3298.0,0.35476046088538504,0.0,0.0,2.265009096422074
W. Weghorst,w weghorst,Netherlands,10.0,0.0,28.0,0.0,0.78,1085.0,0.8294930875576036,0.0,0.0,2.3225806451612905
Wesley,wesley,Brazil,11.0,0.0,59.0,0.0,0.74,2532.0,0.3909952606635071,0.0,0.0,2.0971563981042656
William,william,Brazil,5.000000000000001,0.0,37.00000000000001,0.0,0.74,2964.0,0.15182186234817818,0.0,0.0,1.1234817813765186
X. Simons,x simons,Netherlands,10.000000000000002,0.0,33.0,0.0,1.0,2157.0,0.4172461752433937,0.0,0.0,1.376912378303199
Y. Adli,y adli,France,3.9999999999999996,0.0,10.0,0.0,1.0,1248.0,0.28846153846153844,0.0,0.0,0.7211538461538461
Y. Akgün,y akgun,Türkiye,7.0,0.0,36.0,0.0,0.72,2127.0,0.29619181946403383,0.0,0.0,1.5232722143864599
Y. Begraoui,y begraoui,Morocco,11.000000000000002,0.0,37.00000000000001,0.0,0.82,1930.0,0.5129533678756478,0.0,0.0,1.7253886010362698
Y. Bolasie,y bolasie,Congo DR,8.0,0.0,64.0,0.0,0.74,2387.0,0.3016338500209468,0.0,0.0,2.4130708001675742
