player,team,intl_goals,intl_weighted_goals,intl_penalty_goals,intl_major_goals,intl_scoring_matches,intl_last_goal_date,intl_goal_rate,team_intl_matches,intl_goals_per_team_match,player_norm
Patrick Agyemang,United States,2,2.0,0,2,2,2025-06-22,1.0,56,0.03571428571428571,patrick agyemang
Edson Álvarez,Mexico,2,2.0,0,2,2,2025-07-06,1.0,60,0.03333333333333333,edson alvarez
Julián Álvarez,Argentina,2,2.0,0,2,2,2024-07-09,1.0,40,0.05,julian alvarez
Nathan Saliba,Canada,2,2.0,0,2,2,2025-06-21,1.0,45,0.044444444444444446,nathan saliba
Jefferson Lerma,Colombia,2,2.0,0,2,2,2024-07-10,1.0,44,0.045454545454545456,jefferson lerma
Djordje Mihailovic,United States,2,2.0,0,2,1,2023-06-28,2.0,56,0.03571428571428571,djordje mihailovic
Tameem Al-Abdullah,Qatar,2,1.85,0,1,2,2023-11-16,1.0,52,0.038461538461538464,tameem alabdullah
Iliman Ndiaye,Senegal,3,1.85,0,0,3,2026-01-09,1.0,47,0.06382978723404255,iliman ndiaye
Alan Minda,Ecuador,2,1.85,0,1,2,2024-11-14,1.0,41,0.04878048780487805,alan minda
Fidel Escobar,Panama,2,1.85,0,1,2,2025-06-07,1.0,57,0.03508771929824561,fidel escobar
Elias Achouri,Tunisia,3,1.85,1,0,2,2025-12-23,1.5,48,0.0625,elias achouri
Jeremy Antonisse,Curaçao,2,1.85,0,1,2,2025-06-21,1.0,36,0.05555555555555555,jeremy antonisse
Lucas Paquetá,Brazil,2,1.85,1,1,2,2025-09-04,1.0,39,0.05128205128205128,lucas paqueta
Cristian Martínez,Panama,2,1.85,0,1,2,2025-06-16,1.0,57,0.03508771929824561,cristian martinez
Sherzod Nasrullaev,Uzbekistan,2,1.85,0,1,2,2024-06-06,1.0,44,0.045454545454545456,sherzod nasrullaev
Yazan Al-Arab,Jordan,2,1.85,0,1,2,2025-03-20,1.0,53,0.03773584905660377,yazan alarab
Evidence Makgopa,South Africa,3,1.85,0,0,3,2026-01-04,1.0,51,0.058823529411764705,evidence makgopa
César Blackman,Panama,2,1.85,0,1,2,2025-11-18,1.0,57,0.03508771929824561,cesar blackman
César Yanis,Panama,2,1.85,0,1,2,2025-06-10,1.0,57,0.03508771929824561,cesar yanis
Themba Zwane,South Africa,3,1.85,0,0,2,2024-06-07,1.5,51,0.058823529411764705,themba zwane
Lamine Camara,Senegal,3,1.85,0,0,2,2024-01-15,1.5,47,0.06382978723404255,lamine camara
Jean-Philippe Krasso,Ivory Coast,3,1.85,1,0,3,2025-12-31,1.0,47,0.06382978723404255,jeanphilippe krasso
Abdullah Radif,Saudi Arabia,2,1.85,0,1,2,2024-01-30,1.0,58,0.034482758620689655,abdullah radif
Kendry Páez,Ecuador,2,1.85,1,1,2,2024-06-26,1.0,41,0.04878048780487805,kendry paez
Kevin Rodríguez,Ecuador,2,1.85,0,1,2,2024-07-04,1.0,41,0.04878048780487805,kevin rodriguez
Davinson Sánchez,Colombia,2,1.85,0,1,2,2024-10-15,1.0,44,0.045454545454545456,davinson sanchez
Abdulrahman Ghareeb,Saudi Arabia,2,1.85,0,1,2,2024-01-16,1.0,58,0.034482758620689655,abdulrahman ghareeb
Mert Müldür,Türkiye,2,1.85,0,1,2,2025-09-04,1.0,41,0.04878048780487805,mert muldur
Osama Rashid,Iraq,2,1.85,0,1,2,2024-01-15,1.0,50,0.04,osama rashid
Cho Gue-sung,South Korea,2,1.85,0,1,2,2024-01-30,1.0,44,0.045454545454545456,cho guesung
Cherif Ndiaye,Senegal,3,1.85,1,0,3,2025-12-30,1.0,47,0.06382978723404255,cherif ndiaye
Mathías Olivera,Uruguay,2,1.85,0,1,2,2024-07-01,1.0,42,0.047619047619047616,mathias olivera
Yusuf Abdurisag,Qatar,2,1.85,0,1,2,2023-11-21,1.0,52,0.038461538461538464,yusuf abdurisag
Ryan Mendes,Cape Verde,3,1.85,1,0,3,2024-01-29,1.0,42,0.07142857142857142,ryan mendes
Deniz Undav,Germany,3,1.7999999999999998,0,0,2,2024-10-11,1.5,42,0.07142857142857142,deniz undav
Thapelo Morena,South Africa,2,1.7,0,0,1,2024-06-11,2.0,51,0.0392156862745098,thapelo morena
Rade Krunić,Bosnia and Herzegovina,2,1.7,0,0,1,2023-03-23,2.0,35,0.05714285714285714,rade krunic
Nathan Aké,Netherlands,2,1.7,0,0,1,2023-03-27,2.0,42,0.047619047619047616,nathan ake
Diogo Jota,Portugal,2,1.7,0,0,1,2023-09-11,2.0,41,0.04878048780487805,diogo jota
Rafael Santos Borré,Colombia,2,1.7,1,0,2,2023-11-21,1.0,44,0.045454545454545456,rafael santos borre
Manuel Akanji,Switzerland,2,1.7,0,0,2,2025-09-05,1.0,41,0.04878048780487805,manuel akanji
Karim Konaté,Ivory Coast,2,1.7,1,0,1,2023-11-17,2.0,47,0.0425531914893617,karim konate
Ramin Rezaeian,Iran,2,1.7,0,0,2,2023-11-21,1.0,42,0.047619047619047616,ramin rezaeian
Mostafa Meshaal,Qatar,2,1.7,0,0,2,2023-11-21,1.0,52,0.038461538461538464,mostafa meshaal
Kenny McLean,Scotland,2,1.7,0,0,2,2025-11-18,1.0,39,0.05128205128205128,kenny mclean
Ali Jasim,Iraq,2,1.7,0,0,2,2024-06-11,1.0,50,0.04,ali jasim
Diney,Cape Verde,2,1.7,0,0,2,2025-09-04,1.0,42,0.047619047619047616,diney
Nicolás González,Argentina,2,1.7,0,0,2,2024-09-10,1.0,40,0.05,nicolas gonzalez
Jørgen Strand Larsen,Norway,2,1.7,0,0,2,2025-11-16,1.0,36,0.05555555555555555,jrgen strand larsen
Neymar,Brazil,2,1.7,0,0,1,2023-09-08,2.0,39,0.05128205128205128,neymar
Tahith Chong,Curaçao,2,1.7,0,0,1,2025-09-09,2.0,36,0.05555555555555555,tahith chong
Dodi Lukebakio,Belgium,2,1.7,0,0,1,2023-10-13,2.0,40,0.05,dodi lukebakio
Bae Jun-ho,South Korea,2,1.7,0,0,2,2024-11-14,1.0,44,0.045454545454545456,bae junho
Thomas Meunier,Belgium,2,1.7,0,0,2,2025-10-13,1.0,40,0.05,thomas meunier
Nikola Vlašić,Croatia,2,1.7,0,0,2,2025-11-17,1.0,39,0.05128205128205128,nikola vlasic
Juan Fernando Quintero,Colombia,2,1.7,0,0,2,2025-09-04,1.0,44,0.045454545454545456,juan fernando quintero
Alexis Mac Allister,Argentina,2,1.7,0,0,2,2025-03-25,1.0,40,0.05,alexis mac allister
Noor Al-Rawabdeh,Jordan,2,1.7,0,0,2,2024-09-10,1.0,53,0.03773584905660377,noor alrawabdeh
Oh Se-hun,South Korea,2,1.7,0,0,2,2024-11-14,1.0,44,0.045454545454545456,oh sehun
Emil Forsberg,Sweden,2,1.7,0,0,2,2023-11-19,1.0,40,0.05,emil forsberg
Jordi Paulina,Curaçao,2,1.7,1,0,1,2025-11-13,2.0,36,0.05555555555555555,jordi paulina
Mohammed Salisu,Ghana,2,1.7,0,0,2,2025-10-08,1.0,39,0.05128205128205128,mohammed salisu
Khojimat Erkinov,Uzbekistan,2,1.7,0,0,2,2025-03-25,1.0,44,0.045454545454545456,khojimat erkinov
Ricardo Horta,Portugal,2,1.7,0,0,2,2023-11-19,1.0,41,0.04878048780487805,ricardo horta
Mohamed El Amine Amoura,Algeria,2,1.7,0,0,1,2025-03-21,2.0,51,0.0392156862745098,mohamed el amine amoura
Marcus Thuram,France,2,1.7,0,0,2,2023-11-18,1.0,42,0.047619047619047616,marcus thuram
Salem Al-Dawsari,Saudi Arabia,2,1.7,0,0,2,2025-03-20,1.0,58,0.034482758620689655,salem aldawsari
Lyndon Dykes,Scotland,2,1.7,0,0,2,2025-10-09,1.0,39,0.05128205128205128,lyndon dykes
Luiz Henrique,Brazil,2,1.7,0,0,2,2024-10-15,1.0,39,0.05128205128205128,luiz henrique
Che Adams,Scotland,2,1.7,0,0,2,2025-10-12,1.0,39,0.05128205128205128,che adams
Sarpreet Singh,New Zealand,2,1.7,0,0,2,2025-03-21,1.0,35,0.05714285714285714,sarpreet singh
Joo Min-kyu,South Korea,2,1.7,0,0,2,2024-09-10,1.0,44,0.045454545454545456,joo minkyu
Martin Ødegaard,Norway,2,1.7,0,0,2,2025-09-09,1.0,36,0.05555555555555555,martin degaard
Lucas Mendes,Qatar,2,1.7,0,0,2,2025-03-25,1.0,52,0.038461538461538464,lucas mendes
Louicius Don Deedson,Haiti,2,1.7,0,0,2,2025-06-10,1.0,36,0.05555555555555555,louicius don deedson
Mateo Kovačić,Croatia,2,1.7,0,0,1,2023-03-28,2.0,39,0.05128205128205128,mateo kovacic
Lewis Miller,Australia,2,1.7,0,0,2,2025-03-20,1.0,40,0.05,lewis miller
Ruben Providence,Haiti,2,1.7,0,0,2,2025-11-18,1.0,36,0.05555555555555555,ruben providence
Matías Galarza,Paraguay,2,1.7,0,0,2,2025-09-09,1.0,35,0.05714285714285714,matias galarza
Lawrence Shankland,Scotland,2,1.7,0,0,2,2025-11-18,1.0,39,0.05128205128205128,lawrence shankland
Silvan Widmer,Switzerland,2,1.7,0,0,2,2025-09-05,1.0,41,0.04878048780487805,silvan widmer
Aron Dønnum,Norway,2,1.7,0,0,2,2025-03-22,1.0,36,0.05555555555555555,aron dnnum
Cecilio Waterman,Panama,2,1.7,0,0,1,2025-11-13,2.0,57,0.03508771929824561,cecilio waterman
David Douděra,Czechia,2,1.7,0,0,2,2025-11-17,1.0,40,0.05,david doudera
Amir Al-Ammari,Iraq,2,1.7,1,0,2,2025-11-18,1.0,50,0.04,amir alammari
Kristijan Jakić,Croatia,2,1.7,0,0,2,2025-11-17,1.0,39,0.05128205128205128,kristijan jakic
Mitchell Duke,Australia,2,1.7,0,0,1,2023-11-16,2.0,40,0.05,mitchell duke
Callum McCowatt,New Zealand,2,1.7,0,0,2,2024-11-18,1.0,35,0.05714285714285714,callum mccowatt
Kingsley Coman,France,2,1.7,0,0,1,2023-11-18,2.0,42,0.047619047619047616,kingsley coman
Mao Hosoya,Japan,2,1.7,0,0,2,2025-06-10,1.0,41,0.04878048780487805,mao hosoya
Enzo Fernández,Argentina,2,1.7,0,0,2,2025-03-25,1.0,40,0.05,enzo fernandez
Félix Torres,Ecuador,2,1.7,0,0,1,2023-09-12,2.0,41,0.04878048780487805,felix torres
Willy Semedo,Cape Verde,2,1.7,0,0,2,2025-10-13,1.0,42,0.047619047619047616,willy semedo
Gonzalo Plata,Ecuador,2,1.7,0,0,1,2024-11-14,2.0,41,0.04878048780487805,gonzalo plata
Viktor Claesson,Sweden,2,1.7,0,0,2,2023-11-19,1.0,40,0.05,viktor claesson
Adam Karabec,Czechia,2,1.7,0,0,2,2025-11-17,1.0,40,0.05,adam karabec
Hazem Mastouri,Tunisia,2,1.7,0,0,2,2025-09-04,1.0,48,0.041666666666666664,hazem mastouri
Hassan Kadesh,Saudi Arabia,2,1.7,0,0,1,2024-09-10,2.0,58,0.034482758620689655,hassan kadesh
Hamed Traorè,Ivory Coast,2,1.7,0,0,1,2023-11-17,2.0,47,0.0425531914893617,hamed traore
Ahmed Alaaeldin,Qatar,2,1.7,1,0,2,2025-03-20,1.0,52,0.038461538461538464,ahmed alaaeldin
Gonçalo Inácio,Portugal,2,1.7,0,0,1,2023-09-11,2.0,41,0.04878048780487805,goncalo inacio
Jean-Philippe Mateta,France,2,1.7,0,0,2,2025-11-16,1.0,42,0.047619047619047616,jeanphilippe mateta
Hamza Igamane,Morocco,2,1.7,0,0,2,2025-09-08,1.0,53,0.03773584905660377,hamza igamane
Fiston Mayele,Congo DR,2,1.7,0,0,2,2025-03-25,1.0,47,0.0425531914893617,fiston mayele
Yukinari Sugawara,Japan,2,1.7,0,0,2,2024-11-15,1.0,41,0.04878048780487805,yukinari sugawara
Yunus Akgün,Türkiye,2,1.7,0,0,2,2025-10-14,1.0,41,0.04878048780487805,yunus akgun
Iñaki Williams,Ghana,2,1.7,0,0,2,2025-03-21,1.0,39,0.05128205128205128,inaki williams
Giorgian de Arrascaeta,Uruguay,2,1.7,0,0,2,2025-09-04,1.0,42,0.047619047619047616,giorgian de arrascaeta
Hans Vanaken,Belgium,2,1.7,0,0,2,2025-11-18,1.0,40,0.05,hans vanaken
Ferjani Sassi,Tunisia,2,1.7,0,0,2,2025-10-13,1.0,48,0.041666666666666664,ferjani sassi
Youssouf Fofana,France,2,1.7,0,0,2,2023-11-21,1.0,42,0.047619047619047616,youssouf fofana
Hossein Kanaanizadegan,Iran,2,1.7,0,0,1,2024-03-21,2.0,42,0.047619047619047616,hossein kanaanizadegan
Youssef Msakni,Tunisia,2,1.7,1,0,2,2023-11-21,1.0,48,0.041666666666666664,youssef msakni
Abdulrahman Al-Aboud,Saudi Arabia,2,1.7,0,0,2,2025-06-10,1.0,58,0.034482758620689655,abdulrahman alaboud
Ahmed Sayed,Egypt,2,1.7,0,0,2,2025-03-25,1.0,49,0.04081632653061224,ahmed sayed
Franjo Ivanović,Croatia,2,1.7,0,0,1,2025-06-06,2.0,39,0.05128205128205128,franjo ivanovic
Ibrahim Al-Hassan,Qatar,2,1.7,0,0,2,2024-10-10,1.0,52,0.038461538461538464,ibrahim alhassan
Ibrahim Bayesh,Iraq,2,1.7,0,0,2,2025-03-20,1.0,50,0.04,ibrahim bayesh
Tyler Bindon,New Zealand,2,1.7,0,0,2,2025-03-21,1.0,35,0.05714285714285714,tyler bindon
Youssef Amyn,Iraq,2,1.7,0,0,2,2024-11-19,1.0,50,0.04,youssef amyn
Ibrahim Sangaré,Ivory Coast,2,1.7,1,0,2,2025-10-10,1.0,47,0.0425531914893617,ibrahim sangare
Johan Manzambi,Switzerland,2,1.7,0,0,2,2025-11-15,1.0,41,0.04878048780487805,johan manzambi
Gavi,Spain,2,1.7,0,0,2,2023-10-15,1.0,43,0.046511627906976744,gavi
Husniddin Aliqulov,Uzbekistan,2,1.7,0,0,2,2024-09-10,1.0,44,0.045454545454545456,husniddin aliqulov
Jhon Durán,Colombia,2,1.7,0,0,2,2025-03-25,1.0,44,0.045454545454545456,jhon duran
Eric Davis,Panama,2,1.7,1,0,2,2025-11-18,1.0,57,0.03508771929824561,eric davis
Ernest Nuamah,Ghana,2,1.7,0,0,2,2025-03-21,1.0,39,0.05128205128205128,ernest nuamah
Zidane Iqbal,Iraq,2,1.7,0,0,2,2025-10-11,1.0,50,0.04,zidane iqbal
Ollie Watkins,England,2,1.6,0,1,2,2024-11-14,1.0,42,0.047619047619047616,ollie watkins
Adam Hložek,Czechia,2,1.45,0,0,2,2025-06-06,1.0,40,0.05,adam hlozek
Orkun Kökçü,Türkiye,2,1.45,0,0,2,2025-03-20,1.0,41,0.04878048780487805,orkun kokcu
Felix Horn Myhre,Norway,2,1.45,0,0,2,2025-09-09,1.0,36,0.05555555555555555,felix horn myhre
Martin Zubimendi,Spain,2,1.45,0,0,2,2025-11-15,1.0,43,0.046511627906976744,martin zubimendi
Yasin Ayari,Sweden,2,1.45,0,0,2,2025-09-05,1.0,40,0.05,yasin ayari
Anthony Gordon,England,2,1.45,0,0,2,2025-10-14,1.0,42,0.047619047619047616,anthony gordon
Christopher Nkunku,France,2,1.45,0,0,2,2025-10-13,1.0,42,0.047619047619047616,christopher nkunku
Abdülkerim Bardakcı,Türkiye,2,1.45,0,0,2,2025-03-23,1.0,41,0.04878048780487805,abdulkerim bardakc
Lukáš Červ,Czechia,2,1.45,0,0,2,2025-09-05,1.0,40,0.05,lukas cerv
Joško Gvardiol,Croatia,2,1.45,0,0,2,2025-11-14,1.0,39,0.05128205128205128,josko gvardiol
İrfan Can Kahveci,Türkiye,2,1.45,0,0,2,2025-10-11,1.0,41,0.04878048780487805,irfan can kahveci
Trent Alexander-Arnold,England,2,1.45,0,0,2,2024-10-13,1.0,42,0.047619047619047616,trent alexanderarnold
Álex Baena,Spain,2,1.45,0,0,2,2024-10-15,1.0,43,0.046511627906976744,alex baena
Teun Koopmeiners,Netherlands,2,1.45,0,0,2,2024-11-16,1.0,42,0.047619047619047616,teun koopmeiners
Rafael Leão,Portugal,2,1.45,0,0,2,2024-11-15,1.0,41,0.04878048780487805,rafael leao
Noa Lang,Netherlands,2,1.45,0,0,2,2025-06-10,1.0,42,0.047619047619047616,noa lang
Ali Abdi,Tunisia,2,1.35,2,0,2,2025-12-27,1.0,48,0.041666666666666664,ali abdi
Hamza Rafia,Tunisia,2,1.35,0,0,2,2024-01-20,1.0,48,0.041666666666666664,hamza rafia
Farès Chaïbi,Algeria,2,1.35,0,0,2,2025-12-31,1.0,51,0.0392156862745098,fares chaibi
Chancel Mbemba,Congo DR,2,1.35,0,0,2,2025-11-13,1.0,47,0.0425531914893617,chancel mbemba
Nathanaël Mbuku,Congo DR,2,1.35,0,0,2,2025-12-30,1.0,47,0.0425531914893617,nathanael mbuku
Firas Chaouat,Tunisia,2,1.35,0,0,2,2026-01-03,1.0,48,0.041666666666666664,firas chaouat
Ismaël Gharbi,Tunisia,2,1.35,1,0,2,2025-12-30,1.0,48,0.041666666666666664,ismael gharbi
Percy Tau,South Africa,2,1.35,1,0,2,2024-01-21,1.0,51,0.0392156862745098,percy tau
Oumar Diakité,Ivory Coast,2,1.35,0,0,2,2025-10-10,1.0,47,0.0425531914893617,oumar diakite
Francisco Trincão,Portugal,2,1.2,0,0,1,2025-03-23,2.0,41,0.04878048780487805,francisco trincao
Jack Grealish,England,2,1.2,0,0,2,2024-10-13,1.0,42,0.047619047619047616,jack grealish
Sebastian Nanasi,Sweden,2,1.2,0,0,1,2024-10-14,2.0,40,0.05,sebastian nanasi
Yeremy Pino,Spain,2,1.2,0,0,2,2024-11-18,1.0,43,0.046511627906976744,yeremy pino
Gerardo Arteaga,Mexico,1,1.0,0,1,1,2024-06-22,1.0,60,0.016666666666666666,gerardo arteaga
Nizar Al-Rashdan,Jordan,1,1.0,0,1,1,2024-01-29,1.0,53,0.018867924528301886,nizar alrashdan
Bazoumana Touré,Ivory Coast,2,1.0,0,0,2,2026-01-06,1.0,47,0.0425531914893617,bazoumana toure
Gaël Kakuta,Congo DR,2,1.0,1,0,1,2025-12-30,2.0,47,0.0425531914893617,gael kakuta
Érick Sánchez,Mexico,1,1.0,0,1,1,2023-07-08,1.0,60,0.016666666666666666,erick sanchez
Christian Pulisic,United States,1,1.0,0,1,1,2024-06-23,1.0,56,0.017857142857142856,christian pulisic
Odiljon Hamrobekov,Uzbekistan,1,1.0,0,1,1,2024-02-03,1.0,44,0.022727272727272728,odiljon hamrobekov
İlkay Gündoğan,Germany,1,1.0,0,1,1,2024-06-19,1.0,42,0.023809523809523808,ilkay gundogan
Niko Sigur,Canada,1,1.0,0,1,1,2025-06-17,1.0,45,0.022222222222222223,niko sigur
Hwang In-beom,South Korea,1,1.0,0,1,1,2024-01-15,1.0,44,0.022727272727272728,hwang inbeom
Hazem Shehata,Qatar,1,1.0,0,1,1,2023-07-02,1.0,52,0.019230769230769232,hazem shehata
Mohamed Kanno,Saudi Arabia,1,1.0,0,1,1,2024-01-21,1.0,58,0.017241379310344827,mohamed kanno
Brenden Aaronson,United States,1,1.0,0,1,1,2025-06-15,1.0,56,0.017857142857142856,brenden aaronson
Gernot Trauner,Austria,1,1.0,0,1,1,2024-06-21,1.0,40,0.025,gernot trauner
Haji Wright,United States,1,1.0,0,1,1,2025-06-15,1.0,56,0.017857142857142856,haji wright
Cade Cowell,United States,1,1.0,0,1,1,2023-07-02,1.0,56,0.017857142857142856,cade cowell
Lukáš Provod,Czechia,1,1.0,0,1,1,2024-06-18,1.0,40,0.025,lukas provod
Bryan Reynolds,United States,1,1.0,0,1,1,2023-06-28,1.0,56,0.017857142857142856,bryan reynolds
Roberto Alvarado,Mexico,1,1.0,0,1,1,2023-07-12,1.0,60,0.016666666666666666,roberto alvarado
Miguel Borja,Colombia,1,1.0,1,1,1,2024-07-06,1.0,44,0.022727272727272728,miguel borja
Michel Aebischer,Switzerland,1,1.0,0,1,1,2024-06-15,1.0,41,0.024390243902439025,michel aebischer
Rodri,Spain,1,1.0,0,1,1,2024-06-30,1.0,43,0.023255813953488372,rodri
Rebin Sulaka,Iraq,1,1.0,0,1,1,2024-01-24,1.0,50,0.02,rebin sulaka
Saad Natiq,Iraq,1,1.0,0,1,1,2024-01-29,1.0,50,0.02,saad natiq
Ramón Sosa,Paraguay,1,1.0,0,1,1,2024-07-02,1.0,35,0.02857142857142857,ramon sosa
Maximilian Arfsten,United States,1,1.0,0,1,1,2025-06-29,1.0,56,0.017857142857142856,maximilian arfsten
Max Mata,New Zealand,2,1.0,0,0,2,2024-06-30,1.0,35,0.05714285714285714,max mata
Matías Viña,Uruguay,1,1.0,0,1,1,2024-06-23,1.0,42,0.023809523809523808,matias vina
Gianluca Busio,United States,1,1.0,0,1,1,2023-07-02,1.0,56,0.017857142857142856,gianluca busio
Abdoulaye Seck,Senegal,2,1.0,0,0,2,2025-12-30,1.0,47,0.0425531914893617,abdoulaye seck
Promise David,Canada,1,1.0,0,1,1,2025-06-17,1.0,45,0.022222222222222223,promise david
Richard Ríos,Colombia,1,1.0,0,1,1,2024-07-06,1.0,44,0.022727272727272728,richard rios
Jonathan Osorio,Canada,1,1.0,0,1,1,2023-07-04,1.0,45,0.022222222222222223,jonathan osorio
Junior Hoilett,Canada,1,1.0,1,1,1,2023-07-04,1.0,45,0.022222222222222223,junior hoilett
Liam Millar,Canada,1,1.0,0,1,1,2023-07-04,1.0,45,0.022222222222222223,liam millar
Tani Oluwaseyi,Canada,1,1.0,0,1,1,2025-06-17,1.0,45,0.022222222222222223,tani oluwaseyi
Alexis Vega,Mexico,1,1.0,0,1,1,2025-06-28,1.0,60,0.016666666666666666,alexis vega
Teboho Mokoena,South Africa,2,1.0,1,0,2,2024-02-07,1.0,51,0.0392156862745098,teboho mokoena
Facundo Pellistri,Uruguay,1,1.0,0,1,1,2024-06-27,1.0,42,0.023809523809523808,facundo pellistri
Jayden Nelson,Canada,1,1.0,0,1,1,2023-07-04,1.0,45,0.022222222222222223,jayden nelson
Ismaël Koné,Canada,1,1.0,0,1,1,2024-07-13,1.0,45,0.022222222222222223,ismael kone
Dani Carvajal,Spain,1,1.0,0,1,1,2024-06-15,1.0,43,0.023255813953488372,dani carvajal
Steven Vitória,Canada,1,1.0,1,1,1,2023-07-09,1.0,45,0.022222222222222223,steven vitoria
Jeremy Sarmiento,Ecuador,1,1.0,0,1,1,2024-06-22,1.0,41,0.024390243902439025,jeremy sarmiento
Karim Ansarifard,Iran,1,1.0,0,1,1,2024-01-14,1.0,42,0.023809523809523808,karim ansarifard
Stefan de Vrij,Netherlands,1,1.0,0,1,1,2024-07-06,1.0,42,0.023809523809523808,stefan de vrij
Iván Anderson,Panama,1,1.0,0,1,1,2023-07-12,1.0,57,0.017543859649122806,ivan anderson
Ali Al-Bulaihi,Saudi Arabia,1,1.0,0,1,1,2024-01-16,1.0,58,0.017241379310344827,ali albulaihi
Kwadwo Duah,Switzerland,1,1.0,0,1,1,2024-06-15,1.0,41,0.024390243902439025,kwadwo duah
Jeong Woo-yeong,South Korea,1,1.0,0,1,1,2024-01-25,1.0,44,0.022727272727272728,jeong wooyeong
Sávio,Brazil,1,1.0,0,1,1,2024-06-28,1.0,39,0.02564102564102564,savio
Shojae Khalilzadeh,Iran,1,1.0,0,1,1,2024-01-14,1.0,42,0.023809523809523808,shojae khalilzadeh
Lisandro Martínez,Argentina,1,1.0,0,1,1,2024-07-04,1.0,40,0.025,lisandro martinez
Lucas Cavallini,Canada,1,1.0,0,1,1,2023-06-27,1.0,45,0.022222222222222223,lucas cavallini
Cole Palmer,England,1,1.0,0,1,1,2024-07-14,1.0,42,0.023809523809523808,cole palmer
Samet Akaydin,Türkiye,1,1.0,0,1,1,2024-07-06,1.0,41,0.024390243902439025,samet akaydin
Luis Suárez,Uruguay,1,1.0,0,1,1,2024-07-13,1.0,42,0.023809523809523808,luis suarez
Jordan Bos,Australia,1,1.0,0,1,1,2024-01-13,1.0,40,0.025,jordan bos
Ibrahim Maza,Algeria,2,1.0,0,0,2,2025-12-31,1.0,51,0.0392156862745098,ibrahim maza
Emre Can,Germany,1,1.0,0,1,1,2024-06-14,1.0,42,0.023809523809523808,emre can
Wataru Endō,Japan,1,1.0,0,1,1,2024-01-19,1.0,41,0.024390243902439025,wataru endo
Faisal Al-Ghamdi,Saudi Arabia,1,1.0,0,1,1,2024-01-21,1.0,58,0.017241379310344827,faisal alghamdi
Jassem Gaber,Qatar,1,1.0,0,1,1,2024-02-07,1.0,52,0.019230769230769232,jassem gaber
Wataru Endo,Japan,1,0.85,0,0,1,2024-09-05,1.0,41,0.024390243902439025,wataru endo
Warren Zaïre-Emery,France,1,0.85,0,0,1,2023-11-18,1.0,42,0.023809523809523808,warren zaireemery
Vladimír Coufal,Czechia,1,0.85,0,0,1,2025-11-17,1.0,40,0.025,vladimir coufal
Telmo Arcanjo,Cape Verde,1,0.85,0,0,1,2025-10-08,1.0,42,0.023809523809523808,telmo arcanjo
Axel Tuanzebe,Congo DR,1,0.85,0,0,1,2026-03-31,1.0,47,0.02127659574468085,axel tuanzebe
Thalente Mbatha,South Africa,1,0.85,0,0,1,2025-10-14,1.0,51,0.0196078431372549,thalente mbatha
Aurélien Tchouaméni,France,1,0.85,0,0,1,2023-09-07,1.0,42,0.023809523809523808,aurelien tchouameni
Aziz Behich,Australia,1,0.85,0,0,1,2025-06-05,1.0,40,0.025,aziz behich
Agustín Canobbio,Uruguay,1,0.85,0,0,1,2023-09-12,1.0,42,0.023809523809523808,agustin canobbio
Quinten Timber,Netherlands,1,0.85,0,0,1,2025-09-07,1.0,42,0.023809523809523808,quinten timber
Ramiz Zerrouki,Algeria,1,0.85,0,0,1,2023-11-19,1.0,51,0.0196078431372549,ramiz zerrouki
Quilindschy Hartman,Netherlands,1,0.85,0,0,1,2023-10-13,1.0,42,0.023809523809523808,quilindschy hartman
Reece James,England,1,0.85,0,0,1,2025-03-24,1.0,42,0.023809523809523808,reece james
Samed Baždar,Bosnia and Herzegovina,1,0.85,0,0,1,2025-09-06,1.0,35,0.02857142857142857,samed bazdar
Ahmed Al Ganehi,Qatar,1,0.85,0,0,1,2025-03-20,1.0,52,0.019230769230769232,ahmed al ganehi
Tyrese Noslin,Curaçao,1,0.85,0,0,1,2025-09-09,1.0,36,0.027777777777777776,tyrese noslin
Benjamin Pavard,France,1,0.85,0,0,1,2023-03-27,1.0,42,0.023809523809523808,benjamin pavard
Benjamin Nygren,Sweden,1,0.85,0,0,1,2025-11-15,1.0,40,0.025,benjamin nygren
Otávio,Portugal,1,0.85,0,0,1,2023-03-26,1.0,41,0.024390243902439025,otavio
Toni Fruk,Croatia,1,0.85,0,0,1,2025-10-12,1.0,39,0.02564102564102564,toni fruk
Tomáš Čvančara,Czechia,1,0.85,0,0,1,2023-03-24,1.0,40,0.025,tomas cvancara
Ben Gannon-Doak,Scotland,1,0.85,0,0,1,2025-11-15,1.0,39,0.02564102564102564,ben gannondoak
Ajdin Hrustic,Australia,1,0.85,0,0,1,2024-06-06,1.0,40,0.025,ajdin hrustic
Akam Hashim,Iraq,1,0.85,0,0,1,2025-03-20,1.0,50,0.02,akam hashim
Tim Payne,New Zealand,1,0.85,0,0,1,2025-03-21,1.0,35,0.02857142857142857,tim payne
Park Jin-seob,South Korea,1,0.85,0,0,1,2024-03-26,1.0,44,0.022727272727272728,park jinseob
Alexis Saelemaekers,Belgium,1,0.85,0,0,1,2025-11-18,1.0,40,0.025,alexis saelemaekers
Aïssa Mandi,Algeria,1,0.85,0,0,1,2025-03-25,1.0,51,0.0196078431372549,aissa mandi
Bashar Resan,Iraq,1,0.85,0,0,1,2023-11-16,1.0,50,0.02,bashar resan
Umut Nayir,Türkiye,1,0.85,0,0,1,2023-06-19,1.0,41,0.024390243902439025,umut nayir
