player,team,player_norm,intl_goals,intl_weighted_goals,intl_penalty_goals,intl_major_goals,intl_scoring_matches,intl_last_goal_date,team_intl_matches,intl_goal_rate,intl_goals_per_team_match,goals_total,xg_total,shots_total,shots_on_target_pct,league_difficulty,minutes,goals_per90,xg_per90,npxg_per90,shots_per90,has_club_stats,player_club_name,group,p_qualify,team_win_prob,progression_factor,expected_tournament_matches,group_difficulty,last5_win_rate,adj_xg_per90,adj_goals_per90,adj_shots_per90,player_skill,boot_score,predicted_goals,year,tournament_goals
Lucas Mendes,Qatar,lucas mendes,2,1.7,0,0,2,2025-03-25,53,1.0,0.03773584905660377,,,,0.33,0.5,,0.02830188679245283,0.03207547169811321,0.03207547169811321,0.10566037735849056,False,,B,0.7175,0.0,0.3682948250801426,3.8951599999999997,1.056500564247184,0.1,0.03207547169811321,0.02830188679245283,0.10566037735849056,0.04498267956148965,0.016566888100734936,0.22,2026,
Mostafa Meshaal,Qatar,mostafa meshaal,2,1.7,0,0,2,2023-11-21,53,1.0,0.03773584905660377,,,,0.33,0.5,,0.02830188679245283,0.03207547169811321,0.03207547169811321,0.10566037735849056,False,,B,0.7175,0.0,0.3682948250801426,3.8951599999999997,1.056500564247184,0.1,0.03207547169811321,0.02830188679245283,0.10566037735849056,0.04498267956148965,0.016566888100734936,0.22,2026,
Elias Achouri,Tunisia,elias achouri,3,1.85,1,0,2,2025-12-23,49,1.5,0.061224489795918366,,,,0.33,0.5,,0.04591836734693877,0.05204081632653061,0.05204081632653061,0.1714285714285714,False,,F,0.5113,0.0,0.2539475531131155,3.6206,1.111917872858262,0.0,0.05204081632653061,0.04591836734693877,0.1714285714285714,0.0650406711324242,0.016516919286913973,0.33,2026,
Richard Ríos,Colombia,richard rios,1,1.0,0,1,1,2024-07-06,45,1.0,0.022222222222222223,,,,0.33,0.5,,0.016666666666666666,0.01888888888888889,0.01888888888888889,0.06222222222222222,False,,K,0.9,0.0129,0.522522265762005,4.32737,0.9226621917351155,0.4,0.01888888888888889,0.016666666666666666,0.06222222222222222,0.03156972488276311,0.016495884175224528,0.14,2026,
Junior Hoilett,Canada,junior hoilett,1,1.0,1,1,1,2023-07-04,46,1.0,0.021739130434782608,,,,0.33,0.5,,0.016304347826086956,0.018478260869565215,0.018478260869565215,0.0608695652173913,False,,B,0.945,0.0004,0.5249521767048361,4.46188,0.9592064876326297,0.3,0.018478260869565215,0.016304347826086956,0.0608695652173913,0.031201676793472567,0.016379388149574195,0.14,2026,
Ismaël Koné,Canada,ismael kone,1,1.0,0,1,1,2024-07-13,46,1.0,0.021739130434782608,,,,0.33,0.5,,0.016304347826086956,0.018478260869565215,0.018478260869565215,0.0608695652173913,False,,B,0.945,0.0004,0.5249521767048361,4.46188,0.9592064876326297,0.3,0.018478260869565215,0.016304347826086956,0.0608695652173913,0.031201676793472567,0.016379388149574195,0.14,2026,
Niko Sigur,Canada,niko sigur,1,1.0,0,1,1,2025-06-17,46,1.0,0.021739130434782608,,,,0.33,0.5,,0.016304347826086956,0.018478260869565215,0.018478260869565215,0.0608695652173913,False,,B,0.945,0.0004,0.5249521767048361,4.46188,0.9592064876326297,0.3,0.018478260869565215,0.016304347826086956,0.0608695652173913,0.031201676793472567,0.016379388149574195,0.14,2026,
Jayden Nelson,Canada,jayden nelson,1,1.0,0,1,1,2023-07-04,46,1.0,0.021739130434782608,,,,0.33,0.5,,0.016304347826086956,0.018478260869565215,0.018478260869565215,0.0608695652173913,False,,B,0.945,0.0004,0.5249521767048361,4.46188,0.9592064876326297,0.3,0.018478260869565215,0.016304347826086956,0.0608695652173913,0.031201676793472567,0.016379388149574195,0.14,2026,
Tani Oluwaseyi,Canada,tani oluwaseyi,1,1.0,0,1,1,2025-06-17,46,1.0,0.021739130434782608,,,,0.33,0.5,,0.016304347826086956,0.018478260869565215,0.018478260869565215,0.0608695652173913,False,,B,0.945,0.0004,0.5249521767048361,4.46188,0.9592064876326297,0.3,0.018478260869565215,0.016304347826086956,0.0608695652173913,0.031201676793472567,0.016379388149574195,0.14,2026,
Jonathan Osorio,Canada,jonathan osorio,1,1.0,0,1,1,2023-07-04,46,1.0,0.021739130434782608,,,,0.33,0.5,,0.016304347826086956,0.018478260869565215,0.018478260869565215,0.0608695652173913,False,,B,0.945,0.0004,0.5249521767048361,4.46188,0.9592064876326297,0.3,0.018478260869565215,0.016304347826086956,0.0608695652173913,0.031201676793472567,0.016379388149574195,0.14,2026,
Liam Millar,Canada,liam millar,1,1.0,0,1,1,2023-07-04,46,1.0,0.021739130434782608,,,,0.33,0.5,,0.016304347826086956,0.018478260869565215,0.018478260869565215,0.0608695652173913,False,,B,0.945,0.0004,0.5249521767048361,4.46188,0.9592064876326297,0.3,0.018478260869565215,0.016304347826086956,0.0608695652173913,0.031201676793472567,0.016379388149574195,0.14,2026,
Lucas Cavallini,Canada,lucas cavallini,1,1.0,0,1,1,2023-06-27,46,1.0,0.021739130434782608,,,,0.33,0.5,,0.016304347826086956,0.018478260869565215,0.018478260869565215,0.0608695652173913,False,,B,0.945,0.0004,0.5249521767048361,4.46188,0.9592064876326297,0.3,0.018478260869565215,0.016304347826086956,0.0608695652173913,0.031201676793472567,0.016379388149574195,0.14,2026,
Steven Vitória,Canada,steven vitoria,1,1.0,1,1,1,2023-07-09,46,1.0,0.021739130434782608,,,,0.33,0.5,,0.016304347826086956,0.018478260869565215,0.018478260869565215,0.0608695652173913,False,,B,0.945,0.0004,0.5249521767048361,4.46188,0.9592064876326297,0.3,0.018478260869565215,0.016304347826086956,0.0608695652173913,0.031201676793472567,0.016379388149574195,0.14,2026,
Frantzdy Pierrot,Haiti,frantzdy pierrot,5,4.7,0,3,5,2025-11-13,37,1.0,0.13513513513513514,,,,0.33,0.5,,0.10135135135135136,0.11486486486486487,0.11486486486486487,0.3783783783783784,False,,C,0.1339,0.0,0.0864337829281405,3.16164,1.295156342639136,0.2,0.11486486486486487,0.10135135135135136,0.3783783783783784,0.18794618389161405,0.016244899660660145,0.64,2026,
Gerardo Arteaga,Mexico,gerardo arteaga,1,1.0,0,1,1,2024-06-22,60,1.0,0.016666666666666666,,,,0.33,0.5,,0.0125,0.014166666666666666,0.014166666666666666,0.04666666666666666,False,,A,0.974,0.0058,0.5766691311626395,4.7517,0.8939859040304675,0.4,0.014166666666666666,0.0125,0.04666666666666666,0.027337171855921855,0.015764503142598217,0.12,2026,
Érick Sánchez,Mexico,erick sanchez,1,1.0,0,1,1,2023-07-08,60,1.0,0.016666666666666666,,,,0.33,0.5,,0.0125,0.014166666666666666,0.014166666666666666,0.04666666666666666,False,,A,0.974,0.0058,0.5766691311626395,4.7517,0.8939859040304675,0.4,0.014166666666666666,0.0125,0.04666666666666666,0.027337171855921855,0.015764503142598217,0.12,2026,
Bryan Zaragoza,Spain,bryan zaragoza,1,0.6,1,0,1,2024-11-18,44,1.0,0.022727272727272728,,,,0.33,0.5,,0.017045454545454544,0.019318181818181818,0.019318181818181818,0.06363636363636363,False,,H,0.9971,0.2001,0.8802309486918911,5.394769999999999,0.7944446518839358,0.3,0.019318181818181818,0.017045454545454544,0.06363636363636363,0.01768664528780063,0.015568332560857715,0.18,2026,
Aymeric Laporte,Spain,aymeric laporte,1,0.6,0,0,1,2024-10-15,44,1.0,0.022727272727272728,,,,0.33,0.5,,0.017045454545454544,0.019318181818181818,0.019318181818181818,0.06363636363636363,False,,H,0.9971,0.2001,0.8802309486918911,5.394769999999999,0.7944446518839358,0.3,0.019318181818181818,0.017045454545454544,0.06363636363636363,0.01768664528780063,0.015568332560857715,0.18,2026,
Bryan Gil,Spain,bryan gil,1,0.6,0,0,1,2024-11-18,44,1.0,0.022727272727272728,,,,0.33,0.5,,0.017045454545454544,0.019318181818181818,0.019318181818181818,0.06363636363636363,False,,H,0.9971,0.2001,0.8802309486918911,5.394769999999999,0.7944446518839358,0.3,0.019318181818181818,0.017045454545454544,0.06363636363636363,0.01768664528780063,0.015568332560857715,0.18,2026,
Gabriel Magalhães,Brazil,gabriel magalhaes,1,0.85,0,0,1,2023-10-12,40,1.0,0.025,,,,0.33,0.5,,0.018750000000000003,0.02125,0.02125,0.06999999999999999,False,,C,0.9973,0.0613,0.6735325361218968,4.94313,0.8591734339075576,0.4,0.02125,0.018750000000000003,0.06999999999999999,0.023023054967612314,0.015506776601609757,0.18,2026,
Gabriel Martinelli,Brazil,gabriel martinelli,1,0.85,0,0,1,2023-11-16,40,1.0,0.025,,,,0.33,0.5,,0.018750000000000003,0.02125,0.02125,0.06999999999999999,False,,C,0.9973,0.0613,0.6735325361218968,4.94313,0.8591734339075576,0.4,0.02125,0.018750000000000003,0.06999999999999999,0.023023054967612314,0.015506776601609757,0.18,2026,
Igor Jesus,Brazil,igor jesus,1,0.85,0,0,1,2024-10-10,40,1.0,0.025,,,,0.33,0.5,,0.018750000000000003,0.02125,0.02125,0.06999999999999999,False,,C,0.9973,0.0613,0.6735325361218968,4.94313,0.8591734339075576,0.4,0.02125,0.018750000000000003,0.06999999999999999,0.023023054967612314,0.015506776601609757,0.18,2026,
Marquinhos,Brazil,marquinhos,1,0.85,0,0,1,2023-09-12,40,1.0,0.025,,,,0.33,0.5,,0.018750000000000003,0.02125,0.02125,0.06999999999999999,False,,C,0.9973,0.0613,0.6735325361218968,4.94313,0.8591734339075576,0.4,0.02125,0.018750000000000003,0.06999999999999999,0.023023054967612314,0.015506776601609757,0.18,2026,
Bruno Guimarães,Brazil,bruno guimaraes,1,0.85,0,0,1,2025-09-04,40,1.0,0.025,,,,0.33,0.5,,0.018750000000000003,0.02125,0.02125,0.06999999999999999,False,,C,0.9973,0.0613,0.6735325361218968,4.94313,0.8591734339075576,0.4,0.02125,0.018750000000000003,0.06999999999999999,0.023023054967612314,0.015506776601609757,0.18,2026,
Estêvão Willian,Brazil,estevao willian,1,0.85,0,0,1,2025-09-04,40,1.0,0.025,,,,0.33,0.5,,0.018750000000000003,0.02125,0.02125,0.06999999999999999,False,,C,0.9973,0.0613,0.6735325361218968,4.94313,0.8591734339075576,0.4,0.02125,0.018750000000000003,0.06999999999999999,0.023023054967612314,0.015506776601609757,0.18,2026,
Musab Al-Juwayr,Saudi Arabia,musab aljuwayr,3,2.55,0,0,3,2025-06-05,60,1.0,0.05,,,,0.33,0.5,,0.037500000000000006,0.0425,0.0425,0.13999999999999999,False,,H,0.4044,0.0,0.23065214105091295,3.48832,1.1515226002191195,0.3,0.0425,0.037500000000000006,0.13999999999999999,0.06658293644554084,0.015357496848620858,0.26,2026,
Chris Wood,New Zealand,chris wood,9,7.6499999999999995,0,0,4,2025-03-21,36,2.25,0.25,,,,0.33,0.5,,0.1875,0.2125,0.2125,0.7,False,,G,0.1056,0.0,0.05246639029926528,3.1284,1.2867845738147874,0.0,0.2125,0.1875,0.7,0.2924950239832547,0.015346158088898401,1.16,2026,
Hwang In-beom,South Korea,hwang inbeom,1,1.0,0,1,1,2024-01-15,44,1.0,0.022727272727272728,,,,0.33,0.5,,0.017045454545454544,0.019318181818181818,0.019318181818181818,0.06363636363636363,False,,A,0.8512,0.0006,0.47566773780878235,4.18534,0.967896642645171,0.4,0.019318181818181818,0.017045454545454544,0.06363636363636363,0.03195450243065777,0.015199725883996219,0.14,2026,
Jeong Woo-yeong,South Korea,jeong wooyeong,1,1.0,0,1,1,2024-01-25,44,1.0,0.022727272727272728,,,,0.33,0.5,,0.017045454545454544,0.019318181818181818,0.019318181818181818,0.06363636363636363,False,,A,0.8512,0.0006,0.47566773780878235,4.18534,0.967896642645171,0.4,0.019318181818181818,0.017045454545454544,0.06363636363636363,0.03195450243065777,0.015199725883996219,0.14,2026,
Aron Dønnum,Norway,aron dnnum,2,1.7,0,0,2,2025-03-22,37,1.0,0.05405405405405406,,,,0.33,0.5,,0.04054054054054054,0.04594594594594595,0.04594594594594595,0.15135135135135136,False,,I,0.4703,0.0003,0.26417513167244566,3.57335,1.0703569104855832,0.3,0.04594594594594595,0.04054054054054054,0.15135135135135136,0.057414859793313025,0.015167578145853474,0.29,2026,
Callum Wilson,England,callum wilson,1,0.85,1,0,1,2023-06-16,44,1.0,0.022727272727272728,,,,0.33,0.5,,0.017045454545454544,0.019318181818181818,0.019318181818181818,0.06363636363636363,False,,L,0.9792,0.086,0.7046125545885586,5.02028,0.8389605511245317,0.4,0.019318181818181818,0.017045454545454544,0.06363636363636363,0.021291556002086345,0.015002297665795418,0.17,2026,
Myles Lewis-Skelly,England,myles lewisskelly,1,0.85,0,0,1,2025-03-21,44,1.0,0.022727272727272728,,,,0.33,0.5,,0.017045454545454544,0.019318181818181818,0.019318181818181818,0.06363636363636363,False,,L,0.9792,0.086,0.7046125545885586,5.02028,0.8389605511245317,0.4,0.019318181818181818,0.017045454545454544,0.06363636363636363,0.021291556002086345,0.015002297665795418,0.17,2026,
Kalvin Phillips,England,kalvin phillips,1,0.85,0,0,1,2023-06-19,44,1.0,0.022727272727272728,,,,0.33,0.5,,0.017045454545454544,0.019318181818181818,0.019318181818181818,0.06363636363636363,False,,L,0.9792,0.086,0.7046125545885586,5.02028,0.8389605511245317,0.4,0.019318181818181818,0.017045454545454544,0.06363636363636363,0.021291556002086345,0.015002297665795418,0.17,2026,
Reece James,England,reece james,1,0.85,0,0,1,2025-03-24,44,1.0,0.022727272727272728,,,,0.33,0.5,,0.017045454545454544,0.019318181818181818,0.019318181818181818,0.06363636363636363,False,,L,0.9792,0.086,0.7046125545885586,5.02028,0.8389605511245317,0.4,0.019318181818181818,0.017045454545454544,0.06363636363636363,0.021291556002086345,0.015002297665795418,0.17,2026,
Marc Guéhi,England,marc guehi,1,0.85,0,0,1,2025-09-09,44,1.0,0.022727272727272728,,,,0.33,0.5,,0.017045454545454544,0.019318181818181818,0.019318181818181818,0.06363636363636363,False,,L,0.9792,0.086,0.7046125545885586,5.02028,0.8389605511245317,0.4,0.019318181818181818,0.017045454545454544,0.06363636363636363,0.021291556002086345,0.015002297665795418,0.17,2026,
Kyle Walker,England,kyle walker,1,0.85,0,0,1,2023-09-09,44,1.0,0.022727272727272728,,,,0.33,0.5,,0.017045454545454544,0.019318181818181818,0.019318181818181818,0.06363636363636363,False,,L,0.9792,0.086,0.7046125545885586,5.02028,0.8389605511245317,0.4,0.019318181818181818,0.017045454545454544,0.06363636363636363,0.021291556002086345,0.015002297665795418,0.17,2026,
Ezri Konsa,England,ezri konsa,1,0.85,0,0,1,2025-09-09,44,1.0,0.022727272727272728,,,,0.33,0.5,,0.017045454545454544,0.019318181818181818,0.019318181818181818,0.06363636363636363,False,,L,0.9792,0.086,0.7046125545885586,5.02028,0.8389605511245317,0.4,0.019318181818181818,0.017045454545454544,0.06363636363636363,0.021291556002086345,0.015002297665795418,0.17,2026,
Noni Madueke,England,noni madueke,1,0.85,0,0,1,2025-09-09,44,1.0,0.022727272727272728,,,,0.33,0.5,,0.017045454545454544,0.019318181818181818,0.019318181818181818,0.06363636363636363,False,,L,0.9792,0.086,0.7046125545885586,5.02028,0.8389605511245317,0.4,0.019318181818181818,0.017045454545454544,0.06363636363636363,0.021291556002086345,0.015002297665795418,0.17,2026,
Bryan Reynolds,United States,bryan reynolds,1,1.0,0,1,1,2023-06-28,57,1.0,0.017543859649122806,,,,0.33,0.5,,0.013157894736842105,0.014912280701754385,0.014912280701754385,0.04912280701754385,False,,D,0.9385,0.0071,0.5339178658977747,4.62307,0.935522539287431,0.2,0.014912280701754385,0.013157894736842105,0.04912280701754385,0.028005469702265213,0.01495262061689823,0.12,2026,
Gianluca Busio,United States,gianluca busio,1,1.0,0,1,1,2023-07-02,57,1.0,0.017543859649122806,,,,0.33,0.5,,0.013157894736842105,0.014912280701754385,0.014912280701754385,0.04912280701754385,False,,D,0.9385,0.0071,0.5339178658977747,4.62307,0.935522539287431,0.2,0.014912280701754385,0.013157894736842105,0.04912280701754385,0.028005469702265213,0.01495262061689823,0.12,2026,
Maximilian Arfsten,United States,maximilian arfsten,1,1.0,0,1,1,2025-06-29,57,1.0,0.017543859649122806,,,,0.33,0.5,,0.013157894736842105,0.014912280701754385,0.014912280701754385,0.04912280701754385,False,,D,0.9385,0.0071,0.5339178658977747,4.62307,0.935522539287431,0.2,0.014912280701754385,0.013157894736842105,0.04912280701754385,0.028005469702265213,0.01495262061689823,0.12,2026,
Brenden Aaronson,United States,brenden aaronson,1,1.0,0,1,1,2025-06-15,57,1.0,0.017543859649122806,,,,0.33,0.5,,0.013157894736842105,0.014912280701754385,0.014912280701754385,0.04912280701754385,False,,D,0.9385,0.0071,0.5339178658977747,4.62307,0.935522539287431,0.2,0.014912280701754385,0.013157894736842105,0.04912280701754385,0.028005469702265213,0.01495262061689823,0.12,2026,
Cade Cowell,United States,cade cowell,1,1.0,0,1,1,2023-07-02,57,1.0,0.017543859649122806,,,,0.33,0.5,,0.013157894736842105,0.014912280701754385,0.014912280701754385,0.04912280701754385,False,,D,0.9385,0.0071,0.5339178658977747,4.62307,0.935522539287431,0.2,0.014912280701754385,0.013157894736842105,0.04912280701754385,0.028005469702265213,0.01495262061689823,0.12,2026,
Mattéo Guendouzi,France,matteo guendouzi,1,0.6,0,0,1,2024-10-10,43,1.0,0.023255813953488372,,,,0.33,0.5,,0.01744186046511628,0.019767441860465116,0.019767441860465116,0.06511627906976744,False,,I,0.9939,0.1691,0.822765919419623,5.32191,0.8353005113950214,0.2,0.019767441860465116,0.01744186046511628,0.06511627906976744,0.018089319465829926,0.014883275561978842,0.18,2026,
Eduardo Camavinga,France,eduardo camavinga,1,0.6,0,0,1,2024-10-10,43,1.0,0.023255813953488372,,,,0.33,0.5,,0.01744186046511628,0.019767441860465116,0.019767441860465116,0.06511627906976744,False,,I,0.9939,0.1691,0.822765919419623,5.32191,0.8353005113950214,0.2,0.019767441860465116,0.01744186046511628,0.06511627906976744,0.018089319465829926,0.014883275561978842,0.18,2026,
Eldor Shomurodov,Uzbekistan,eldor shomurodov,5,4.25,0,0,5,2025-06-10,45,1.0,0.1111111111111111,,,,0.33,0.5,,0.08333333333333333,0.09444444444444444,0.09444444444444444,0.31111111111111106,False,,K,0.2143,0.0,0.1068322394122215,3.26508,1.1289797746441539,0.0,0.09444444444444444,0.08333333333333333,0.31111111111111106,0.13765441259793754,0.014705929162811583,0.54,2026,
Tomás Rodríguez,Panama,tomas rodriguez,3,3.0,0,3,3,2025-06-24,58,1.0,0.05172413793103448,,,,0.33,0.5,,0.03879310344827586,0.04396551724137931,0.04396551724137931,0.14482758620689654,False,,L,0.2269,0.0,0.14356070883857994,3.28628,1.0589693945615357,0.3,0.04396551724137931,0.03879310344827586,0.14482758620689654,0.09988532667061965,0.014339608299407272,0.25,2026,
Samet Akaydin,Türkiye,samet akaydin,1,1.0,0,1,1,2024-07-06,42,1.0,0.023809523809523808,,,,0.33,0.5,,0.017857142857142856,0.020238095238095236,0.020238095238095236,0.06666666666666665,False,,D,0.7702,0.0013,0.4369215627223124,4.09421,0.9872809667046556,0.4,0.020238095238095236,0.017857142857142856,0.06666666666666665,0.032779025747574894,0.014321863154145338,0.15,2026,
Renato Veiga,Portugal,renato veiga,1,0.85,0,0,1,2025-11-16,43,1.0,0.023255813953488372,,,,0.33,0.5,,0.01744186046511628,0.019767441860465116,0.019767441860465116,0.06511627906976744,False,,K,0.9609,0.0647,0.6586117044411798,4.8829899999999995,0.8732848752250852,0.4,0.019767441860465116,0.01744186046511628,0.06511627906976744,0.02169423018011564,0.014288073915465244,0.17,2026,
Otávio,Portugal,otavio,1,0.85,0,0,1,2023-03-26,43,1.0,0.023255813953488372,,,,0.33,0.5,,0.01744186046511628,0.019767441860465116,0.019767441860465116,0.06511627906976744,False,,K,0.9609,0.0647,0.6586117044411798,4.8829899999999995,0.8732848752250852,0.4,0.019767441860465116,0.01744186046511628,0.06511627906976744,0.02169423018011564,0.014288073915465244,0.17,2026,
Felix Horn Myhre,Norway,felix horn myhre,2,1.45,0,0,2,2025-09-09,37,1.0,0.05405405405405406,,,,0.33,0.5,,0.04054054054054054,0.04594594594594595,0.04594594594594595,0.15135135135135136,False,,I,0.4703,0.0003,0.26417513167244566,3.57335,1.0703569104855832,0.3,0.04594594594594595,0.04054054054054054,0.15135135135135136,0.053809949079027315,0.014215250383239637,0.29,2026,
Ridle Baku,Germany,ridle baku,1,0.85,0,0,1,2025-11-17,43,1.0,0.023255813953488372,,,,0.33,0.5,,0.01744186046511628,0.019767441860465116,0.019767441860465116,0.06511627906976744,False,,E,0.9969,0.0417,0.650245893712998,4.97333,0.8515260278339488,0.4,0.019767441860465116,0.01744186046511628,0.06511627906976744,0.02169423018011564,0.014106584091884788,0.17,2026,
Nadiem Amiri,Germany,nadiem amiri,1,0.85,0,0,1,2025-09-07,43,1.0,0.023255813953488372,,,,0.33,0.5,,0.01744186046511628,0.019767441860465116,0.019767441860465116,0.06511627906976744,False,,E,0.9969,0.0417,0.650245893712998,4.97333,0.8515260278339488,0.4,0.019767441860465116,0.01744186046511628,0.06511627906976744,0.02169423018011564,0.014106584091884788,0.17,2026,
David Raum,Germany,david raum,1,0.85,0,0,1,2025-10-10,43,1.0,0.023255813953488372,,,,0.33,0.5,,0.01744186046511628,0.019767441860465116,0.019767441860465116,0.06511627906976744,False,,E,0.9969,0.0417,0.650245893712998,4.97333,0.8515260278339488,0.4,0.019767441860465116,0.01744186046511628,0.06511627906976744,0.02169423018011564,0.014106584091884788,0.17,2026,
Assan Ouédraogo,Germany,assan ouedraogo,1,0.85,0,0,1,2025-11-17,43,1.0,0.023255813953488372,,,,0.33,0.5,,0.01744186046511628,0.019767441860465116,0.019767441860465116,0.06511627906976744,False,,E,0.9969,0.0417,0.650245893712998,4.97333,0.8515260278339488,0.4,0.019767441860465116,0.01744186046511628,0.06511627906976744,0.02169423018011564,0.014106584091884788,0.17,2026,
Matías Galarza,Paraguay,matias galarza,2,1.7,0,0,2,2025-09-09,36,1.0,0.05555555555555555,,,,0.33,0.5,,0.041666666666666664,0.04722222222222222,0.04722222222222222,0.15555555555555553,False,,D,0.4314,0.0,0.23668321048125363,3.5540000000000003,1.0753423899203949,0.2,0.04722222222222222,0.041666666666666664,0.15555555555555553,0.058558793043810654,0.013859883139516407,0.29,2026,
Viktor Claesson,Sweden,viktor claesson,2,1.7,0,0,2,2023-11-19,40,1.0,0.05,,,,0.33,0.5,,0.037500000000000006,0.0425,0.0425,0.13999999999999999,False,,F,0.493,0.0,0.25512067379487485,3.60168,1.0799647633114537,0.1,0.0425,0.037500000000000006,0.13999999999999999,0.05432624001696941,0.01385974695787133,0.27,2026,
Emil Forsberg,Sweden,emil forsberg,2,1.7,0,0,2,2023-11-19,40,1.0,0.05,,,,0.33,0.5,,0.037500000000000006,0.0425,0.0425,0.13999999999999999,False,,F,0.493,0.0,0.25512067379487485,3.60168,1.0799647633114537,0.1,0.0425,0.037500000000000006,0.13999999999999999,0.05432624001696941,0.01385974695787133,0.27,2026,
Nicolas Raskin,Belgium,nicolas raskin,1,0.85,0,0,1,2025-09-07,41,1.0,0.024390243902439025,,,,0.33,0.5,,0.01829268292682927,0.020731707317073172,0.020731707317073172,0.06829268292682926,False,,G,0.9909,0.0233,0.612166188204343,4.82629,0.852835047601555,0.4,0.020731707317073172,0.01829268292682927,0.06829268292682926,0.022558506464666322,0.013809554914057812,0.18,2026,
Alexis Saelemaekers,Belgium,alexis saelemaekers,1,0.85,0,0,1,2025-11-18,41,1.0,0.024390243902439025,,,,0.33,0.5,,0.01829268292682927,0.020731707317073172,0.020731707317073172,0.06829268292682926,False,,G,0.9909,0.0233,0.612166188204343,4.82629,0.852835047601555,0.4,0.020731707317073172,0.01829268292682927,0.06829268292682926,0.022558506464666322,0.013809554914057812,0.18,2026,
Jan Vertonghen,Belgium,jan vertonghen,1,0.85,0,0,1,2023-09-12,41,1.0,0.024390243902439025,,,,0.33,0.5,,0.01829268292682927,0.020731707317073172,0.020731707317073172,0.06829268292682926,False,,G,0.9909,0.0233,0.612166188204343,4.82629,0.852835047601555,0.4,0.020731707317073172,0.01829268292682927,0.06829268292682926,0.022558506464666322,0.013809554914057812,0.18,2026,
Arthur Theate,Belgium,arthur theate,1,0.85,0,0,1,2025-09-04,41,1.0,0.024390243902439025,,,,0.33,0.5,,0.01829268292682927,0.020731707317073172,0.020731707317073172,0.06829268292682926,False,,G,0.9909,0.0233,0.612166188204343,4.82629,0.852835047601555,0.4,0.020731707317073172,0.01829268292682927,0.06829268292682926,0.022558506464666322,0.013809554914057812,0.18,2026,
Yannick Carrasco,Belgium,yannick carrasco,1,0.85,0,0,1,2023-09-09,41,1.0,0.024390243902439025,,,,0.33,0.5,,0.01829268292682927,0.020731707317073172,0.020731707317073172,0.06829268292682926,False,,G,0.9909,0.0233,0.612166188204343,4.82629,0.852835047601555,0.4,0.020731707317073172,0.01829268292682927,0.06829268292682926,0.022558506464666322,0.013809554914057812,0.18,2026,
Brandon Mechele,Belgium,brandon mechele,1,0.85,0,0,1,2025-11-18,41,1.0,0.024390243902439025,,,,0.33,0.5,,0.01829268292682927,0.020731707317073172,0.020731707317073172,0.06829268292682926,False,,G,0.9909,0.0233,0.612166188204343,4.82629,0.852835047601555,0.4,0.020731707317073172,0.01829268292682927,0.06829268292682926,0.022558506464666322,0.013809554914057812,0.18,2026,
Malick Fofana,Belgium,malick fofana,1,0.85,0,0,1,2025-09-04,41,1.0,0.024390243902439025,,,,0.33,0.5,,0.01829268292682927,0.020731707317073172,0.020731707317073172,0.06829268292682926,False,,G,0.9909,0.0233,0.612166188204343,4.82629,0.852835047601555,0.4,0.020731707317073172,0.01829268292682927,0.06829268292682926,0.022558506464666322,0.013809554914057812,0.18,2026,
Cédric Bakambu,Congo DR,cedric bakambu,5,3.9,0,0,4,2025-12-27,48,1.25,0.10416666666666667,,,,0.33,0.5,,0.078125,0.08854166666666667,0.08854166666666667,0.2916666666666667,False,,K,0.197,0.0,0.10832890110108917,3.2452,1.113408797524015,0.1,0.08854166666666667,0.078125,0.2916666666666667,0.12731684631438597,0.013792094052893687,0.5,2026,
Gernot Trauner,Austria,gernot trauner,1,1.0,0,1,1,2024-06-21,40,1.0,0.025,,,,0.33,0.5,,0.018750000000000003,0.02125,0.02125,0.06999999999999999,False,,J,0.6875,0.0007,0.3844278726605783,3.86027,1.0091481991569633,0.4,0.02125,0.018750000000000003,0.06999999999999999,0.033686001396183746,0.012949837855176189,0.14,2026,
Yasin Ayari,Sweden,yasin ayari,2,1.45,0,0,2,2025-09-05,40,1.0,0.05,,,,0.33,0.5,,0.037500000000000006,0.0425,0.0425,0.13999999999999999,False,,F,0.493,0.0,0.25512067379487485,3.60168,1.0799647633114537,0.1,0.0425,0.037500000000000006,0.13999999999999999,0.05072132930268369,0.012940059707472393,0.27,2026,
Dailon Livramento,Cape Verde,dailon livramento,4,3.4,0,0,3,2025-10-13,43,1.3333333333333333,0.09302325581395349,,,,0.33,0.5,,0.06976744186046512,0.07906976744186046,0.07906976744186046,0.26046511627906976,False,,H,0.1925,0.0,0.11550626207116263,3.23236,1.2086703473827776,0.2,0.07906976744186046,0.06976744186046512,0.26046511627906976,0.1116173109656969,0.01289249837208224,0.45,2026,
Eduardo Guerrero,Panama,eduardo guerrero,3,2.85,1,2,3,2025-06-16,58,1.0,0.05172413793103448,,,,0.33,0.5,,0.03879310344827586,0.04396551724137931,0.04396551724137931,0.14482758620689654,False,,L,0.2269,0.0,0.14356070883857994,3.28628,1.0589693945615357,0.3,0.04396551724137931,0.03879310344827586,0.14482758620689654,0.08922238024204823,0.012808828151813754,0.25,2026,
