player,team,player_norm,intl_goals,intl_weighted_goals,intl_penalty_goals,intl_major_goals,intl_scoring_matches,intl_last_goal_date,team_intl_matches,intl_goal_rate,intl_goals_per_team_match,goals_total,xg_total,shots_total,shots_on_target_pct,league_difficulty,minutes,goals_per90,xg_per90,npxg_per90,shots_per90,has_club_stats,player_club_name,group,p_qualify,team_win_prob,progression_factor,expected_tournament_matches,group_difficulty,last5_win_rate,adj_xg_per90,adj_goals_per90,adj_shots_per90,player_skill,boot_score,predicted_goals,year,tournament_goals
Kusini Yengi,Australia,kusini yengi,6,5.1,1,0,4,2024-11-19,41,1.5,0.14634146341463414,,,,0.33,0.5,,0.1097560975609756,0.12439024390243901,0.12439024390243901,0.4097560975609756,False,,D,0.6725,0.0002,0.3529590344129879,3.92534,1.0093477866281695,0.1,0.12439024390243901,0.1097560975609756,0.4097560975609756,0.17675168919672177,0.062386105549739466,0.85,2026,
James Rodríguez,Colombia,james rodriguez,4,3.55,2,1,4,2025-09-04,45,1.0,0.08888888888888889,,,,0.33,0.5,,0.06666666666666667,0.07555555555555556,0.07555555555555556,0.24888888888888888,False,,K,0.9,0.0129,0.522522265762005,4.32737,0.9226621917351155,0.4,0.07555555555555556,0.06666666666666667,0.24888888888888888,0.1191304504905725,0.0622483129115823,0.57,2026,
Mohamed Amoura,Algeria,mohamed amoura,8,6.8,2,0,4,2025-10-14,52,2.0,0.15384615384615385,10.0,0.0,52.0,0.0,1.0,2481.0,0.3627569528415961,0.0,0.0,1.8863361547763,True,M. Amoura,J,0.4687,0.0002,0.27439166567754797,3.58574,1.0316819750948953,0.4,0.0,0.3627569528415961,1.8863361547763,0.21861828019951354,0.059987034051505427,1.57,2026,
Jackson Irvine,Australia,jackson irvine,5,4.55,0,2,4,2025-03-25,41,1.25,0.12195121951219512,,,,0.33,0.5,,0.09146341463414634,0.10365853658536585,0.10365853658536585,0.3414634146341463,False,,D,0.6725,0.0002,0.3529590344129879,3.92534,1.0093477866281695,0.1,0.10365853658536585,0.09146341463414634,0.3414634146341463,0.16723894550745355,0.05902849672255711,0.71,2026,
Mario Pašalić,Croatia,mario pasalic,4,3.15,0,0,4,2025-06-06,40,1.0,0.1,,,,0.33,0.5,,0.07500000000000001,0.085,0.085,0.27999999999999997,False,,L,0.9235,0.0201,0.5201321511062831,4.31269,0.9163104686263878,0.2,0.085,0.07500000000000001,0.27999999999999997,0.11332769940139788,0.05894538006957531,0.64,2026,
Merih Demiral,Türkiye,merih demiral,4,3.7,0,2,2,2025-10-14,42,2.0,0.09523809523809523,,,,0.33,0.5,,0.07142857142857142,0.08095238095238094,0.08095238095238094,0.2666666666666666,False,,D,0.7702,0.0013,0.4369215627223124,4.09421,0.9872809667046556,0.4,0.08095238095238094,0.07142857142857142,0.2666666666666666,0.13463060037839109,0.058823012307569776,0.58,2026,
Francisco Conceição,Portugal,francisco conceicao,3,2.45,0,1,3,2025-11-16,43,1.0,0.06976744186046512,,,,0.33,0.5,,0.05232558139534883,0.059302325581395345,0.059302325581395345,0.19534883720930232,False,,K,0.9609,0.0647,0.6586117044411798,4.8829899999999995,0.8732848752250852,0.4,0.059302325581395345,0.05232558139534883,0.19534883720930232,0.08870098641812219,0.05841950785045339,0.51,2026,
Ismael Díaz,Panama,ismael diaz,12,11.7,2,10,7,2025-10-14,58,1.7142857142857142,0.20689655172413793,,,,0.33,0.5,,0.15517241379310345,0.17586206896551723,0.17586206896551723,0.5793103448275861,False,,L,0.2269,0.0,0.14356070883857994,3.28628,1.0589693945615357,0.3,0.17586206896551723,0.15517241379310345,0.5793103448275861,0.4030558040705701,0.05786297693387484,1.01,2026,
Tajon Buchanan,Canada,tajon buchanan,3,3.0,0,3,2,2025-06-24,46,1.5,0.06521739130434782,,,,0.33,0.5,,0.048913043478260865,0.05543478260869565,0.05543478260869565,0.18260869565217389,False,,B,0.945,0.0004,0.5249521767048361,4.46188,0.9592064876326297,0.3,0.05543478260869565,0.048913043478260865,0.18260869565217389,0.11016529054390725,0.057831509068344805,0.43,2026,
Rodrygo,Brazil,rodrygo,3,2.55,0,0,2,2024-09-06,40,1.5,0.075,,,,0.33,0.5,,0.056249999999999994,0.06375,0.06375,0.21,False,,C,0.9973,0.0613,0.6735325361218968,4.94313,0.8591734339075576,0.4,0.06375,0.056249999999999994,0.21,0.0856294250663265,0.0576742038315828,0.55,2026,
Edson Álvarez,Mexico,edson alvarez,2,2.0,0,2,2,2025-07-06,60,1.0,0.03333333333333333,4.999999999999999,0.0,50.0,0.0,0.54,2480.0,0.1814516129032257,0.0,0.0,1.814516129032258,True,E. Álvarez,A,0.974,0.0058,0.5766691311626395,4.7517,0.8939859040304675,0.4,0.0,0.1814516129032257,1.814516129032258,0.09987610853752202,0.057595468734238306,0.87,2026,
César Montes,Mexico,cesar montes,3,3.0,0,3,2,2025-06-18,60,1.5,0.05,,,,0.33,0.5,,0.037500000000000006,0.0425,0.0425,0.13999999999999999,False,,A,0.974,0.0058,0.5766691311626395,4.7517,0.8939859040304675,0.4,0.0425,0.037500000000000006,0.13999999999999999,0.09857177573125511,0.05684330026810144,0.35,2026,
Luiz Henrique,Brazil,luiz henrique,2,1.7,0,0,2,2024-10-15,40,1.0,0.05,7.0,0.0,24.0,0.0,1.0,2621.0,0.2403662724151087,0.0,0.0,0.8241129339946585,True,Luis Henrique,C,0.9973,0.0613,0.6735325361218968,4.94313,0.8591734339075576,0.4,0.0,0.2403662724151087,0.8241129339946585,0.08427260025738481,0.056760338176943204,1.22,2026,
Hakan Çalhanoğlu,Türkiye,hakan calhanoglu,4,3.05,3,1,4,2025-11-15,42,1.0,0.09523809523809523,5.0,0.0,32.00000000000001,0.0,1.0,1961.0,0.2294747577766445,0.0,0.0,1.4686384497705256,True,H. Çalhanoğlu,D,0.7702,0.0013,0.4369215627223124,4.09421,0.9872809667046556,0.4,0.0,0.2294747577766445,1.4686384497705256,0.12986850625243954,0.05674235070022828,1.13,2026,
Luis Suárez,Colombia,luis suarez,4,3.4,0,0,1,2025-09-09,45,4.0,0.08888888888888889,,,,0.33,0.5,,0.06666666666666667,0.07555555555555556,0.07555555555555556,0.24888888888888888,False,,K,0.9,0.0129,0.522522265762005,4.32737,0.9226621917351155,0.4,0.07555555555555556,0.06666666666666667,0.24888888888888888,0.10846750406200108,0.05667668598402628,0.57,2026,
Marcus Rashford,England,marcus rashford,3,2.55,1,0,3,2025-09-09,44,1.0,0.06818181818181818,,,,0.33,0.5,,0.05113636363636363,0.057954545454545446,0.057954545454545446,0.1909090909090909,False,,L,0.9792,0.086,0.7046125545885586,5.02028,0.8389605511245317,0.4,0.057954545454545446,0.05113636363636363,0.1909090909090909,0.08043492816974858,0.056675460215833764,0.51,2026,
Roberto Alvarado,Mexico,roberto alvarado,1,1.0,0,1,1,2023-07-12,60,1.0,0.016666666666666666,8.999999999999998,0.0,31.0,0.0,0.54,2465.0,0.3286004056795131,0.0,0.0,1.13184584178499,True,R. Alvarado,A,0.974,0.0058,0.5766691311626395,4.7517,0.8939859040304675,0.4,0.0,0.3286004056795131,1.13184584178499,0.09787054701893774,0.056438923315823085,1.39,2026,
Konrad Laimer,Austria,konrad laimer,5,4.0,0,0,5,2025-10-09,40,1.0,0.125,,,,0.33,0.5,,0.09375,0.10625,0.10625,0.35,False,,J,0.6875,0.0007,0.3844278726605783,3.86027,1.0091481991569633,0.4,0.10625,0.09375,0.35,0.14463088445075498,0.05560014323042165,0.72,2026,
João Neves,Portugal,joao neves,3,2.55,0,0,1,2025-11-16,43,3.0,0.06976744186046512,3.0,0.0,20.0,0.0,1.0,1857.0,0.1453957996768982,0.0,0.0,0.9693053311793216,True,João Neves,K,0.9609,0.0647,0.6586117044411798,4.8829899999999995,0.8732848752250852,0.4,0.0,0.1453957996768982,0.9693053311793216,0.08381390173069317,0.05520081667471738,0.89,2026,
Barış Alper Yılmaz,Türkiye,bars alper ylmaz,1,0.85,0,0,1,2023-10-12,42,1.0,0.023809523809523808,12.0,0.0,54.0,0.0,0.72,2609.0,0.4139517056343427,0.0,0.0,1.862782675354542,True,B. Yılmaz,D,0.7702,0.0013,0.4369215627223124,4.09421,0.9872809667046556,0.4,0.0,0.4139517056343427,1.862782675354542,0.12529346733410576,0.054743417546514496,1.52,2026,
Habib Diallo,Senegal,habib diallo,5,3.2,0,0,5,2025-12-30,48,1.0,0.10416666666666667,,,,0.33,0.5,,0.078125,0.08854166666666667,0.08854166666666667,0.2916666666666667,False,,I,0.8808,0.0061,0.4623331384498433,4.15597,0.9648094596226205,0.1,0.08854166666666667,0.078125,0.2916666666666667,0.11722309631438596,0.05419612201783832,0.64,2026,
Hans Vanaken,Belgium,hans vanaken,2,1.7,0,0,2,2025-11-18,41,1.0,0.04878048780487805,18.0,0.0,81.99999999999999,0.0,0.76,6530.0,0.2480857580398162,0.0,0.0,1.130168453292496,True,H. Vanaken,G,0.9909,0.0233,0.612166188204343,4.82629,0.852835047601555,0.4,0.0,0.2480857580398162,1.130168453292496,0.08788635598479115,0.05380105553837954,1.22,2026,
Brandon Vázquez,United States,brandon vazquez,3,3.0,0,3,3,2023-07-09,57,1.0,0.05263157894736842,,,,0.33,0.5,,0.039473684210526314,0.04473684210526315,0.04473684210526315,0.14736842105263157,False,,D,0.9385,0.0071,0.5339178658977747,4.62307,0.935522539287431,0.2,0.04473684210526315,0.039473684210526314,0.14736842105263157,0.10057666927028518,0.05369968061589696,0.36,2026,
Diego Luna,United States,diego luna,3,3.0,0,3,2,2025-07-02,57,1.5,0.05263157894736842,,,,0.33,0.5,,0.039473684210526314,0.04473684210526315,0.04473684210526315,0.14736842105263157,False,,D,0.9385,0.0071,0.5339178658977747,4.62307,0.935522539287431,0.2,0.04473684210526315,0.039473684210526314,0.14736842105263157,0.10057666927028518,0.05369968061589696,0.36,2026,
Che Adams,Scotland,che adams,2,1.7,0,0,2,2025-10-12,40,1.0,0.05,8.999999999999998,0.0,47.0,0.0,1.0,2656.0,0.3049698795180722,0.0,0.0,1.5926204819277108,True,C. Adams,C,0.8598,0.0001,0.46723844558592176,4.04449,1.0674143351914183,0.4,0.0,0.3049698795180722,1.5926204819277108,0.11428468657099404,0.05339819930770552,1.22,2026,
Serge Gnabry,Germany,serge gnabry,3,2.55,0,0,3,2025-11-17,43,1.0,0.06976744186046512,,,,0.33,0.5,,0.05232558139534883,0.059302325581395345,0.059302325581395345,0.19534883720930232,False,,E,0.9969,0.0417,0.650245893712998,4.97333,0.8515260278339488,0.4,0.059302325581395345,0.05232558139534883,0.19534883720930232,0.08164295070383647,0.05308799344578238,0.52,2026,
Oh Hyeon-gyu,South Korea,oh hyeongyu,4,3.4,0,0,4,2025-06-10,44,1.0,0.09090909090909091,,,,0.33,0.5,,0.06818181818181818,0.07727272727272727,0.07727272727272727,0.2545454545454545,False,,A,0.8512,0.0006,0.47566773780878235,4.18534,0.967896642645171,0.4,0.07727272727272727,0.06818181818181818,0.2545454545454545,0.11000661425357973,0.052326597346003624,0.57,2026,
Edin Džeko,Bosnia and Herzegovina,edin dzeko,9,7.1499999999999995,0,0,8,2026-03-26,36,1.125,0.25,14.000000000000002,0.0,89.0,0.0,0.72,2247.0,0.5607476635514019,0.0,0.0,3.564753004005341,True,E. Džeko,B,0.3493,0.0,0.1941488473408598,3.43228,1.1197094428665486,0.2,0.0,0.5607476635514019,3.564753004005341,0.2694231470080556,0.05230819343856101,2.37,2026,
Jacob Shaffelburg,Canada,jacob shaffelburg,3,2.85,0,2,3,2024-07-05,46,1.0,0.06521739130434782,,,,0.33,0.5,,0.048913043478260865,0.05543478260869565,0.05543478260869565,0.18260869565217389,False,,B,0.945,0.0004,0.5249521767048361,4.46188,0.9592064876326297,0.3,0.05543478260869565,0.048913043478260865,0.18260869565217389,0.09950234411533583,0.05223397213057918,0.43,2026,
Enzo Fernández,Argentina,enzo fernandez,2,1.7,0,0,2,2025-03-25,42,1.0,0.047619047619047616,2.0,0.0,17.0,0.0,0.7,1640.0,0.1097560975609756,0.0,0.0,0.9329268292682928,True,I. Fernández,J,0.9939,0.2303,0.93756,5.51115,0.8090063407678881,0.4,0.0,0.1097560975609756,0.9329268292682928,0.05561969313416708,0.05214679949486968,0.74,2026,
Juan Fernando Quintero,Colombia,juan fernando quintero,2,1.7,0,0,2,2025-09-04,45,1.0,0.044444444444444446,5.000000000000001,0.0,25.000000000000004,0.0,0.7,1605.0,0.280373831775701,0.0,0.0,1.401869158878505,True,J. Quintero,K,0.9,0.0129,0.522522265762005,4.32737,0.9226621917351155,0.4,0.0,0.280373831775701,1.401869158878505,0.09908691270725983,0.05177511813515941,1.19,2026,
Xherdan Shaqiri,Switzerland,xherdan shaqiri,3,2.7,1,1,3,2024-06-19,42,1.0,0.07142857142857142,,,,0.33,0.5,,0.05357142857142857,0.06071428571428571,0.06071428571428571,0.19999999999999998,False,,B,0.9825,0.0016,0.5532199526628822,4.60884,0.8882525483921797,0.3,0.06071428571428571,0.05357142857142857,0.19999999999999998,0.09357144454907138,0.05176559012403477,0.49,2026,
Dan Ndoye,Switzerland,dan ndoye,3,2.7,0,1,3,2025-11-15,42,1.0,0.07142857142857142,,,,0.33,0.5,,0.05357142857142857,0.06071428571428571,0.06071428571428571,0.19999999999999998,False,,B,0.9825,0.0016,0.5532199526628822,4.60884,0.8882525483921797,0.3,0.06071428571428571,0.05357142857142857,0.19999999999999998,0.09357144454907138,0.05176559012403477,0.49,2026,
Václav Černý,Czechia,vaclav cerny,5,4.25,0,0,4,2025-09-05,40,1.25,0.125,,,,0.33,0.5,,0.09375,0.10625,0.10625,0.35,False,,A,0.6028,0.0,0.3428606367600502,3.7752,1.0421210390461388,0.4,0.10625,0.09375,0.35,0.14823579516504068,0.05082421912091822,0.7,2026,
Nicolás González,Argentina,nicolas gonzalez,2,1.7,0,0,2,2024-09-10,42,1.0,0.047619047619047616,,,,0.33,0.5,,0.03571428571428571,0.04047619047619047,0.04047619047619047,0.1333333333333333,False,,J,0.9939,0.2303,0.93756,5.51115,0.8090063407678881,0.4,0.04047619047619047,0.03571428571428571,0.1333333333333333,0.05251228871975172,0.049233421412090424,0.39,2026,
Alexis Mac Allister,Argentina,alexis mac allister,2,1.7,0,0,2,2025-03-25,42,1.0,0.047619047619047616,,,,0.33,0.5,,0.03571428571428571,0.04047619047619047,0.04047619047619047,0.1333333333333333,False,,J,0.9939,0.2303,0.93756,5.51115,0.8090063407678881,0.4,0.04047619047619047,0.03571428571428571,0.1333333333333333,0.05251228871975172,0.049233421412090424,0.39,2026,
Federico Valverde,Uruguay,federico valverde,3,2.7,0,1,3,2024-11-19,42,1.0,0.07142857142857142,,,,0.33,0.5,,0.05357142857142857,0.06071428571428571,0.06071428571428571,0.19999999999999998,False,,H,0.9565,0.0092,0.5156058125735339,4.2684,0.930365535612178,0.2,0.06071428571428571,0.05357142857142857,0.19999999999999998,0.09357144454907138,0.04824598070040331,0.45,2026,
Seko Fofana,Ivory Coast,seko fofana,4,3.05,0,0,4,2024-06-07,47,1.0,0.0851063829787234,,,,0.33,0.5,,0.06382978723404255,0.07234042553191489,0.07234042553191489,0.23829787234042552,False,,E,0.8801,0.0004,0.4796669671394975,4.09368,1.001395315633376,0.4,0.07234042553191489,0.06382978723404255,0.23829787234042552,0.1005388908309602,0.04822518484445571,0.52,2026,
Pape Matar Sarr,Senegal,pape matar sarr,4,3.4,0,0,4,2025-09-09,48,1.0,0.08333333333333333,,,,0.33,0.5,,0.0625,0.07083333333333333,0.07083333333333333,0.2333333333333333,False,,I,0.8808,0.0061,0.4623331384498433,4.15597,0.9648094596226205,0.1,0.07083333333333333,0.0625,0.2333333333333333,0.10423495103515981,0.04819127204825118,0.52,2026,
Martin Boyle,Australia,martin boyle,4,3.7,2,2,4,2025-03-20,41,1.0,0.0975609756097561,,,,0.33,0.5,,0.07317073170731708,0.08292682926829269,0.08292682926829269,0.27317073170731704,False,,D,0.6725,0.0002,0.3529590344129879,3.92534,1.0093477866281695,0.1,0.08292682926829269,0.07317073170731708,0.27317073170731704,0.1364003089610425,0.048143721344522786,0.57,2026,
Hassan Al-Haydos,Qatar,hassan alhaydos,4,3.85,0,3,4,2024-02-03,53,1.0,0.07547169811320754,,,,0.33,0.5,,0.05660377358490566,0.06415094339622641,0.06415094339622641,0.2113207547169811,False,,B,0.7175,0.0,0.3682948250801426,3.8951599999999997,1.056500564247184,0.1,0.06415094339622641,0.05660377358490566,0.2113207547169811,0.13023432849043837,0.04796462923081583,0.44,2026,
Kenan Yıldız,Türkiye,kenan yldz,4,3.15,0,0,3,2025-10-14,42,1.3333333333333333,0.09523809523809523,,,,0.33,0.5,,0.07142857142857142,0.08095238095238094,0.08095238095238094,0.2666666666666666,False,,D,0.7702,0.0013,0.4369215627223124,4.09421,0.9872809667046556,0.4,0.08095238095238094,0.07142857142857142,0.2666666666666666,0.1096997968069625,0.04793020665121819,0.58,2026,
Calvin Stengs,Netherlands,calvin stengs,3,2.55,0,0,1,2023-11-21,43,3.0,0.06976744186046512,,,,0.33,0.5,,0.05232558139534883,0.059302325581395345,0.059302325581395345,0.19534883720930232,False,,F,0.9947,0.0178,0.5850760674151427,4.80814,0.8834891107854264,0.2,0.059302325581395345,0.05232558139534883,0.19534883720930232,0.08164295070383647,0.047767336529969,0.5,2026,
Virgil van Dijk,Netherlands,virgil van dijk,3,2.55,1,0,3,2025-10-12,43,1.0,0.06976744186046512,,,,0.33,0.5,,0.05232558139534883,0.059302325581395345,0.059302325581395345,0.19534883720930232,False,,F,0.9947,0.0178,0.5850760674151427,4.80814,0.8834891107854264,0.2,0.059302325581395345,0.05232558139534883,0.19534883720930232,0.08164295070383647,0.047767336529969,0.5,2026,
Joshua Kimmich,Germany,joshua kimmich,4,2.9,2,0,3,2025-10-10,43,1.3333333333333333,0.09302325581395349,3.0,0.0,21.0,0.0,1.0,2847.0,0.0948366701791359,0.0,0.0,0.6638566912539515,True,J. Kimmich,E,0.9969,0.0417,0.650245893712998,4.97333,0.8515260278339488,0.4,0.0,0.0948366701791359,0.6638566912539515,0.07305235581055895,0.04750199439187683,0.79,2026,
Sávio,Brazil,savio,1,1.0,0,1,1,2024-06-28,40,1.0,0.025,1.0,0.0,37.0,0.0,1.0,1770.0,0.0508474576271186,0.0,0.0,1.8813559322033897,True,Sávio,C,0.9973,0.0613,0.6735325361218968,4.94313,0.8591734339075576,0.4,0.0,0.0508474576271186,1.8813559322033897,0.0703098862271963,0.04735599598504555,0.32,2026,
Pavel Šulc,Czechia,pavel sulc,5,3.5,0,0,4,2026-03-31,40,1.25,0.125,,,,0.33,0.5,,0.09375,0.10625,0.10625,0.35,False,,A,0.6028,0.0,0.3428606367600502,3.7752,1.0421210390461388,0.4,0.10625,0.09375,0.35,0.13742106302218354,0.047116273172028836,0.7,2026,
Deniz Undav,Germany,deniz undav,3,1.7999999999999998,0,0,2,2024-10-11,43,1.5,0.06976744186046512,,,,0.33,0.5,,0.05232558139534883,0.059302325581395345,0.059302325581395345,0.19534883720930232,False,,E,0.9969,0.0417,0.650245893712998,4.97333,0.8515260278339488,0.4,0.059302325581395345,0.05232558139534883,0.19534883720930232,0.07082821856097932,0.04605575827828355,0.52,2026,
Yunus Akgün,Türkiye,yunus akgun,2,1.7,0,0,2,2025-10-14,42,1.0,0.047619047619047616,7.0,0.0,36.0,0.0,0.72,2127.0,0.2961918194640338,0.0,0.0,1.52327221438646,True,Y. Akgün,D,0.7702,0.0013,0.4369215627223124,4.09421,0.9872809667046556,0.4,0.0,0.2961918194640338,1.52327221438646,0.10531118450258548,0.04601272730500742,1.2,2026,
Renato Steffen,Switzerland,renato steffen,3,2.55,0,0,1,2023-03-25,42,3.0,0.07142857142857142,,,,0.33,0.5,,0.05357142857142857,0.06071428571428571,0.06071428571428571,0.19999999999999998,False,,B,0.9825,0.0016,0.5532199526628822,4.60884,0.8882525483921797,0.3,0.06071428571428571,0.05357142857142857,0.19999999999999998,0.08290849812049995,0.04586663540557364,0.49,2026,
Ismaïla Sarr,Senegal,ismaila sarr,4,3.05,0,0,3,2025-10-10,48,1.3333333333333333,0.08333333333333333,,,,0.33,0.5,,0.0625,0.07083333333333333,0.07083333333333333,0.2333333333333333,False,,I,0.8808,0.0061,0.4623331384498433,4.15597,0.9648094596226205,0.1,0.07083333333333333,0.0625,0.2333333333333333,0.0991880760351598,0.04585793449013712,0.52,2026,
Sébastien Haller,Ivory Coast,sebastien haller,4,2.7,1,0,4,2025-03-24,47,1.0,0.0851063829787234,,,,0.33,0.5,,0.06382978723404255,0.07234042553191489,0.07234042553191489,0.23829787234042552,False,,E,0.8801,0.0004,0.4796669671394975,4.09368,1.001395315633376,0.4,0.07234042553191489,0.06382978723404255,0.23829787234042552,0.0954920158309602,0.04580436561967356,0.52,2026,
Franck Kessié,Ivory Coast,franck kessie,4,2.7,1,0,4,2025-10-14,47,1.0,0.0851063829787234,,,,0.33,0.5,,0.06382978723404255,0.07234042553191489,0.07234042553191489,0.23829787234042552,False,,E,0.8801,0.0004,0.4796669671394975,4.09368,1.001395315633376,0.4,0.07234042553191489,0.06382978723404255,0.23829787234042552,0.0954920158309602,0.04580436561967356,0.52,2026,
Mostafa Mohamed,Egypt,mostafa mohamed,5,2.85,1,0,5,2024-01-28,50,1.0,0.1,,,,0.33,0.5,,0.07500000000000001,0.085,0.085,0.27999999999999997,False,,G,0.7824,0.0002,0.41385450222653947,4.01242,0.989394317607225,0.2,0.085,0.07500000000000001,0.27999999999999997,0.10900180654425502,0.045110888389166215,0.6,2026,
Gavi,Spain,gavi,2,1.7,0,0,2,2023-10-15,44,1.0,0.045454545454545456,,,,0.33,0.5,,0.03409090909090909,0.038636363636363635,0.038636363636363635,0.12727272727272726,False,,H,0.9971,0.2001,0.8802309486918911,5.394769999999999,0.7944446518839358,0.3,0.038636363636363635,0.03409090909090909,0.12727272727272726,0.05086324208591747,0.04477139983483246,0.36,2026,
Lucas Paquetá,Brazil,lucas paqueta,2,1.85,1,1,2,2025-09-04,40,1.0,0.05,,,,0.33,0.5,,0.037500000000000006,0.0425,0.0425,0.13999999999999999,False,,C,0.9973,0.0613,0.6735325361218968,4.94313,0.8591734339075576,0.4,0.0425,0.037500000000000006,0.13999999999999999,0.06498918644554083,0.04377233156716392,0.37,2026,
Nicolas Jackson,Senegal,nicolas jackson,4,2.7,1,0,3,2025-12-23,48,1.3333333333333333,0.08333333333333333,,,,0.33,0.5,,0.0625,0.07083333333333333,0.07083333333333333,0.2333333333333333,False,,I,0.8808,0.0061,0.4623331384498433,4.15597,0.9648094596226205,0.1,0.07083333333333333,0.0625,0.2333333333333333,0.0941412010351598,0.04352459693202307,0.52,2026,
Amad Diallo,Ivory Coast,amad diallo,4,2.35,0,0,4,2026-01-06,47,1.0,0.0851063829787234,,,,0.33,0.5,,0.06382978723404255,0.07234042553191489,0.07234042553191489,0.23829787234042552,False,,E,0.8801,0.0004,0.4796669671394975,4.09368,1.001395315633376,0.4,0.07234042553191489,0.06382978723404255,0.23829787234042552,0.0904451408309602,0.04338354639489141,0.52,2026,
Ermedin Demirović,Bosnia and Herzegovina,ermedin demirovic,3,2.05,0,0,3,2025-03-24,36,1.0,0.08333333333333333,15.0,0.0,52.0,0.0,1.0,1862.0,0.7250268528464017,0.0,0.0,2.513426423200859,True,E. Demirović,B,0.3493,0.0,0.1941488473408598,3.43228,1.1197094428665486,0.2,0.0,0.7250268528464017,2.513426423200859,0.22187709307638587,0.04307718187212098,2.36,2026,
Nicolás de la Cruz,Uruguay,nicolas de la cruz,3,2.55,0,0,2,2023-10-17,42,1.5,0.07142857142857142,,,,0.33,0.5,,0.05357142857142857,0.06071428571428571,0.06071428571428571,0.19999999999999998,False,,H,0.9565,0.0092,0.5156058125735339,4.2684,0.930365535612178,0.2,0.06071428571428571,0.05357142857142857,0.19999999999999998,0.08290849812049995,0.04274810354267169,0.45,2026,
Bruno Petković,Croatia,bruno petkovic,3,2.3,0,0,2,2023-09-08,40,1.5,0.075,,,,0.33,0.5,,0.056249999999999994,0.06375,0.06375,0.21,False,,L,0.9235,0.0201,0.5201321511062831,4.31269,0.9163104686263878,0.2,0.06375,0.056249999999999994,0.21,0.08202451435204078,0.04266358709337516,0.48,2026,
Kingsley Coman,France,kingsley coman,2,1.7,0,0,1,2023-11-18,43,2.0,0.046511627906976744,,,,0.33,0.5,,0.03488372093023256,0.03953488372093023,0.03953488372093023,0.13023255813953488,False,,I,0.9939,0.1691,0.822765919419623,5.32191,0.8353005113950214,0.2,0.03953488372093023,0.03488372093023256,0.13023255813953488,0.05166859044197606,0.04251115532010838,0.37,2026,
Thelo Aasgaard,Norway,thelo aasgaard,5,4.25,1,0,2,2025-09-09,37,2.5,0.13513513513513514,,,,0.33,0.5,,0.10135135135135136,0.11486486486486487,0.11486486486486487,0.3783783783783784,False,,I,0.4703,0.0003,0.26417513167244566,3.57335,1.0703569104855832,0.3,0.11486486486486487,0.10135135135135136,0.3783783783783784,0.15595734460589974,0.04120005204654855,0.72,2026,
Pape Gueye,Senegal,pape gueye,4,2.35,0,0,3,2026-01-03,48,1.3333333333333333,0.08333333333333333,,,,0.33,0.5,,0.0625,0.07083333333333333,0.07083333333333333,0.2333333333333333,False,,I,0.8808,0.0061,0.4623331384498433,4.15597,0.9648094596226205,0.1,0.07083333333333333,0.0625,0.2333333333333333,0.08909432603515981,0.041191259373909016,0.52,2026,
Cenk Tosun,Türkiye,cenk tosun,3,2.7,0,1,2,2024-06-26,42,1.5,0.07142857142857142,,,,0.33,0.5,,0.05357142857142857,0.06071428571428571,0.06071428571428571,0.19999999999999998,False,,D,0.7702,0.0013,0.4369215627223124,4.09421,0.9872809667046556,0.4,0.06071428571428571,0.05357142857142857,0.19999999999999998,0.09357144454907138,0.040883381778564466,0.44,2026,
Aymen Hussein,Iraq,aymen hussein,15,13.65,3,6,12,2026-03-31,51,1.25,0.29411764705882354,,,,0.33,0.5,,0.22058823529411764,0.25,0.25,0.8235294117647058,False,,I,0.1548,0.0,0.08683587519662306,3.18728,1.1782434936526813,0.1,0.25,0.22058823529411764,0.8235294117647058,0.4636243316333807,0.040259224599834026,1.39,2026,
Ladislav Krejčí,Czechia,ladislav krejci,4,3.4,0,0,4,2026-03-31,40,1.0,0.1,,,,0.33,0.5,,0.07500000000000001,0.085,0.085,0.27999999999999997,False,,A,0.6028,0.0,0.3428606367600502,3.7752,1.0421210390461388,0.4,0.085,0.07500000000000001,0.27999999999999997,0.11693261011568361,0.040091589162277966,0.56,2026,
Orkun Kökçü,Türkiye,orkun kokcu,2,1.45,0,0,2,2025-03-20,42,1.0,0.047619047619047616,7.000000000000001,0.0,43.0,0.0,0.82,2646.0,0.2380952380952381,0.0,0.0,1.4625850340136055,True,O. Kökçü,D,0.7702,0.0013,0.4369215627223124,4.09421,0.9872809667046556,0.4,0.0,0.2380952380952381,1.4625850340136055,0.09133869452256226,0.03990784514781382,0.99,2026,
Jørgen Strand Larsen,Norway,jrgen strand larsen,2,1.7,0,0,2,2025-11-16,37,1.0,0.05405405405405406,14.0,0.0,49.0,0.0,1.0,2601.0,0.4844290657439447,0.0,0.0,1.6955017301038062,True,J. Strand Larsen,I,0.4703,0.0003,0.26417513167244566,3.57335,1.0703569104855832,0.3,0.0,0.4844290657439447,1.6955017301038062,0.1510513679756981,0.039904015024283084,1.64,2026,
Craig Goodwin,Australia,craig goodwin,5,4.55,0,2,4,2024-10-10,41,1.25,0.12195121951219512,6.0,0.0,27.0,0.0,0.35,1920.0,0.28125,0.0,0.0,1.265625,True,C. Goodwin,D,0.6725,0.0002,0.3529590344129879,3.92534,1.0093477866281695,0.1,0.0,0.28125,1.265625,0.1129269873236004,0.03985860040490573,1.35,2026,
