player,team,minutes,goals,assists,def_actions,key_passes,carries,duels_total,duels_won,duel_win_rate,goals_assists_per90,def_per90,creation_per90,pot_score,year
Marcus Berg,Sweden,296.0,0.0,0.0,178.0,0.0,59.0,24.0,0.0,0.0,0.0,54.12162162162162,1.793918918918919,0.26786768386033094,2018
Khadim N'Diaye,Senegal,90.0,0.0,0.0,0.0,0.0,34.0,,,0.5,0.0,0.0,3.4000000000000004,0.26722222222222225,2018
Neymar da Silva Santos Junior,Brazil,639.0,2.0,0.0,81.0,0.0,346.0,9.0,0.0,0.0,0.28169014084507044,11.408450704225352,4.873239436619719,0.26652858326429163,2018
David Ospina Ramírez,Colombia,136.0,0.0,0.0,0.0,0.0,51.0,,,0.5,0.0,0.0,3.3750000000000004,0.26636029411764706,2018
Pedro David Gallese Quiróz,Peru,91.0,0.0,0.0,0.0,0.0,34.0,,,0.5,0.0,0.0,3.362637362637363,0.26593406593406593,2018
N'Golo Kanté,France,601.5,0.0,0.0,201.0,0.0,293.0,16.0,0.0,0.0,0.0,30.074812967581046,4.384039900249377,0.2656314008008302,2018
Anice Badri,Tunisia,188.0,0.0,0.0,66.0,0.0,88.0,5.0,0.0,0.0,0.0,31.595744680851062,4.212765957446808,0.26551592268112917,2018
Kevin De Bruyne,Belgium,628.0,1.0,0.0,168.0,0.0,294.0,9.0,0.0,0.0,0.14331210191082802,24.076433121019107,4.213375796178344,0.26493953207610005,2018
Naïm Sliti,Tunisia,170.5,0.0,0.0,63.0,0.0,76.0,3.0,0.0,0.0,0.0,33.25513196480939,4.011730205278592,0.26490138577425104,2018
Jens Stryger Larsen,Denmark,179.5,0.0,0.0,65.0,0.0,81.0,7.0,0.0,0.0,0.0,32.590529247910865,4.061281337047354,0.26407989998846954,2018
Xherdan Shaqiri,Switzerland,391.5,1.0,0.0,69.0,0.0,200.0,5.0,0.0,0.0,0.2298850574712644,15.862068965517242,4.597701149425288,0.26385111728812427,2018
Francisco Guillermo Ochoa Magaña,Mexico,139.0,0.0,0.0,0.0,0.0,51.0,,,0.5,0.0,0.0,3.3021582733812953,0.26384892086330936,2018
Juan Fernando Quintero Paniagua,Colombia,305.5,1.0,0.0,46.0,0.0,152.0,2.0,0.0,0.0,0.2945990180032733,13.551554828150573,4.4779050736497545,0.2635809006272085,2018
Alex Iwobi,Nigeria,90.0,0.0,0.0,9.0,0.0,23.0,,,0.5,0.0,9.0,2.3000000000000003,0.2635566448801743,2018
Adem Ljajić,Serbia,159.0,0.0,0.0,58.0,0.0,71.0,3.0,0.0,0.0,0.0,32.83018867924528,4.018867924528302,0.26352989134158206,2018
Edgar Yoel Bárcenas Herrera,Panama,179.5,0.0,0.0,70.0,0.0,75.0,5.0,0.0,0.0,0.0,35.0974930362117,3.7604456824512535,0.2632509209192807,2018
Rodrigo Bentancur Colmán,Uruguay,454.0,0.0,0.0,154.0,0.0,215.0,10.0,0.0,0.0,0.0,30.528634361233483,4.262114537444934,0.26315527434664515,2018
Simon Thorup Kjær,Denmark,335.5,1.0,0.0,38.0,0.0,185.0,15.0,0.0,0.0,0.26825633383010433,10.193740685543965,4.9627421758569294,0.26236342856400713,2018
Jan Vertonghen,Belgium,538.5,1.0,0.0,130.0,0.0,255.0,15.0,0.0,0.0,0.1671309192200557,21.72701949860724,4.26183844011142,0.2623250455655284,2018
Mousa Sidi Yaya Dembélé,Belgium,207.5,0.0,0.0,71.0,0.0,97.0,7.0,0.0,0.0,0.0,30.79518072289157,4.207228915662651,0.26227760716066884,2018
Ja-Cheol Koo,South Korea,90.0,0.0,0.0,47.0,0.0,24.0,5.0,0.0,0.0,0.0,47.0,2.4000000000000004,0.26165456305979184,2018
Mohamed Naser Elsayed Elneny,Egypt,202.5,0.0,0.0,73.0,0.0,90.0,1.0,0.0,0.0,0.0,32.44444444444444,4.0,0.2614110115925657,2018
Ruben Loftus-Cheek,England,281.5,0.0,0.0,78.0,0.0,151.0,4.0,0.0,0.0,0.0,24.937833037300177,4.827708703374778,0.2613734777510768,2018
Nemanja Matić,Serbia,261.5,0.0,0.0,90.0,0.0,120.0,14.0,0.0,0.0,0.0,30.975143403441685,4.130019120458891,0.2603006785888351,2018
Eiji Kawashima,Japan,132.5,0.0,0.0,0.0,0.0,47.0,,,0.5,0.0,0.0,3.192452830188679,0.26006659267480575,2018
Alireza Jahanbakhsh,Iran,125.5,0.0,0.0,59.0,0.0,40.0,10.0,0.0,0.0,0.0,42.310756972111555,2.8685258964143427,0.25995798939318976,2018
Fabian Delph,England,287.0,0.0,0.0,81.0,0.0,151.0,7.0,0.0,0.0,0.0,25.400696864111495,4.735191637630662,0.2599456855913097,2018
Pione Sisto Ifolo Emirmija,Denmark,231.5,0.0,0.0,74.0,0.0,112.0,3.0,0.0,0.0,0.0,28.76889848812095,4.3542116630669545,0.2596319353275267,2018
Lionel Andrés Messi Cuccittini,Argentina,465.5,1.0,0.0,74.0,0.0,251.0,8.0,0.0,0.0,0.19334049409237378,14.30719656283566,4.852846401718582,0.25958254646887996,2018
Saeid Ezatolahi Afagh,Iran,101.5,0.0,0.0,46.0,0.0,34.0,2.0,0.0,0.0,0.0,40.78817733990148,3.014778325123153,0.25920452472176614,2018
Jan Bednarek,Poland,236.5,1.0,0.0,16.0,0.0,123.0,1.0,0.0,0.0,0.38054968287526425,6.088794926004228,4.680761099365751,0.2589752978945865,2018
João Filipe Iria Santos Moutinho,Portugal,155.5,0.0,0.0,70.0,0.0,52.0,13.0,0.0,0.0,0.0,40.5144694533762,3.009646302250804,0.2579856951712446,2018
Andrés Mateus Uribe Villa,Colombia,182.5,0.0,0.0,62.0,0.0,83.0,8.0,0.0,0.0,0.0,30.575342465753426,4.093150684931508,0.2575076849613514,2018
Mateo Kovačić,Croatia,265.5,0.0,0.0,80.0,0.0,132.0,10.0,0.0,0.0,0.0,27.11864406779661,4.474576271186441,0.25749992819894224,2018
Samuel Yves Umtiti,France,320.0,1.0,0.0,46.0,0.0,158.0,5.0,0.0,0.0,0.28125,12.9375,4.4437500000000005,0.2574554057734205,2018
Diego Sebastián Laxalt Suárez,Uruguay,209.5,0.0,0.0,83.0,0.0,82.0,10.0,0.0,0.0,0.0,35.6563245823389,3.5226730310262533,0.25718044311333654,2018
Aníbal Cesis Godoy,Panama,221.0,0.0,0.0,84.0,0.0,90.0,4.0,0.0,0.0,0.0,34.20814479638009,3.665158371040724,0.2565803093484754,2018
Idrissa Gana Gueye,Senegal,237.5,0.0,0.0,89.0,0.0,98.0,8.0,0.0,0.0,0.0,33.72631578947369,3.713684210526316,0.2564192179795895,2018
Birkir Már Sævarsson,Iceland,127.5,0.0,0.0,51.0,0.0,49.0,1.0,0.0,0.0,0.0,36.0,3.458823529411765,0.2562873253876714,2018
Nahitan Michel Nández Acosta,Uruguay,282.5,0.0,0.0,107.0,0.0,115.0,13.0,0.0,0.0,0.0,34.08849557522124,3.663716814159292,0.2560751537586519,2018
Bernardo Mota Veiga de Carvalho e Silva,Portugal,273.5,0.0,0.0,91.0,0.0,125.0,7.0,0.0,0.0,0.0,29.945155393053017,4.113345521023766,0.2558050845769956,2018
Roman Zobnin,Russia,400.5,0.0,0.0,155.0,0.0,158.0,12.0,0.0,0.0,0.0,34.8314606741573,3.5505617977528092,0.25500205353330124,2018
Mário Figueira Fernandes,Russia,378.0,1.0,0.0,104.0,0.0,139.0,17.0,0.0,0.0,0.23809523809523808,24.76190476190476,3.3095238095238093,0.25492198937188043,2018
José Luis Rodríguez Francis,Panama,177.0,0.0,0.0,61.0,0.0,78.0,2.0,0.0,0.0,0.0,31.016949152542374,3.9661016949152548,0.2548084142633827,2018
Jesús Manuel Corona Ruíz,Mexico,90.0,0.0,0.0,3.0,0.0,27.0,,,0.5,0.0,3.0,2.7,0.2545079883805374,2018
Valon Behrami,Switzerland,399.0,0.0,0.0,116.0,0.0,199.0,14.0,0.0,0.0,0.0,26.165413533834585,4.488721804511278,0.2543590730639234,2018
Lucas Torreira Di Pascua,Uruguay,273.0,0.0,0.0,98.0,0.0,114.0,8.0,0.0,0.0,0.0,32.30769230769231,3.7582417582417587,0.2525553241239516,2018
Héctor Miguel Herrera López,Mexico,436.5,0.0,0.0,126.0,0.0,216.0,12.0,0.0,0.0,0.0,25.979381443298973,4.4536082474226815,0.25244031174898374,2018
Pedro Jesús Aquino Sánchez,Peru,174.5,0.0,0.0,57.0,0.0,79.0,13.0,0.0,0.0,0.0,29.398280802292263,4.074498567335244,0.25238402906530333,2018
Martin Olsson,Sweden,90.0,0.0,0.0,16.0,0.0,12.0,,,0.5,0.0,16.0,1.2000000000000002,0.25227789881384655,2018
Benjamin Pavard,France,491.5,1.0,0.0,103.0,0.0,229.0,16.0,0.0,0.0,0.18311291963377416,18.86063072227874,4.193285859613429,0.25217576801264197,2018
Nabil Fekir,France,115.5,0.0,0.0,37.0,0.0,53.0,5.0,0.0,0.0,0.0,28.831168831168828,4.12987012987013,0.2521343217421649,2018
Sung-Yeung Ki,South Korea,149.5,0.0,0.0,52.0,0.0,64.0,6.0,0.0,0.0,0.0,31.304347826086953,3.8528428093645486,0.25199758089783664,2018
Rafael Márquez Álvarez,Mexico,90.0,0.0,0.0,39.0,0.0,30.0,7.0,0.0,0.0,0.0,39.0,3.0,0.2518881626724764,2018
John Stones,England,721.5,2.0,0.0,65.0,0.0,400.0,12.0,0.0,0.0,0.24948024948024947,8.108108108108107,4.989604989604989,0.2516786771688732,2018
Johan Alberto Venegas Ulloa,Costa Rica,122.5,0.0,0.0,51.0,0.0,43.0,4.0,0.0,0.0,0.0,37.46938775510204,3.1591836734693874,0.2515499533146592,2018
André Miguel Valente Silva,Portugal,90.0,0.0,0.0,37.0,0.0,32.0,1.0,0.0,0.0,0.0,37.0,3.2,0.25117041878479784,2018
James David Rodríguez Rubio,Colombia,212.0,0.0,0.0,63.0,0.0,102.0,7.0,0.0,0.0,0.0,26.745283018867923,4.330188679245284,0.25110062893081764,2018
Toni Kroos,Germany,505.5,1.0,0.0,64.0,0.0,281.0,8.0,0.0,0.0,0.17804154302670624,11.3946587537092,5.002967359050445,0.2506796696038565,2018
Jefferson Andrés Lerma Solís,Colombia,170.5,0.0,0.0,55.0,0.0,77.0,5.0,0.0,0.0,0.0,29.03225806451613,4.064516129032258,0.25064656687047576,2018
John Michael Nchekwube Obinna,Nigeria,277.0,0.0,0.0,92.0,0.0,122.0,8.0,0.0,0.0,0.0,29.891696750902526,3.963898916967509,0.25044910061898806,2018
Axel Witsel,Belgium,572.5,0.0,0.0,167.0,0.0,276.0,15.0,0.0,0.0,0.0,26.253275109170307,4.338864628820962,0.24952688110663968,2018
Jordan Brian Henderson,England,497.0,0.0,0.0,166.0,0.0,216.0,12.0,0.0,0.0,0.0,30.06036217303823,3.911468812877264,0.24928350056767618,2018
Hannes Þór Halldórsson,Iceland,100.5,0.0,0.0,0.0,0.0,32.0,,,0.5,0.0,0.0,2.865671641791045,0.2488001170617501,2018
Kári Árnason,Iceland,92.5,0.0,0.0,40.0,0.0,30.0,13.0,0.0,0.0,0.0,38.91891891891892,2.9189189189189193,0.24878407819584292,2018
Ali Maâloul,Tunisia,182.5,0.0,0.0,56.0,0.0,84.0,2.0,0.0,0.0,0.0,27.616438356164384,4.142465753424658,0.24794460858925005,2018
Onyinye Wilfred Ndidi,Nigeria,291.5,0.0,0.0,114.0,0.0,107.0,13.0,0.0,0.0,0.0,35.19725557461406,3.3036020583190395,0.24788002107646945,2018
Miguel Arturo Layún Prado,Mexico,240.0,0.0,0.0,71.0,0.0,113.0,7.0,0.0,0.0,0.0,26.625,4.237500000000001,0.24744712236746552,2018
Jesús Daniel Gallardo Vasconcelos,Mexico,301.0,0.0,0.0,96.0,0.0,134.0,12.0,0.0,0.0,0.0,28.704318936877076,4.0066445182724255,0.2474029922046338,2018
Maximiliano Eduardo Meza,Argentina,235.5,0.0,0.0,74.0,0.0,106.0,5.0,0.0,0.0,0.0,28.280254777070063,4.05095541401274,0.24731646846046748,2018
Luka Milivojević,Serbia,132.5,0.0,0.0,43.0,0.0,58.0,5.0,0.0,0.0,0.0,29.20754716981132,3.939622641509434,0.24700785135857278,2018
Robin Olsen,Sweden,151.0,0.0,0.0,0.0,0.0,47.0,,,0.5,0.0,0.0,2.801324503311258,0.24658161277756135,2018
Franco Armani,Argentina,90.0,0.0,0.0,0.0,0.0,28.0,,,0.5,0.0,0.0,2.8000000000000003,0.2465359477124183,2018
Wojciech Szczęsny,Poland,90.0,0.0,0.0,0.0,0.0,28.0,,,0.5,0.0,0.0,2.8000000000000003,0.2465359477124183,2018
Hyeon-Woo Jo,South Korea,96.5,0.0,0.0,0.0,0.0,30.0,,,0.5,0.0,0.0,2.7979274611398965,0.2464644925327644,2018
Thomas Delaney,Denmark,318.0,0.0,0.0,95.0,0.0,147.0,14.0,0.0,0.0,0.0,26.88679245283019,4.160377358490567,0.2457846905358929,2018
Chul Hong,South Korea,90.0,0.0,0.0,41.0,0.0,26.0,1.0,0.0,0.0,0.0,41.0,2.6,0.2457104817235536,2018
José Andrés Guardado Hernández,Mexico,256.5,0.0,0.0,76.0,0.0,119.0,6.0,0.0,0.0,0.0,26.666666666666664,4.175438596491228,0.24546603133347772,2018
Corentin Tolisso,France,245.5,0.0,0.0,69.0,0.0,118.0,9.0,0.0,0.0,0.0,25.295315682281057,4.325865580448065,0.24543215792766526,2018
Lucas Vázquez Iglesias,Spain,90.0,0.0,0.0,30.0,0.0,38.0,2.0,0.0,0.0,0.0,30.0,3.8000000000000003,0.24521060275962236,2018
Yannick Ferreira Carrasco,Belgium,207.0,0.0,0.0,63.0,0.0,94.0,7.0,0.0,0.0,0.0,27.39130434782609,4.086956521739131,0.2451738183195984,2018
Ousmane Dembélé,France,172.0,0.0,0.0,47.0,0.0,84.0,5.0,0.0,0.0,0.0,24.593023255813954,4.395348837209302,0.2451544054314232,2018
Gustav Svensson,Sweden,90.0,0.0,0.0,49.0,0.0,17.0,6.0,0.0,0.0,0.0,49.0,1.7000000000000002,0.2451337448559671,2018
Robbie Kruse,Australia,135.0,0.0,0.0,54.0,0.0,47.0,8.0,0.0,0.0,0.0,36.0,3.1333333333333333,0.24506535947712418,2018
Bruno Miguel Borges Fernandes,Portugal,90.0,0.0,0.0,36.0,0.0,31.0,2.0,0.0,0.0,0.0,36.0,3.1,0.2439161220043573,2018
Breel-Donald Embolo,Switzerland,121.5,0.0,0.0,43.0,0.0,48.0,6.0,0.0,0.0,0.0,31.85185185185185,3.555555555555556,0.24383209159292435,2018
Édison Michael Flores Peralta,Peru,207.0,0.0,0.0,63.0,0.0,93.0,7.0,0.0,0.0,0.0,27.39130434782609,4.043478260869565,0.2436748129203372,2018
Aleksandr Samedov,Russia,304.0,0.0,0.0,108.0,0.0,119.0,9.0,0.0,0.0,0.0,31.973684210526315,3.523026315789474,0.24317434210526315,2018
Oscar Hiljemark,Sweden,90.0,0.0,0.0,18.0,0.0,7.0,,,0.5,0.0,18.0,0.7000000000000001,0.2426525054466231,2018
Lucas Hernández Pi,France,483.0,0.0,0.0,149.0,0.0,213.0,15.0,0.0,0.0,0.0,27.763975155279507,3.9689440993788825,0.2425236922466249,2018
Oghenekaro Etebo,Nigeria,307.0,0.0,0.0,81.0,0.0,150.0,7.0,0.0,0.0,0.0,23.745928338762216,4.397394136807818,0.2420003832151753,2018
Ismael Díaz De León,Panama,90.0,0.0,0.0,16.0,0.0,9.0,,,0.5,0.0,16.0,0.9,0.24193476155894456,2018
Marcelo Brozović,Croatia,556.5,1.0,0.0,106.0,0.0,260.0,12.0,0.0,0.0,0.16172506738544473,17.142857142857142,4.204851752021563,0.24185316334779894,2018
Viktor Fischer,Denmark,90.0,0.0,0.0,15.0,0.0,10.0,,,0.5,0.0,15.0,1.0,0.2415758896151053,2018
Luis Jan Piers Advíncula Castrillón,Peru,250.0,0.0,0.0,63.0,0.0,125.0,13.0,0.0,0.0,0.0,22.68,4.5,0.24148039215686273,2018
Hakim Ziyech,Morocco,276.5,0.0,0.0,88.0,0.0,118.0,5.0,0.0,0.0,0.0,28.643761301989148,3.840867992766727,0.2414569766021739,2018
Igor Akinfeev,Russia,160.5,0.0,0.0,0.0,0.0,47.0,,,0.5,0.0,0.0,2.635514018691589,0.24086494410848452,2018
Granit Xhaka,Switzerland,534.5,1.0,0.0,69.0,0.0,282.0,8.0,0.0,0.0,0.16838166510757716,11.618334892422824,4.748362956033676,0.24086404128224412,2018
Willian Borges da Silva,Brazil,385.5,0.0,0.0,96.0,0.0,193.0,7.0,0.0,0.0,0.0,22.412451361867706,4.505836575875486,0.24066317404609922,2018
İlkay Gündoğan,Germany,90.0,0.0,0.0,17.0,0.0,51.0,1.0,0.0,0.0,0.0,17.0,5.1000000000000005,0.24054526748971194,2018
Fágner Conserva Lemos,Brazil,364.5,0.0,0.0,98.0,0.0,174.0,16.0,0.0,0.0,0.0,24.19753086419753,4.296296296296297,0.2402338835244508,2018
Thiago Emiliano da Silva,Brazil,431.0,1.0,0.0,32.0,0.0,241.0,7.0,0.0,0.0,0.20881670533642693,6.682134570765662,5.032482598607889,0.23977690328516044,2018
Munir Mohand Mohamedi,Morocco,90.0,0.0,0.0,0.0,0.0,26.0,,,0.5,0.0,0.0,2.6,0.239640522875817,2018
Ghilane Chalali,Tunisia,139.5,0.0,0.0,34.0,0.0,70.0,7.0,0.0,0.0,0.0,21.93548387096774,4.516129032258064,0.23920241135084058,2018
Youssouf Sabaly,Senegal,185.5,0.0,0.0,57.0,0.0,80.0,8.0,0.0,0.0,0.0,27.654986522911056,3.8814016172506745,0.2390906047953773,2018
Antonio Rukavina,Serbia,90.0,0.0,0.0,32.0,0.0,34.0,4.0,0.0,0.0,0.0,32.0,3.4000000000000004,0.23903292181069957,2018
Danilo Luiz da Silva,Brazil,90.0,0.0,0.0,21.0,0.0,46.0,2.0,0.0,0.0,0.0,21.0,4.6000000000000005,0.23853304284676835,2018
Josh Risdon,Australia,259.5,0.0,0.0,87.0,0.0,103.0,13.0,0.0,0.0,0.0,30.173410404624278,3.5722543352601157,0.23801868852871913,2018
Federico Julián Fazio,Argentina,90.0,0.0,0.0,5.0,0.0,20.0,,,0.5,0.0,5.0,2.0,0.23798717017671267,2018
Hyun-Soo Jang,South Korea,166.0,0.0,0.0,51.0,0.0,71.0,5.0,0.0,0.0,0.0,27.65060240963855,3.8493975903614457,0.2379705094889361,2018
Fahad Mosaed Al Muwallad Al Harbi,Saudi Arabia,109.0,0.0,0.0,43.0,0.0,36.0,3.0,0.0,0.0,0.0,35.50458715596331,2.972477064220184,0.23763366712638168,2018
Michael Amir Murillo Bermudez,Panama,142.0,0.0,0.0,36.0,0.0,69.0,5.0,0.0,0.0,0.0,22.816901408450704,4.373239436619719,0.2376311792322563,2018
Bryan Oviedo,Costa Rica,114.0,0.0,0.0,40.0,0.0,43.0,7.0,0.0,0.0,0.0,31.578947368421055,3.3947368421052633,0.23724869089936168,2018
Marcos Javier Acuña,Argentina,90.0,0.0,0.0,27.0,0.0,39.0,4.0,0.0,0.0,0.0,27.0,3.9000000000000004,0.2372385620915033,2018
Hattan Babhir,Saudi Arabia,140.5,0.0,0.0,40.0,0.0,63.0,1.0,0.0,0.0,0.0,25.622775800711743,4.0355871886121,0.236670698330736,2018
Seyed Majid Hosseini,Iran,90.0,0.0,0.0,1.0,0.0,24.0,,,0.5,0.0,1.0,2.4000000000000004,0.2365516824013556,2018
Gabriel Enrique Gómez Girón,Panama,185.0,0.0,0.0,56.0,0.0,79.0,6.0,0.0,0.0,0.0,27.243243243243246,3.843243243243244,0.23620767826650182,2018
Achraf Hakimi Mouh,Morocco,214.0,0.0,0.0,56.0,0.0,101.0,8.0,0.0,0.0,0.0,23.55140186915888,4.24766355140187,0.23609762181092583,2018
Enzo Nicolás Pérez,Argentina,210.5,0.0,0.0,47.0,0.0,108.0,3.0,0.0,0.0,0.0,20.09501187648456,4.617577197149644,0.2356941404167896,2018
Hussain Al Mogahwi,Saudi Arabia,197.5,0.0,0.0,37.0,0.0,109.0,5.0,0.0,0.0,0.0,16.860759493670884,4.9670886075949365,0.23543283417445743,2018
Mbark Boussoufa,Morocco,248.0,0.0,0.0,77.0,0.0,103.0,11.0,0.0,0.0,0.0,27.943548387096776,3.737903225806452,0.23524162801321247,2018
Nabil Dirar,Morocco,156.0,0.0,0.0,45.0,0.0,68.0,8.0,0.0,0.0,0.0,25.96153846153846,3.9230769230769234,0.23408119658119658,2018
Tarek Hamed,Egypt,223.5,0.0,0.0,67.0,0.0,94.0,9.0,0.0,0.0,0.0,26.97986577181208,3.785234899328859,0.23320514882562518,2018
Matías Vecino Falero,Uruguay,442.5,0.0,0.0,110.0,0.0,211.0,15.0,0.0,0.0,0.0,22.3728813559322,4.291525423728814,0.23312371527393128,2018
Mathew Leckie,Australia,231.0,0.0,0.0,82.0,0.0,83.0,6.0,0.0,0.0,0.0,31.948051948051944,3.2337662337662336,0.23310391496666005,2018
Nordin Amrabat,Morocco,221.5,0.0,0.0,60.0,0.0,100.0,5.0,0.0,0.0,0.0,24.37923250564334,4.063205417607223,0.23288924298086428,2018
Lasse Schöne,Denmark,209.0,0.0,0.0,46.0,0.0,106.0,5.0,0.0,0.0,0.0,19.808612440191386,4.564593301435407,0.23277720444903105,2018
Min-Woo Kim,South Korea,108.5,0.0,0.0,31.0,0.0,47.0,2.0,0.0,0.0,0.0,25.714285714285715,3.8986175115207375,0.2322967179703423,2018
Yong Lee,South Korea,197.0,0.0,0.0,62.0,0.0,79.0,11.0,0.0,0.0,0.0,28.324873096446698,3.609137055837563,0.23225368545613392,2018
Mats Hummels,Germany,165.0,0.0,0.0,43.0,0.0,76.0,7.0,0.0,0.0,0.0,23.454545454545457,4.1454545454545455,0.2322050571070179,2018
Ahmed Fathy Abdel Meneim Ibrahim,Egypt,260.5,0.0,0.0,84.0,0.0,102.0,18.0,0.0,0.0,0.0,29.021113243761995,3.5239923224568144,0.23196843676690126,2018
Edson Omar Álvarez Velázquez,Mexico,279.0,0.0,0.0,71.0,0.0,130.0,7.0,0.0,0.0,0.0,22.903225806451612,4.193548387096774,0.23176454970678034,2018
Raphaël Varane,France,472.5,1.0,0.0,48.0,0.0,243.0,9.0,0.0,0.0,0.19047619047619047,9.142857142857142,4.628571428571429,0.23163156620672964,2018
Éver Maximiliano David Banega,Argentina,358.0,0.0,0.0,67.0,0.0,193.0,9.0,0.0,0.0,0.0,16.843575418994412,4.85195530726257,0.2313979564513577,2018
Francisco Román Alarcón Suárez,Spain,817.5,1.0,0.0,85.0,0.0,459.0,5.0,0.0,0.0,0.11009174311926605,9.357798165137615,5.053211009174312,0.2313704836334806,2018
Christian Alberto Cueva Bravo,Peru,280.5,0.0,0.0,67.0,0.0,135.0,6.0,0.0,0.0,0.0,21.497326203208555,4.331550802139037,0.23117080066330353,2018
Maciej Rybus,Poland,127.5,0.0,0.0,37.0,0.0,54.0,3.0,0.0,0.0,0.0,26.11764705882353,3.811764705882353,0.23083771199111452,2018
Cheikhou Kouyaté,Senegal,90.0,0.0,0.0,37.0,0.0,26.0,4.0,0.0,0.0,0.0,37.0,2.6,0.23048414427499392,2018
Carlos Andrés Sánchez Arcosa,Uruguay,135.0,0.0,0.0,40.0,0.0,56.0,1.0,0.0,0.0,0.0,26.666666666666668,3.733333333333334,0.23022351327362223,2018
Carlos Henrique Casimiro,Brazil,420.0,0.0,0.0,91.0,0.0,211.0,21.0,0.0,0.0,0.0,19.5,4.521428571428571,0.2301142494034651,2018
Makoto Hasebe,Japan,334.5,0.0,0.0,77.0,0.0,163.0,7.0,0.0,0.0,0.0,20.717488789237667,4.385650224215246,0.23006747625142066,2018
Thomas Vermaelen,Belgium,129.0,0.0,0.0,25.0,0.0,68.0,4.0,0.0,0.0,0.0,17.441860465116278,4.744186046511628,0.22995980476600633,2018
Phil Jones,England,223.5,0.0,0.0,33.0,0.0,129.0,3.0,0.0,0.0,0.0,13.288590604026846,5.194630872483222,0.22968007486365166,2018
Johan Andrés Mojica Palacio,Colombia,360.5,0.0,0.0,84.0,0.0,174.0,9.0,0.0,0.0,0.0,20.97087378640777,4.3439667128987525,0.22959488002320672,2018
Bryan Ruiz González,Costa Rica,258.0,0.0,0.0,56.0,0.0,129.0,9.0,0.0,0.0,0.0,19.53488372093023,4.5,0.22950824171184409,2018
Martin Braithwaite Christensen,Denmark,147.0,0.0,0.0,45.0,0.0,59.0,6.0,0.0,0.0,0.0,27.551020408163264,3.612244897959184,0.22941509937308258,2018
Duško Tošić,Serbia,138.0,0.0,0.0,29.0,0.0,70.0,8.0,0.0,0.0,0.0,18.913043478260867,4.565217391304348,0.22938966246724132,2018
Gerard Piqué Bernabéu,Spain,510.0,1.0,0.0,31.0,0.0,286.0,9.0,0.0,0.0,0.1764705882352941,5.470588235294118,5.047058823529412,0.22934213336750822,2018
Filipe Luís Kasmirski,Brazil,200.0,0.0,0.0,45.0,0.0,98.0,7.0,0.0,0.0,0.0,20.25,4.41,0.22912745098039217,2018
Kamil Grosicki,Poland,141.5,0.0,0.0,42.0,0.0,58.0,2.0,0.0,0.0,0.0,26.713780918727917,3.68904593639576,0.22887595556479368,2018
Branislav Ivanović,Serbia,146.5,0.0,0.0,45.0,0.0,58.0,6.0,0.0,0.0,0.0,27.64505119453925,3.563139931740615,0.22808003747574118,2018
Tin Jedvaj,Croatia,90.0,0.0,0.0,30.0,0.0,33.0,2.0,0.0,0.0,0.0,30.0,3.3000000000000003,0.2279720406681191,2018
Cédric Ricardo Alves Soares,Portugal,242.0,0.0,0.0,61.0,0.0,110.0,12.0,0.0,0.0,0.0,22.68595041322314,4.090909090909091,0.2273987648319199,2018
Kalidou Koulibaly,Senegal,172.5,0.0,0.0,42.0,0.0,80.0,5.0,0.0,0.0,0.0,21.913043478260867,4.173913043478261,0.22731836696031066,2018
Gonçalo Manuel Ganchinho Guedes,Portugal,169.5,0.0,0.0,49.0,0.0,70.0,6.0,0.0,0.0,0.0,26.01769911504425,3.7168141592920354,0.22718362992525756,2018
Farouk Ben Mustapha,Tunisia,90.0,0.0,0.0,3.0,0.0,19.0,,,0.5,0.0,3.0,1.9000000000000001,0.22692628903413217,2018
Mahmoud Ibrahim Hassan,Egypt,224.5,0.0,0.0,69.0,0.0,88.0,7.0,0.0,0.0,0.0,27.661469933184854,3.5278396436525616,0.22692548437340787,2018
Carlos Alberto Sánchez Moreno,Colombia,116.5,0.0,0.0,30.0,0.0,52.0,5.0,0.0,0.0,0.0,23.17596566523605,4.017167381974249,0.22672164717102863,2018
Jakub Błaszczykowski,Poland,90.0,0.0,0.0,11.0,0.0,10.0,,,0.5,0.0,11.0,1.0,0.22634955216654562,2018
Amr Medhat Warda,Egypt,138.0,0.0,0.0,35.0,0.0,62.0,5.0,0.0,0.0,0.0,22.82608695652174,4.043478260869565,0.2262969277888289,2018
Bartosz Bereszyński,Poland,137.5,0.0,0.0,41.0,0.0,55.0,3.0,0.0,0.0,0.0,26.83636363636364,3.6,0.22627252921370572,2018
Ramin Rezaeian,Iran,142.5,0.0,0.0,47.0,0.0,52.0,8.0,0.0,0.0,0.0,29.68421052631579,3.28421052631579,0.22622558575086957,2018
Douglas Costa de Souza,Brazil,105.5,0.0,0.0,8.0,0.0,68.0,2.0,0.0,0.0,0.0,6.824644549763033,5.800947867298579,0.22597858522029138,2018
Francis Odinaka Uzoho,Nigeria,90.0,0.0,0.0,0.0,0.0,22.0,,,0.5,0.0,0.0,2.2,0.22584967320261437,2018
Yuto Nagatomo,Japan,290.5,0.0,0.0,69.0,0.0,135.0,7.0,0.0,0.0,0.0,21.376936316695353,4.182444061962134,0.2255717548063402,2018
Saîf-Eddine Khaoui,Tunisia,90.0,0.0,0.0,32.0,0.0,30.0,1.0,0.0,0.0,0.0,32.0,3.0,0.22524207213749697,2018
