player,team,minutes,goals,assists,def_actions,key_passes,carries,duels_total,duels_won,duel_win_rate,goals_assists_per90,def_per90,creation_per90,pot_score,year
Christian Dannemann Eriksen,Denmark,354.0,1.0,0.0,99.0,0.0,157.0,,,0.5,0.2542372881355932,25.16949152542373,3.991525423728814,0.433143624681511,2018
Yerry Fernando Mina González,Colombia,252.0,3.0,0.0,50.0,0.0,124.0,14.0,0.0,0.0,1.0714285714285714,17.857142857142858,4.428571428571429,0.4301829373724799,2018
Cristiano Ronaldo dos Santos Aveiro,Portugal,286.5,4.0,0.0,34.0,0.0,127.0,3.0,0.0,0.0,1.256544502617801,10.68062827225131,3.989528795811519,0.42392845057355893,2018
Dylan Daniel Mahmoud Bronn,Tunisia,90.0,1.0,0.0,20.0,0.0,42.0,2.0,0.0,0.0,1.0,20.0,4.2,0.4164911643669814,2018
Roberto Firmino Barbosa de Oliveira,Brazil,118.5,1.0,0.0,49.0,0.0,48.0,7.0,0.0,0.0,0.759493670886076,37.21518987341772,3.6455696202531653,0.4158747230725389,2018
Wahbi Khazri,Tunisia,210.5,2.0,0.0,88.0,0.0,70.0,5.0,0.0,0.0,0.8551068883610451,37.62470308788598,2.9928741092636577,0.4136282013465191,2018
Felipe Abdiel Baloy Ramírez,Panama,90.0,1.0,0.0,2.0,0.0,15.0,,,0.5,1.0,2.0,1.5,0.4048844105543452,2018
Michael Krohn-Dehli,Denmark,90.0,1.0,0.0,5.0,0.0,11.0,,,0.5,1.0,5.0,1.1,0.4025133139675624,2018
Heung-Min Son,South Korea,227.0,2.0,0.0,70.0,0.0,100.0,2.0,0.0,0.0,0.7929515418502203,27.75330396475771,3.9647577092511015,0.3974048160624994,2018
Kylian Mbappé Lottin,France,452.5,4.0,0.0,112.0,0.0,225.0,9.0,0.0,0.0,0.7955801104972375,22.276243093922652,4.475138121546961,0.39466640185847207,2018
Tom Rogić,Australia,162.5,0.0,0.0,47.0,0.0,75.0,,,0.5,0.0,26.03076923076923,4.153846153846154,0.39230098877157704,2018
Andrés Iniesta Luján,Spain,459.5,1.0,0.0,57.0,0.0,239.0,,,0.5,0.19586507072905332,11.16430903155604,4.6811751904243755,0.39219384525663736,2018
Milan Badelj,Croatia,137.5,1.0,0.0,45.0,0.0,65.0,5.0,0.0,0.0,0.6545454545454545,29.454545454545457,4.254545454545455,0.38680570409982173,2018
Aleksandr Golovin,Russia,322.5,2.0,0.0,152.0,0.0,112.0,9.0,0.0,0.0,0.5581395348837209,42.41860465116279,3.125581395348837,0.3783783418621539,2018
Antoine Griezmann,France,537.0,4.0,0.0,188.0,0.0,218.0,14.0,0.0,0.0,0.6703910614525139,31.508379888268156,3.653631284916201,0.377004702149844,2018
Gylfi Þór Sigurðsson,Iceland,267.5,1.0,0.0,141.0,0.0,103.0,8.0,0.0,0.0,0.3364485981308411,47.4392523364486,3.465420560747664,0.3658536436381406,2018
Artem Dzyuba,Russia,311.5,3.0,0.0,105.0,0.0,81.0,16.0,0.0,0.0,0.8667736757624398,30.337078651685392,2.340288924558587,0.3656694887692905,2018
Mesut Özil,Germany,279.0,0.0,0.0,23.0,0.0,167.0,,,0.5,0.0,7.419354838709677,5.387096774193548,0.36397400457594425,2018
Keisuke Honda,Japan,90.0,1.0,0.0,13.0,0.0,34.0,4.0,0.0,0.0,1.0,13.0,3.4000000000000004,0.36226337448559676,2018
Youssef En-Nesyri,Morocco,90.0,1.0,0.0,4.0,0.0,0.0,,,0.5,1.0,4.0,0.0,0.36078189300411523,2018
Alfreð Finnbogason,Iceland,184.0,1.0,0.0,103.0,0.0,43.0,12.0,0.0,0.0,0.48913043478260876,50.3804347826087,2.1032608695652173,0.3599439353035901,2018
Moussa Wagué,Senegal,133.5,1.0,0.0,33.0,0.0,61.0,1.0,0.0,0.0,0.6741573033707865,22.247191011235955,4.112359550561798,0.3583033463073119,2018
Ricardo Andrade Quaresma Bernardo,Portugal,133.5,1.0,0.0,23.0,0.0,71.0,2.0,0.0,0.0,0.6741573033707865,15.50561797752809,4.786516853932585,0.35588398488817086,2018
Genki Haraguchi,Japan,205.0,1.0,0.0,78.0,0.0,90.0,12.0,0.0,0.0,0.43902439024390244,34.24390243902439,3.951219512195122,0.35243264785589035,2018
Mario Mandžukić,Croatia,394.0,3.0,0.0,162.0,0.0,98.0,24.0,0.0,0.0,0.6852791878172588,37.005076142131976,2.238578680203046,0.3520528515974918,2018
Daler Kuzyaev,Russia,195.0,1.0,0.0,89.0,0.0,65.0,6.0,0.0,0.0,0.46153846153846156,41.07692307692308,3.0,0.35005055583486955,2018
Takashi Inui,Japan,287.0,2.0,0.0,71.0,0.0,130.0,9.0,0.0,0.0,0.627177700348432,22.264808362369337,4.076655052264808,0.34795229745014533,2018
Tomoaki Makino,Japan,127.5,0.0,0.0,12.0,0.0,68.0,,,0.5,0.0,8.470588235294118,4.8,0.3477342047930283,2018
Trent Alexander-Arnold,England,97.5,0.0,0.0,10.0,0.0,51.0,,,0.5,0.0,9.230769230769232,4.707692307692309,0.3474453941120608,2018
Iago Aspas Juncal,Spain,90.0,1.0,0.0,18.0,0.0,24.0,2.0,0.0,0.0,1.0,18.0,2.4000000000000004,0.3468191721132898,2018
Luis Fernando Muriel Fruto,Colombia,90.0,1.0,0.0,17.0,0.0,25.0,4.0,0.0,0.0,1.0,17.0,2.5,0.3464603001694505,2018
Mile Jedinak,Australia,258.0,2.0,0.0,65.0,0.0,102.0,9.0,0.0,0.0,0.6976744186046512,22.674418604651162,3.5581395348837215,0.3454206144128625,2018
Jacek Góralski,Poland,161.0,0.0,0.0,116.0,0.0,51.0,16.0,0.0,0.0,0.0,64.84472049689441,2.8509316770186337,0.34512882447665055,2018
Yussuf Yurary Poulsen,Denmark,230.0,1.0,0.0,95.0,0.0,92.0,10.0,0.0,0.0,0.391304347826087,37.173913043478265,3.6000000000000005,0.34214502226011184,2018
Ivan Perišić,Croatia,470.5,3.0,0.0,162.0,0.0,169.0,21.0,0.0,0.0,0.5738575982996812,30.988310308182783,3.2327311370882046,0.34163593173720075,2018
Emil Peter Forsberg,Sweden,297.5,1.0,0.0,136.0,0.0,119.0,9.0,0.0,0.0,0.3025210084033614,41.142857142857146,3.6000000000000005,0.3398910675381264,2018
Radamel Falcao García Zárate,Colombia,327.0,2.0,0.0,125.0,0.0,106.0,13.0,0.0,0.0,0.5504587155963303,34.403669724770644,2.9174311926605507,0.3391903686381111,2018
Amine Harit,Morocco,90.0,0.0,0.0,14.0,0.0,39.0,,,0.5,0.0,14.0,3.9000000000000004,0.3377529653836844,2018
Blerim Džemaili,Switzerland,256.0,1.0,0.0,116.0,0.0,93.0,9.0,0.0,0.0,0.3515625,40.78125,3.26953125,0.3367113034449891,2018
Andrej Kramarić,Croatia,307.5,2.0,0.0,68.0,0.0,144.0,3.0,0.0,0.0,0.5853658536585367,19.902439024390244,4.214634146341464,0.3355403227234887,2018
Young-Gwon Kim,South Korea,142.0,1.0,0.0,26.0,0.0,68.0,4.0,0.0,0.0,0.6338028169014085,16.47887323943662,4.309859154929578,0.335263432446531,2018
Vahid Amiri,Iran,185.0,0.0,0.0,135.0,0.0,50.0,9.0,0.0,0.0,0.0,65.67567567567568,2.4324324324324325,0.3338632750397456,2018
Mathias Jørgensen Jatta,Denmark,158.5,1.0,0.0,27.0,0.0,84.0,3.0,0.0,0.0,0.5678233438485805,15.331230283911673,4.769716088328076,0.3338467248097977,2018
Marouane Fellaini-Bakkioui,Belgium,313.5,1.0,0.0,149.0,0.0,116.0,24.0,0.0,0.0,0.28708133971291866,42.77511961722488,3.330143540669857,0.3337812246996974,2018
M'Baye Babacar Niang,Senegal,210.5,1.0,0.0,82.0,0.0,79.0,12.0,0.0,0.0,0.42755344418052255,35.05938242280285,3.3776722090261284,0.33351937238342155,2018
Milos Veljkovic,Serbia,90.0,0.0,0.0,17.0,0.0,34.0,,,0.5,0.0,17.0,3.4000000000000004,0.3319341563786008,2018
Medhi Amine El Mouttaqi Benatia,Morocco,179.5,0.0,0.0,9.0,0.0,95.0,,,0.5,0.0,4.512534818941504,4.763231197771588,0.3313998579933366,2018
Omid Ebrahimi,Iran,164.5,0.0,0.0,112.0,0.0,52.0,6.0,0.0,0.0,0.0,61.276595744680854,2.844984802431611,0.3313414254590725,2018
Yury Gazinskiy,Russia,212.0,1.0,0.0,73.0,0.0,89.0,4.0,0.0,0.0,0.4245283018867924,30.99056603773585,3.7783018867924527,0.33125205532946933,2018
Josip Drmic,Switzerland,90.0,1.0,0.0,18.0,0.0,19.0,3.0,0.0,0.0,1.0,18.0,1.9000000000000001,0.3295806100217865,2018
Sergei Ignashevich,Russia,216.5,2.0,0.0,35.0,0.0,77.0,9.0,0.0,0.0,0.8314087759815243,14.549653579676676,3.2009237875288687,0.3283297357947542,2018
Dries Mertens,Belgium,277.0,1.0,0.0,112.0,0.0,112.0,2.0,0.0,0.0,0.3249097472924188,36.3898916967509,3.6389891696750905,0.3275209803135053,2018
Gary Cahill,England,90.0,0.0,0.0,13.0,0.0,37.0,,,0.5,0.0,13.0,3.7,0.3270509561849431,2018
Haris Seferović,Switzerland,90.0,0.0,0.0,29.0,0.0,19.0,,,0.5,0.0,29.0,1.9000000000000001,0.32589748244977,2018
Filip Kostić,Serbia,151.5,0.0,0.0,95.0,0.0,54.0,9.0,0.0,0.0,0.0,56.43564356435643,3.207920792079208,0.32542692177714505,2018
Yūya Ōsako,Japan,212.5,1.0,0.0,76.0,0.0,80.0,13.0,0.0,0.0,0.4235294117647059,32.188235294117646,3.388235294117647,0.3221673715237729,2018
Aleksandar Mitrović,Serbia,226.0,1.0,0.0,107.0,0.0,59.0,15.0,0.0,0.0,0.39823008849557523,42.61061946902655,2.349557522123894,0.3210830103919641,2018
Hirving Rodrigo Lozano Bahena,Mexico,269.0,1.0,0.0,81.0,0.0,132.0,6.0,0.0,0.0,0.3345724907063197,27.100371747211895,4.4163568773234205,0.3208506450907501,2018
Ola Toivonen,Sweden,273.5,1.0,0.0,151.0,0.0,59.0,17.0,0.0,0.0,0.3290676416819013,49.68921389396709,1.9414990859232177,0.3204344951468298,2018
José Ignacio Fernández Iglesias,Spain,169.0,1.0,0.0,30.0,0.0,84.0,6.0,0.0,0.0,0.5325443786982249,15.976331360946746,4.473372781065089,0.31918629384692737,2018
Daniel Arzani,Australia,90.0,0.0,0.0,16.0,0.0,31.0,,,0.5,0.0,16.0,3.1,0.31778443476155893,2018
Seon-Min Moon,South Korea,106.5,0.0,0.0,67.0,0.0,35.0,8.0,0.0,0.0,0.0,56.61971830985915,2.9577464788732395,0.31750232696103997,2018
Steven Zuber,Switzerland,202.5,1.0,0.0,60.0,0.0,82.0,9.0,0.0,0.0,0.4444444444444444,26.666666666666668,3.644444444444445,0.31407246025982416,2018
Fakhreddine Ben Youssef,Tunisia,198.0,1.0,0.0,54.0,0.0,84.0,4.0,0.0,0.0,0.45454545454545453,24.545454545454543,3.818181818181818,0.3139631610219845,2018
Andreas Granqvist,Sweden,272.5,2.0,0.0,34.0,0.0,124.0,5.0,0.0,0.0,0.6605504587155964,11.229357798165138,4.095412844036698,0.3131178669225081,2018
Ferjani Sassi,Tunisia,274.5,1.0,0.0,82.0,0.0,129.0,7.0,0.0,0.0,0.3278688524590164,26.885245901639347,4.229508196721312,0.3122788115448568,2018
Marcus Rashford,England,224.5,1.0,0.0,57.0,0.0,106.0,2.0,0.0,0.0,0.40089086859688194,22.85077951002227,4.24944320712695,0.31188843763191987,2018
Eden Hazard,Belgium,612.0,3.0,0.0,111.0,0.0,322.0,6.0,0.0,0.0,0.4411764705882353,16.323529411764707,4.73529411764706,0.31167072493485415,2018
Mathew Ryan,Australia,151.0,0.0,0.0,1.0,0.0,77.0,,,0.5,0.0,0.5960264900662251,4.589403973509934,0.3104982758371928,2018
André Martín Carrillo Díaz,Peru,246.5,1.0,0.0,65.0,0.0,118.0,5.0,0.0,0.0,0.36511156186612576,23.732251521298174,4.308316430020284,0.31027677241732843,2018
Aleksandar Kolarov,Serbia,209.0,1.0,0.0,56.0,0.0,90.0,3.0,0.0,0.0,0.43062200956937796,24.114832535885167,3.8755980861244015,0.3096251472412463,2018
Juan Guillermo Cuadrado Bello,Colombia,363.5,2.0,0.0,52.0,0.0,191.0,4.0,0.0,0.0,0.49518569463548834,12.874828060522697,4.729023383768914,0.30888855924457514,2018
Bamidele Alli,England,348.0,1.0,0.0,150.0,0.0,124.0,5.0,0.0,0.0,0.25862068965517243,38.793103448275865,3.206896551724138,0.30880850424460976,2018
Manuel Neuer,Germany,120.5,0.0,0.0,1.0,0.0,60.0,,,0.5,0.0,0.7468879668049793,4.481327800829876,0.3073463871486815,2018
Fyodor Smolov,Russia,200.0,1.0,0.0,60.0,0.0,74.0,10.0,0.0,0.0,0.44999999999999996,27.0,3.33,0.3055866013071895,2018
Blaise Matuidi,France,294.5,0.0,0.0,170.0,0.0,102.0,18.0,0.0,0.0,0.0,51.95246179966044,3.117147707979627,0.30523171728604664,2018
Dušan Tadić,Serbia,236.5,0.0,0.0,131.0,0.0,87.0,9.0,0.0,0.0,0.0,49.85200845665962,3.3107822410148,0.30391212627874736,2018
Carlos Alberto Vela Garrido,Mexico,273.0,1.0,0.0,61.0,0.0,143.0,6.0,0.0,0.0,0.32967032967032966,20.10989010989011,4.714285714285714,0.3035538716911266,2018
Se-Jong Ju,South Korea,90.0,0.0,0.0,45.0,0.0,38.0,4.0,0.0,0.0,0.0,45.0,3.8000000000000003,0.30230936819172116,2018
Javier Hernández Balcázar,Mexico,180.0,1.0,0.0,36.0,0.0,78.0,4.0,0.0,0.0,0.5,18.0,3.9000000000000004,0.3007570806100218,2018
Luka Modrić,Croatia,836.5,4.0,0.0,139.0,0.0,425.0,11.0,0.0,0.0,0.4303646144650329,14.955170352659893,4.572624028690974,0.29873923535011404,2018
Shinji Kagawa,Japan,242.0,1.0,0.0,57.0,0.0,113.0,1.0,0.0,0.0,0.371900826446281,21.198347107438014,4.202479338842975,0.2983099713714687,2018
Ángel Fabián Di María Hernández,Argentina,182.0,1.0,0.0,29.0,0.0,86.0,2.0,0.0,0.0,0.4945054945054945,14.340659340659341,4.252747252747253,0.2979147214441332,2018
José Paolo Guerrero Gonzáles,Peru,142.0,1.0,0.0,34.0,0.0,42.0,13.0,0.0,0.0,0.6338028169014085,21.549295774647888,2.6619718309859155,0.2977500076713001,2018
Jordan Pickford,England,321.5,0.0,0.0,0.0,0.0,151.0,,,0.5,0.0,0.0,4.227060653188181,0.29573689506906964,2018
Wilfredo Daniel Caballero,Argentina,90.0,0.0,0.0,2.0,0.0,40.0,,,0.5,0.0,2.0,4.0,0.295521665456306,2018
Thomas Meunier,Belgium,407.5,1.0,0.0,130.0,0.0,187.0,7.0,0.0,0.0,0.22085889570552147,28.711656441717793,4.130061349693252,0.29487616450806636,2018
Victor Moses,Nigeria,228.0,1.0,0.0,56.0,0.0,97.0,7.0,0.0,0.0,0.39473684210526316,22.105263157894736,3.828947368421053,0.29334962542521886,2018
Ludwig Augustinsson,Sweden,267.5,1.0,0.0,79.0,0.0,108.0,11.0,0.0,0.0,0.3364485981308411,26.57943925233645,3.633644859813084,0.2922488954044754,2018
José Paulo Bezzera Maciel Júnior,Brazil,310.0,1.0,0.0,86.0,0.0,140.0,10.0,0.0,0.0,0.29032258064516125,24.96774193548387,4.064516129032258,0.2919488368824232,2018
Emil Hallfreðsson,Iceland,137.0,0.0,0.0,65.0,0.0,57.0,8.0,0.0,0.0,0.0,42.7007299270073,3.7445255474452557,0.2916444030978166,2018
Mehdi Taremi,Iran,134.0,0.0,0.0,77.0,0.0,40.0,6.0,0.0,0.0,0.0,51.71641791044776,2.6865671641791042,0.28948801742919383,2018
Ivan Rakitić,Croatia,720.0,3.0,0.0,155.0,0.0,329.0,19.0,0.0,0.0,0.375,19.375,4.1125,0.2888730785524086,2018
Sadio Mané,Senegal,234.0,1.0,0.0,56.0,0.0,99.0,2.0,0.0,0.0,0.3846153846153846,21.538461538461537,3.8076923076923075,0.2884799266335214,2018
Danijel Subašić,Croatia,256.5,0.0,0.0,0.0,0.0,114.0,,,0.5,0.0,0.0,4.0,0.2879084967320261,2018
Nacer Chadli,Belgium,332.5,1.0,0.0,93.0,0.0,149.0,5.0,0.0,0.0,0.2706766917293233,25.172932330827066,4.033082706766917,0.28780431470833945,2018
Youri Tielemans,Belgium,233.5,0.0,0.0,89.0,0.0,118.0,7.0,0.0,0.0,0.0,34.30406852248394,4.548179871520342,0.2873894930325211,2018
Marco Reus,Germany,229.5,1.0,0.0,46.0,0.0,105.0,4.0,0.0,0.0,0.3921568627450981,18.03921568627451,4.11764705882353,0.28732087848453347,2018
Thibaut Courtois,Belgium,292.0,0.0,0.0,0.0,0.0,129.0,,,0.5,0.0,0.0,3.976027397260274,0.28708199033037873,2018
Eric Dier,England,319.5,1.0,0.0,66.0,0.0,166.0,4.0,0.0,0.0,0.28169014084507044,18.591549295774648,4.67605633802817,0.2870733478576616,2018
Kléper Laveran Lima Ferreira,Portugal,246.5,1.0,0.0,54.0,0.0,111.0,13.0,0.0,0.0,0.36511156186612576,19.71602434077079,4.052738336713996,0.2861770671757547,2018
Papa Alioune N'Diaye,Senegal,90.0,0.0,0.0,20.0,0.0,17.0,,,0.5,0.0,20.0,1.7000000000000002,0.2847427983539095,2018
Hee-Chan Hwang,South Korea,129.0,0.0,0.0,61.0,0.0,51.0,9.0,0.0,0.0,0.0,42.55813953488372,3.5581395348837215,0.28467556703990815,2018
Salem Mohammed Al Dawsari,Saudi Arabia,348.5,1.0,0.0,66.0,0.0,190.0,9.0,0.0,0.0,0.2582496413199426,17.04447632711621,4.906743185078909,0.2845537832540955,2018
Birkir Bjarnason,Iceland,170.5,0.0,0.0,89.0,0.0,58.0,9.0,0.0,0.0,0.0,46.97947214076247,3.0615835777126104,0.28438592119806544,2018
Aron Einar Gunnarsson,Iceland,153.5,0.0,0.0,82.0,0.0,50.0,10.0,0.0,0.0,0.0,48.078175895765476,2.9315960912052117,0.28408663501593184,2018
Wílmar Enrique Barrios Terán,Colombia,248.5,0.0,0.0,110.0,0.0,106.0,14.0,0.0,0.0,0.0,39.839034205231385,3.839034205231389,0.28400950364496347,2018
Grzegorz Krychowiak,Poland,289.0,1.0,0.0,59.0,0.0,142.0,9.0,0.0,0.0,0.31141868512110726,18.37370242214533,4.422145328719723,0.2833035559475616,2018
David de Gea Quintana,Spain,98.0,0.0,0.0,0.0,0.0,42.0,,,0.5,0.0,0.0,3.8571428571428577,0.2829831932773109,2018
Kieran Trippier,England,574.5,2.0,0.0,157.0,0.0,236.0,12.0,0.0,0.0,0.31331592689295035,24.595300261096604,3.6971279373368144,0.2823610945200051,2018
Woo-Young Jung,South Korea,128.5,0.0,0.0,55.0,0.0,56.0,6.0,0.0,0.0,0.0,38.521400778210115,3.9221789883268485,0.2818604138585828,2018
Philippe Coutinho Correia,Brazil,601.5,2.0,0.0,108.0,0.0,313.0,7.0,0.0,0.0,0.29925187032418954,16.159600997506235,4.683291770573566,0.2814996821671312,2018
Jesse Lingard,England,506.5,1.0,0.0,168.0,0.0,217.0,6.0,0.0,0.0,0.17769002961500494,29.851924975320827,3.8558736426456073,0.28132157766035004,2018
Faustino Marcos Alberto Rojo,Argentina,236.0,1.0,0.0,31.0,0.0,123.0,5.0,0.0,0.0,0.3813559322033898,11.822033898305085,4.6906779661016955,0.2812989272921975,2018
Yann Sommer,Switzerland,168.5,0.0,0.0,0.0,0.0,71.0,,,0.5,0.0,0.0,3.792284866468843,0.28074707627858264,2018
Renato Fabrizio Tapia Cortijo,Peru,92.0,0.0,0.0,49.0,0.0,29.0,9.0,0.0,0.0,0.0,47.934782608695656,2.836956521739131,0.28027789618262766,2018
Jamie Vardy,England,90.0,0.0,0.0,55.0,0.0,20.0,6.0,0.0,0.0,0.0,55.0,2.0,0.2783163882837085,2018
Luis Alberto Suárez Díaz,Uruguay,346.5,2.0,0.0,67.0,0.0,122.0,1.0,0.0,0.0,0.5194805194805194,17.4025974025974,3.168831168831169,0.27708394244341955,2018
Néstor Fernando Muslera Micol,Uruguay,152.0,0.0,0.0,0.0,0.0,62.0,,,0.5,0.0,0.0,3.6710526315789473,0.2765673374613003,2018
Alisson Ramsés Becker,Brazil,105.5,0.0,0.0,0.0,0.0,43.0,,,0.5,0.0,0.0,3.66824644549763,0.2764705882352941,2018
Gabriel Fernando de Jesus,Brazil,305.5,0.0,0.0,150.0,0.0,106.0,12.0,0.0,0.0,0.0,44.189852700491,3.122749590834698,0.27587582769059615,2018
Hugo Lloris,France,185.5,0.0,0.0,0.0,0.0,75.0,,,0.5,0.0,0.0,3.6388140161725073,0.2754558427144443,2018
Sergej Milinković-Savić,Serbia,294.5,0.0,0.0,136.0,0.0,111.0,11.0,0.0,0.0,0.0,41.56196943972835,3.392190152801359,0.27516210407951147,2018
Karim El Ahmadi Al Aroos,Morocco,190.0,0.0,0.0,90.0,0.0,69.0,9.0,0.0,0.0,0.0,42.63157894736842,3.268421052631579,0.27496646026831784,2018
Ismaïla Sarr,Senegal,186.0,0.0,0.0,75.0,0.0,82.0,3.0,0.0,0.0,0.0,36.29032258064516,3.967741935483871,0.27493850586829716,2018
Paul Pogba,France,593.5,1.0,0.0,163.0,0.0,289.0,19.0,0.0,0.0,0.15164279696714406,24.717775905644483,4.382476832350464,0.27484008861430936,2018
José María Giménez de Vargas,Uruguay,254.0,1.0,0.0,46.0,0.0,117.0,17.0,0.0,0.0,0.3543307086614173,16.299212598425196,4.145669291338582,0.27426642135419343,2018
Domagoj Vida,Croatia,441.5,2.0,0.0,64.0,0.0,206.0,9.0,0.0,0.0,0.4077010192525481,13.046432616081539,4.199320498301246,0.2741710400027634,2018
Thorgan Hazard,Belgium,106.0,0.0,0.0,44.0,0.0,45.0,4.0,0.0,0.0,0.0,37.35849056603774,3.820754716981132,0.27393688083199735,2018
Alfred John Momar N'Diaye,Senegal,92.0,0.0,0.0,40.0,0.0,37.0,2.0,0.0,0.0,0.0,39.130434782608695,3.6195652173913047,0.27374550061570524,2018
Johann Berg Guðmunds­son,Iceland,104.5,0.0,0.0,40.0,0.0,48.0,1.0,0.0,0.0,0.0,34.44976076555024,4.133971291866029,0.2736633622082538,2018
Keylor Navas Gamboa,Costa Rica,118.0,0.0,0.0,0.0,0.0,47.0,,,0.5,0.0,0.0,3.5847457627118646,0.2735917248255234,2018
Vladimir Stojković,Serbia,101.0,0.0,0.0,1.0,0.0,39.0,,,0.5,0.0,0.8910891089108911,3.4752475247524757,0.27320854634483055,2018
Gabriel Iván Mercado,Argentina,290.5,1.0,0.0,45.0,0.0,149.0,5.0,0.0,0.0,0.3098106712564544,13.941480206540447,4.616179001721171,0.2728071951672235,2018
Rui Pedro dos Santos Patrício,Portugal,114.0,0.0,0.0,0.0,0.0,45.0,,,0.5,0.0,0.0,3.5526315789473686,0.272484520123839,2018
Brian Oladapo Idowu,Nigeria,158.0,0.0,0.0,72.0,0.0,59.0,5.0,0.0,0.0,0.0,41.0126582278481,3.3607594936708862,0.2719874658724249,2018
Blas Antonio Miguel Pérez Ortega,Panama,110.0,0.0,0.0,69.0,0.0,20.0,13.0,0.0,0.0,0.0,56.45454545454545,1.6363636363636362,0.27131610219845514,2018
Andrija Živković,Serbia,90.0,0.0,0.0,21.0,0.0,12.0,,,0.5,0.0,21.0,1.2000000000000002,0.27131082062454615,2018
Ricardo Guardia Avila,Panama,91.0,0.0,0.0,43.0,0.0,32.0,4.0,0.0,0.0,0.0,42.527472527472526,3.164835164835165,0.2709988268811798,2018
Kasper Schmeichel,Denmark,164.5,0.0,0.0,0.0,0.0,64.0,,,0.5,0.0,0.0,3.5015197568389063,0.27072233148578584,2018
Salman Mohammed Al Faraj,Saudi Arabia,449.5,1.0,0.0,98.0,0.0,227.0,6.0,0.0,0.0,0.20022246941045607,19.621802002224694,4.545050055617353,0.2705469160844415,2018
Albin Ekdal,Sweden,345.5,0.0,0.0,145.0,0.0,141.0,13.0,0.0,0.0,0.0,37.77134587554269,3.6729377713458757,0.27041214620596593,2018
Armando Enrique Cooper Whitaker,Panama,170.5,0.0,0.0,63.0,0.0,79.0,6.0,0.0,0.0,0.0,33.25513196480939,4.17008797653959,0.2703611063193606,2018
Jae-Sung Lee,South Korea,251.5,0.0,0.0,105.0,0.0,103.0,6.0,0.0,0.0,0.0,37.57455268389662,3.685884691848907,0.2701094089060409,2018
Ante Rebić,Croatia,385.0,1.0,0.0,112.0,0.0,154.0,13.0,0.0,0.0,0.23376623376623376,26.181818181818183,3.6,0.26949523243640894,2018
Ellyes Joris Skhiri,Tunisia,297.0,0.0,0.0,114.0,0.0,132.0,9.0,0.0,0.0,0.0,34.54545454545455,4.000000000000001,0.26940868378776883,2018
Viktor Claesson,Sweden,325.5,0.0,0.0,156.0,0.0,110.0,13.0,0.0,0.0,0.0,43.13364055299539,3.0414746543778803,0.2690531409696495,2018
Benjamin Mendy,France,90.0,0.0,0.0,3.0,0.0,31.0,,,0.5,0.0,3.0,3.1,0.26829883805374,2018
