player,team,minutes,goals,assists,def_actions,key_passes,carries,duels_total,duels_won,duel_win_rate,goals_assists_per90,def_per90,creation_per90,pot_score,year
Lautaro Javier Martínez,Argentina,171.5,1.0,0.0,26.0,0.0,64.0,5.0,0.0,0.0,0.5247813411078718,13.644314868804665,3.3586005830903796,0.22770296711468324,2022
Brenden Aaronson,United States,127.0,0.0,0.0,39.0,0.0,60.0,5.0,0.0,0.0,0.0,27.63779527559055,4.251968503937007,0.22741664357511207,2022
Jesper Lindstrøm,Denmark,153.5,0.0,0.0,49.0,0.0,71.0,7.0,0.0,0.0,0.0,28.729641693811075,4.162866449511401,0.22712170196707773,2022
Keanu Baccus,Australia,96.0,0.0,0.0,46.0,0.0,33.0,5.0,0.0,0.0,0.0,43.125,3.0937500000000004,0.2270461888819682,2022
Milad Mohammadi,Iran,121.0,0.0,0.0,64.0,0.0,37.0,10.0,0.0,0.0,0.0,47.603305785123965,2.7520661157024793,0.22669465242155706,2022
Sami Khalil Al Naji,Saudi Arabia,90.0,0.0,0.0,7.0,0.0,16.0,,,0.5,0.0,7.0,1.6,0.2264795494653794,2022
Pedro Guilherme Abreu dos Santos,Brazil,90.0,1.0,0.0,13.0,0.0,16.0,3.0,0.0,0.0,1.0,13.0,1.6,0.22586551437766011,2022
Daley Blind,Netherlands,467.5,1.0,0.0,108.0,0.0,208.0,20.0,0.0,0.0,0.1925133689839572,20.791443850267378,4.00427807486631,0.2258277944965251,2022
Alexis Mac Allister,Argentina,520.0,1.0,0.0,95.0,0.0,253.0,21.0,0.0,0.0,0.17307692307692307,16.442307692307693,4.378846153846154,0.22512033454710967,2022
Manuel Obafemi Akanji,Switzerland,375.0,1.0,0.0,38.0,0.0,194.0,8.0,0.0,0.0,0.24,9.12,4.656000000000001,0.2244568047337278,2022
Adrien Rabiot,France,494.0,1.0,0.0,113.0,0.0,220.0,19.0,0.0,0.0,0.18218623481781376,20.587044534412954,4.008097165991903,0.2240418343069181,2022
Kaoru Mitoma,Japan,145.5,0.0,0.0,58.0,0.0,57.0,8.0,0.0,0.0,0.0,35.876288659793815,3.5257731958762886,0.22324644344344663,2022
Idrissa Gana Gueye,Senegal,240.0,0.0,0.0,78.0,0.0,107.0,7.0,0.0,0.0,0.0,29.25,4.012500000000001,0.22308646060417314,2022
Jesus Ferreira,United States,90.0,0.0,0.0,7.0,0.0,15.0,,,0.5,0.0,7.0,1.5,0.2228700820097581,2022
Jewison Bennette,Costa Rica,90.0,0.0,0.0,44.0,0.0,29.0,5.0,0.0,0.0,0.0,44.0,2.9000000000000004,0.22239385445863175,2022
Raphaël Adelino José Guerreiro,Portugal,263.0,1.0,0.0,31.0,0.0,120.0,3.0,0.0,0.0,0.3422053231939164,10.608365019011407,4.106463878326997,0.22223088290844328,2022
Jonathan Osorio,Canada,119.5,0.0,0.0,32.0,0.0,58.0,1.0,0.0,0.0,0.0,24.100418410041843,4.368200836820084,0.222147977207012,2022
Joško Gvardiol,Croatia,796.0,1.0,0.0,114.0,0.0,422.0,23.0,0.0,0.0,0.11306532663316582,12.889447236180903,4.771356783919598,0.22178087181469472,2022
Luka Modrić,Croatia,888.0,1.0,0.0,150.0,0.0,458.0,18.0,0.0,0.0,0.10135135135135134,15.202702702702702,4.641891891891892,0.2217349882582676,2022
Ousmane Dembélé,France,397.0,0.0,0.0,105.0,0.0,193.0,12.0,0.0,0.0,0.0,23.803526448362717,4.375314861460957,0.22161043939794484,2022
Ali Gholizadeh,Iran,138.5,0.0,0.0,37.0,0.0,67.0,4.0,0.0,0.0,0.0,24.043321299638986,4.353790613718411,0.22147508508095476,2022
Nicholas Williams Arthuer,Spain,154.0,0.0,0.0,31.0,0.0,82.0,6.0,0.0,0.0,0.0,18.116883116883116,4.792207792207793,0.22144378900451775,2022
Kléper Laveran Lima Ferreira,Portugal,433.0,1.0,0.0,31.0,0.0,235.0,10.0,0.0,0.0,0.20785219399538107,6.443418013856813,4.884526558891455,0.2212579916180163,2022
Éverton Augusto de Barros Ribeiro,Brazil,90.0,0.0,0.0,5.0,0.0,16.0,,,0.5,0.0,5.0,1.6,0.22112867227239696,2022
Enzo Fernandez,Argentina,770.5,1.0,0.0,143.0,0.0,381.0,31.0,0.0,0.0,0.11680726800778714,16.70343932511356,4.45035691109669,0.22089751303062488,2022
Achraf Hakimi Mouh,Morocco,630.0,1.0,0.0,146.0,0.0,283.0,31.0,0.0,0.0,0.14285714285714285,20.857142857142858,4.042857142857143,0.2207752369088401,2022
Daichi Kamada,Japan,233.0,0.0,0.0,84.0,0.0,96.0,9.0,0.0,0.0,0.0,32.44635193133047,3.7081545064377686,0.22065285238644516,2022
Seung-Ho Paik,South Korea,90.0,1.0,0.0,11.0,0.0,16.0,3.0,0.0,0.0,1.0,11.0,1.6,0.22051463718467765,2022
Facundo Pellistri Rebollo,Uruguay,122.5,0.0,0.0,42.0,0.0,52.0,12.0,0.0,0.0,0.0,30.857142857142858,3.820408163265306,0.22045278030240434,2022
Sofiane Boufal,Morocco,361.5,0.0,0.0,115.0,0.0,160.0,20.0,0.0,0.0,0.0,28.630705394190873,3.983402489626556,0.22037931074586706,2022
Jeremy Doku,Belgium,90.0,0.0,0.0,2.0,0.0,18.0,,,0.5,0.0,2.0,1.8,0.22032129139416587,2022
Denzel Dumfries,Netherlands,389.0,1.0,0.0,94.0,0.0,157.0,20.0,0.0,0.0,0.23136246786632392,21.74807197943445,3.6323907455012856,0.22014392204176036,2022
Amadou Onana,Belgium,116.0,0.0,0.0,25.0,0.0,60.0,7.0,0.0,0.0,0.0,19.39655172413793,4.655172413793103,0.2199212164005197,2022
Hassan Khalid Al Heidos,Qatar,170.5,0.0,0.0,57.0,0.0,73.0,6.0,0.0,0.0,0.0,30.087976539589445,3.853372434017596,0.2195847576740877,2022
Aurélien Djani Tchouaméni,France,731.5,1.0,0.0,91.0,0.0,390.0,12.0,0.0,0.0,0.12303485987696514,11.196172248803828,4.79835953520164,0.2195545451778138,2022
Thorgan Hazard,Belgium,104.0,0.0,0.0,38.0,0.0,42.0,7.0,0.0,0.0,0.0,32.88461538461539,3.634615384615385,0.21917102867546653,2022
Daniel Ward,Wales,90.0,0.0,0.0,0.0,0.0,19.0,,,0.5,0.0,0.0,1.9000000000000001,0.2185798816568047,2022
Ederson Santana de Moraes,Brazil,90.0,0.0,0.0,0.0,0.0,19.0,,,0.5,0.0,0.0,1.9000000000000001,0.2185798816568047,2022
Alejandro Balde Martínez,Spain,194.5,0.0,0.0,32.0,0.0,107.0,10.0,0.0,0.0,0.0,14.80719794344473,4.951156812339333,0.21832614270194278,2022
Mateo Kovačić,Croatia,791.0,0.0,0.0,171.0,0.0,404.0,27.0,0.0,0.0,0.0,19.456384323640957,4.596713021491783,0.2179712221066884,2022
Marcelo Brozović,Croatia,849.5,1.0,0.0,124.0,0.0,440.0,18.0,0.0,0.0,0.10594467333725721,13.137139493819895,4.661565626839318,0.21753126071741688,2022
Frenkie de Jong,Netherlands,570.0,1.0,0.0,98.0,0.0,272.0,15.0,0.0,0.0,0.15789473684210528,15.473684210526317,4.294736842105264,0.2174686521660739,2022
Richie Laryea,Canada,109.5,0.0,0.0,30.0,0.0,51.0,5.0,0.0,0.0,0.0,24.657534246575345,4.191780821917809,0.21727068339569033,2022
Rodrigo Bentancur Colmán,Uruguay,262.5,0.0,0.0,60.0,0.0,131.0,10.0,0.0,0.0,0.0,20.571428571428573,4.491428571428572,0.21715424656315346,2022
Nahuel Molina Lucero,Argentina,525.0,1.0,0.0,102.0,0.0,238.0,21.0,0.0,0.0,0.17142857142857143,17.485714285714288,4.08,0.21690536993371,2022
Yunus Dimoara Musah,United States,344.5,0.0,0.0,93.0,0.0,161.0,16.0,0.0,0.0,0.0,24.29608127721335,4.206095791001451,0.21682033232099923,2022
Eduardo Camavinga,France,182.0,0.0,0.0,45.0,0.0,88.0,15.0,0.0,0.0,0.0,22.252747252747252,4.351648351648352,0.2166071899137922,2022
Sofyan Amrabat,Morocco,548.5,0.0,0.0,160.0,0.0,247.0,28.0,0.0,0.0,0.0,26.25341841385597,4.052871467639016,0.21652648555685544,2022
William Silva de Carvalho,Portugal,263.0,0.0,0.0,47.0,0.0,140.0,7.0,0.0,0.0,0.0,16.08365019011407,4.790874524714829,0.21595587530032812,2022
Ahmad Nourollahi,Iran,124.5,0.0,0.0,45.0,0.0,49.0,4.0,0.0,0.0,0.0,32.53012048192771,3.5421686746987957,0.21488576542232457,2022
Ellyes Joris Skhiri,Tunisia,226.5,0.0,0.0,71.0,0.0,97.0,13.0,0.0,0.0,0.0,28.211920529801326,3.85430463576159,0.21459913253489143,2022
Hirving Rodrigo Lozano Bahena,Mexico,221.0,0.0,0.0,70.0,0.0,94.0,21.0,0.0,0.0,0.0,28.50678733031674,3.8280542986425337,0.21444053317851103,2022
Alejandro Darío Gómez,Argentina,115.0,0.0,0.0,16.0,0.0,64.0,3.0,0.0,0.0,0.0,12.521739130434783,5.008695652173913,0.2142883836810962,2022
Cristiano Ronaldo dos Santos Aveiro,Portugal,185.5,1.0,0.0,26.0,0.0,66.0,5.0,0.0,0.0,0.4851752021563343,12.61455525606469,3.2021563342318067,0.21402028572603776,2022
Dayotchanculle Upamecano,France,535.0,0.0,0.0,92.0,0.0,283.0,25.0,0.0,0.0,0.0,15.47663551401869,4.760747663551402,0.21324442555817177,2022
Marcus Thuram,France,127.0,0.0,0.0,45.0,0.0,50.0,13.0,0.0,0.0,0.0,31.889763779527556,3.543307086614173,0.21321362099279784,2022
Jurriën David Norman Timber,Netherlands,509.5,0.0,0.0,99.0,0.0,261.0,21.0,0.0,0.0,0.0,17.48773307163886,4.610402355250246,0.2131983286109543,2022
Memphis Depay,Netherlands,287.0,1.0,0.0,54.0,0.0,111.0,8.0,0.0,0.0,0.313588850174216,16.933797909407666,3.480836236933798,0.21275683435750578,2022
André-Frank Zambo Anguissa,Cameroon,240.0,0.0,0.0,70.0,0.0,105.0,7.0,0.0,0.0,0.0,26.25,3.9375,0.21235304422298346,2022
Jamal Musiala,Germany,300.5,0.0,0.0,49.0,0.0,160.0,6.0,0.0,0.0,0.0,14.675540765391014,4.792013311148087,0.21222966912303842,2022
Salis Abdul Samed,Ghana,254.5,0.0,0.0,57.0,0.0,124.0,6.0,0.0,0.0,0.0,20.157170923379173,4.385068762278978,0.2122069029655549,2022
Jordan Ayew,Ghana,116.5,0.0,0.0,46.0,0.0,42.0,10.0,0.0,0.0,0.0,35.53648068669528,3.244635193133047,0.2121897233624223,2022
Christian Mougang Bassogog,Cameroon,90.0,0.0,0.0,7.0,0.0,12.0,,,0.5,0.0,7.0,1.2000000000000002,0.21204167964289422,2022
Saša Lukić,Serbia,269.0,0.0,0.0,56.0,0.0,134.0,11.0,0.0,0.0,0.0,18.7360594795539,4.4832713754646845,0.2119493979223371,2022
Pierre-Emile Højbjerg,Denmark,348.0,0.0,0.0,43.0,0.0,195.0,13.0,0.0,0.0,0.0,11.120689655172415,5.043103448275862,0.21178190004188185,2022
Vitor Machado Ferreira,Portugal,181.5,0.0,0.0,22.0,0.0,102.0,5.0,0.0,0.0,0.0,10.90909090909091,5.057851239669422,0.21174809732041974,2022
Tyler Adams,United States,425.5,0.0,0.0,103.0,0.0,201.0,16.0,0.0,0.0,0.0,21.786133960047003,4.251468860164513,0.21174284855855002,2022
Pathé Ismaël Ciss,Senegal,110.0,0.0,0.0,36.0,0.0,45.0,5.0,0.0,0.0,0.0,29.454545454545453,3.6818181818181817,0.21169785679907133,2022
Frederico Rodrigues Santos,Brazil,148.5,0.0,0.0,36.0,0.0,70.0,4.0,0.0,0.0,0.0,21.81818181818182,4.242424242424242,0.21150212810131835,2022
Kang-In Lee,South Korea,139.0,0.0,0.0,37.0,0.0,63.0,3.0,0.0,0.0,0.0,23.9568345323741,4.079136690647482,0.21133015107689615,2022
Tajon Buchanan,Canada,229.0,0.0,0.0,51.0,0.0,111.0,5.0,0.0,0.0,0.0,20.043668122270745,4.362445414847162,0.21108665082773598,2022
Gonzalo Jordy Plata Jiménez,Ecuador,226.0,0.0,0.0,86.0,0.0,83.0,11.0,0.0,0.0,0.0,34.24778761061947,3.3053097345132745,0.2109319319926249,2022
Azzedine Ounahi,Morocco,519.0,0.0,0.0,116.0,0.0,251.0,14.0,0.0,0.0,0.0,20.115606936416185,4.3526011560693645,0.21092379339085476,2022
Francisco Javier Calvo Quesada,Costa Rica,165.5,0.0,0.0,37.0,0.0,80.0,9.0,0.0,0.0,0.0,20.12084592145015,4.350453172205438,0.21086027919510064,2022
Ivan Perišić,Croatia,561.0,1.0,0.0,135.0,0.0,227.0,26.0,0.0,0.0,0.16042780748663102,21.657754010695186,3.6417112299465244,0.21078074699770338,2022
Ko Itakura,Japan,187.0,0.0,0.0,49.0,0.0,85.0,13.0,0.0,0.0,0.0,23.58288770053476,4.090909090909091,0.21075460024614584,2022
Joshua Sargent,United States,97.5,0.0,0.0,34.0,0.0,38.0,7.0,0.0,0.0,0.0,31.384615384615387,3.507692307692308,0.21057662362551804,2022
Krépin Diatta,Senegal,170.0,0.0,0.0,46.0,0.0,76.0,3.0,0.0,0.0,0.0,24.35294117647059,4.023529411764707,0.21038278344660816,2022
Raphael Dias Belloli,Brazil,307.5,0.0,0.0,69.0,0.0,148.0,16.0,0.0,0.0,0.0,20.195121951219512,4.331707317073171,0.21038237461166265,2022
Alidu Seidu,Ghana,141.0,0.0,0.0,46.0,0.0,57.0,9.0,0.0,0.0,0.0,29.361702127659576,3.638297872340426,0.20987860877170894,2022
Jules Olivier Ntcham,Cameroon,90.0,0.0,0.0,6.0,0.0,12.0,,,0.5,0.0,6.0,1.2000000000000002,0.20936624104640297,2022
Wataru Endo,Japan,333.5,0.0,0.0,87.0,0.0,150.0,13.0,0.0,0.0,0.0,23.478260869565215,4.0479760119940025,0.208925022073205,2022
Ismael Koné,Canada,159.0,0.0,0.0,19.0,0.0,88.0,2.0,0.0,0.0,0.0,10.754716981132075,4.981132075471699,0.2085659260913252,2022
Roberto Carlos Alvarado Hernández,Mexico,90.0,0.0,0.0,7.0,0.0,11.0,,,0.5,0.0,7.0,1.1,0.2084322121872729,2022
Ali Karimi,Iran,90.0,0.0,0.0,36.0,0.0,31.0,5.0,0.0,0.0,0.0,36.0,3.1,0.20820928059794452,2022
Naïm Sliti,Tunisia,100.5,0.0,0.0,22.0,0.0,48.0,3.0,0.0,0.0,0.0,19.70149253731343,4.298507462686568,0.20786336148593687,2022
Aaron Ramsey,Wales,228.5,0.0,0.0,62.0,0.0,100.0,7.0,0.0,0.0,0.0,24.420131291028447,3.938730853391685,0.20750177010508866,2022
Andreas Skov Olsen,Denmark,123.5,0.0,0.0,24.0,0.0,61.0,5.0,0.0,0.0,0.0,17.489878542510123,4.445344129554656,0.20724634574722264,2022
Edson Omar Álvarez Velázquez,Mexico,171.5,0.0,0.0,45.0,0.0,76.0,9.0,0.0,0.0,0.0,23.61516034985423,3.9883381924198256,0.20713868053783777,2022
Pedro González López,Spain,688.0,0.0,0.0,67.0,0.0,389.0,7.0,0.0,0.0,0.0,8.76453488372093,5.088662790697675,0.20712260226474397,2022
Tim Ream,United States,400.0,0.0,0.0,54.0,0.0,215.0,14.0,0.0,0.0,0.0,12.149999999999999,4.8374999999999995,0.20711456711304885,2022
Héctor Miguel Herrera López,Mexico,125.5,0.0,0.0,35.0,0.0,54.0,7.0,0.0,0.0,0.0,25.0996015936255,3.872509960159363,0.20692942958778404,2022
Karl Brillant Toko Ekambi,Cameroon,113.0,0.0,0.0,31.0,0.0,49.0,8.0,0.0,0.0,0.0,24.690265486725664,3.9026548672566377,0.20692234657965014,2022
Leroy Sané,Germany,105.0,0.0,0.0,20.0,0.0,52.0,5.0,0.0,0.0,0.0,17.142857142857142,4.457142857142857,0.20674378253325618,2022
Joakim Mæhle,Denmark,251.5,0.0,0.0,54.0,0.0,120.0,20.0,0.0,0.0,0.0,19.32405566600398,4.294234592445329,0.2066993244519182,2022
Sang-Ho Na,South Korea,99.5,0.0,0.0,30.0,0.0,41.0,5.0,0.0,0.0,0.0,27.135678391959797,3.7085427135678395,0.20645848363586852,2022
Steven Berghuis,Netherlands,212.0,0.0,0.0,36.0,0.0,108.0,5.0,0.0,0.0,0.0,15.283018867924527,4.584905660377359,0.2063794562324086,2022
Jesús Daniel Gallardo Vasconcelos,Mexico,213.5,0.0,0.0,71.0,0.0,83.0,11.0,0.0,0.0,0.0,29.929742388758783,3.4988290398126467,0.20636428348978955,2022
Sergino Dest,United States,355.5,0.0,0.0,56.0,0.0,184.0,10.0,0.0,0.0,0.0,14.177215189873417,4.658227848101266,0.2060674868956527,2022
Fábio Henrique Tavares,Brazil,90.0,0.0,0.0,27.0,0.0,37.0,10.0,0.0,0.0,0.0,27.0,3.7,0.2057871379632513,2022
Seyed Majid Hosseini,Iran,171.0,0.0,0.0,49.0,0.0,72.0,14.0,0.0,0.0,0.0,25.789473684210527,3.7894736842105265,0.20577797264884412,2022
Axel Witsel,Belgium,277.0,0.0,0.0,53.0,0.0,136.0,7.0,0.0,0.0,0.0,17.220216606498195,4.418772563176896,0.2055657897547577,2022
David Junior Hoilett,Canada,125.0,0.0,0.0,27.0,0.0,59.0,7.0,0.0,0.0,0.0,19.44,4.248,0.20534070383058237,2022
Dušan Vlahović,Serbia,90.0,1.0,0.0,8.0,0.0,14.0,1.0,0.0,0.0,1.0,8.0,1.4000000000000001,0.20526938648396137,2022
Antonee Robinson,United States,381.0,0.0,0.0,72.0,0.0,187.0,13.0,0.0,0.0,0.0,17.00787401574803,4.417322834645669,0.2049453527122563,2022
Cristian Gabriel Romero,Argentina,560.0,0.0,0.0,83.0,0.0,291.0,16.0,0.0,0.0,0.0,13.339285714285714,4.676785714285715,0.20449549817591314,2022
Pau Francisco Torres,Spain,274.5,0.0,0.0,5.0,0.0,169.0,1.0,0.0,0.0,0.0,1.639344262295082,5.540983606557378,0.20438596491228073,2022
Alex Sandro Lobo Silva,Brazil,249.5,0.0,0.0,35.0,0.0,131.0,10.0,0.0,0.0,0.0,12.625250501002004,4.725450901803608,0.20434169491271548,2022
Marten de Roon,Netherlands,195.5,0.0,0.0,62.0,0.0,77.0,11.0,0.0,0.0,0.0,28.54219948849105,3.5447570332480822,0.2043097536361978,2022
Karim Boudiaf,Qatar,178.5,0.0,0.0,34.0,0.0,87.0,5.0,0.0,0.0,0.0,17.142857142857142,4.38655462184874,0.20419592315281762,2022
Daniel Amartey,Ghana,223.5,0.0,0.0,37.0,0.0,113.0,12.0,0.0,0.0,0.0,14.899328859060402,4.550335570469799,0.20410512102901307,2022
Bernardo Mota Veiga de Carvalho e Silva,Portugal,465.0,0.0,0.0,73.0,0.0,238.0,14.0,0.0,0.0,0.0,14.129032258064516,4.606451612903226,0.20406973006097984,2022
Matías Vecino Falero,Uruguay,178.0,0.0,0.0,55.0,0.0,71.0,9.0,0.0,0.0,0.0,27.808988764044944,3.5898876404494384,0.20397706794411063,2022
Otávio Edmilson da Silva Monteiro,Portugal,228.5,0.0,0.0,53.0,0.0,104.0,8.0,0.0,0.0,0.0,20.87527352297593,4.096280087527353,0.20370440914607676,2022
Nemanja Maksimović,Serbia,95.0,0.0,0.0,25.0,0.0,41.0,7.0,0.0,0.0,0.0,23.684210526315788,3.88421052631579,0.2035649658247144,2022
Krystian Bielik,Poland,180.0,0.0,0.0,55.0,0.0,72.0,10.0,0.0,0.0,0.0,27.5,3.6,0.2035153898058756,2022
Victor Nelsson,Denmark,102.0,0.0,0.0,12.0,0.0,55.0,4.0,0.0,0.0,0.0,10.588235294117647,4.852941176470589,0.2034935057797644,2022
Joel Nathaniel Campbell Samuels,Costa Rica,281.5,0.0,0.0,57.0,0.0,134.0,13.0,0.0,0.0,0.0,18.22380106571936,4.284191829484903,0.20339317056764794,2022
Youri Tielemans,Belgium,101.5,0.0,0.0,25.0,0.0,45.0,5.0,0.0,0.0,0.0,22.167487684729064,3.9901477832512318,0.2033308378066161,2022
Mason Mount,England,165.5,0.0,0.0,52.0,0.0,65.0,8.0,0.0,0.0,0.0,28.27794561933535,3.5347432024169185,0.20324131267047468,2022
Saad Abdullah Al Sheeb,Qatar,90.0,0.0,0.0,1.0,0.0,14.0,,,0.5,0.0,1.0,1.4000000000000001,0.20320798297518944,2022
Hidemasa Morita,Japan,276.5,0.0,0.0,66.0,0.0,124.0,7.0,0.0,0.0,0.0,21.482820976491862,4.036166365280289,0.20316007981154288,2022
In-Beom Hwang,South Korea,404.5,0.0,0.0,63.0,0.0,206.0,9.0,0.0,0.0,0.0,14.017305315203956,4.583436341161929,0.20294008274245784,2022
Ibrahima Konaté,France,358.5,0.0,0.0,39.0,0.0,195.0,14.0,0.0,0.0,0.0,9.790794979079498,4.895397489539749,0.20289244998560127,2022
Nicolas Alexis Julio N'Koulou Ndoubena,Cameroon,155.0,0.0,0.0,24.0,0.0,79.0,4.0,0.0,0.0,0.0,13.935483870967742,4.587096774193548,0.20285329663153873,2022
Yuto Nagatomo,Japan,166.0,0.0,0.0,40.0,0.0,74.0,8.0,0.0,0.0,0.0,21.686746987951807,4.0120481927710845,0.202835133745821,2022
Woo-Young Jung,South Korea,325.5,0.0,0.0,61.0,0.0,158.0,8.0,0.0,0.0,0.0,16.86635944700461,4.368663594470046,0.20281039973478263,2022
Nathan Aké,Netherlands,532.5,0.0,0.0,76.0,0.0,276.0,17.0,0.0,0.0,0.0,12.84507042253521,4.664788732394366,0.20274022835236266,2022
Jhegson Sebastián Méndez Carabalí,Ecuador,213.5,0.0,0.0,34.0,0.0,108.0,5.0,0.0,0.0,0.0,14.33255269320843,4.552693208430914,0.2026738443742492,2022
Aïssa Bilal Laïdouni,Tunisia,224.5,0.0,0.0,50.0,0.0,103.0,11.0,0.0,0.0,0.0,20.044543429844097,4.129175946547885,0.20266920711723826,2022
Samuel Yves Oum Gwet,Cameroon,90.0,0.0,0.0,15.0,0.0,45.0,3.0,0.0,0.0,0.0,15.0,4.5,0.20255761445032694,2022
Piero Martín Hincapié Reyna,Ecuador,299.5,0.0,0.0,48.0,0.0,151.0,10.0,0.0,0.0,0.0,14.424040066777962,4.537562604340568,0.20237247899410882,2022
Antoine Griezmann,France,544.5,0.0,0.0,154.0,0.0,225.0,18.0,0.0,0.0,0.0,25.454545454545457,3.71900826446281,0.20233846634288294,2022
Antony Matheus dos Santos,Brazil,223.5,0.0,0.0,34.0,0.0,114.0,6.0,0.0,0.0,0.0,13.691275167785234,4.590604026845638,0.20232652438450877,2022
Éder Gabriel Militão,Brazil,423.5,0.0,0.0,68.0,0.0,213.0,16.0,0.0,0.0,0.0,14.451003541912632,4.526564344746163,0.2020476395154348,2022
Yannick Ferreira Carrasco,Belgium,96.0,0.0,0.0,17.0,0.0,47.0,5.0,0.0,0.0,0.0,15.9375,4.40625,0.20168196239489253,2022
Toby Alderweireld,Belgium,402.0,0.0,0.0,21.0,0.0,234.0,6.0,0.0,0.0,0.0,4.701492537313433,5.238805970149254,0.20167155115112695,2022
Ehsan Hajsafi,Iran,158.5,0.0,0.0,45.0,0.0,65.0,7.0,0.0,0.0,0.0,25.55205047318612,3.690851735015773,0.20158303426608254,2022
Przemysław Frankowski,Poland,156.0,0.0,0.0,51.0,0.0,59.0,9.0,0.0,0.0,0.0,29.423076923076923,3.4038461538461537,0.20158035479002465,2022
Danilo Luís Hélio Pereira,Portugal,121.5,0.0,0.0,14.0,0.0,65.0,4.0,0.0,0.0,0.0,10.37037037037037,4.814814814814815,0.2015344629379717,2022
Junya Ito,Japan,201.0,0.0,0.0,63.0,0.0,78.0,12.0,0.0,0.0,0.0,28.208955223880597,3.492537313432836,0.20153332527645174,2022
Joe Rodon,Wales,245.0,0.0,0.0,35.0,0.0,126.0,9.0,0.0,0.0,0.0,12.857142857142856,4.628571428571429,0.20146527561507316,2022
Thomas Meunier,Belgium,222.5,0.0,0.0,39.0,0.0,109.0,9.0,0.0,0.0,0.0,15.775280898876403,4.408988764044944,0.20134680994754683,2022
Abdelkarim Hassan Al Haj Fadlalla,Qatar,262.0,0.0,0.0,41.0,0.0,132.0,9.0,0.0,0.0,0.0,14.083969465648856,4.534351145038168,0.2013467244039454,2022
Brandon Aguilera Zamora,Costa Rica,90.0,0.0,0.0,28.0,0.0,35.0,3.0,0.0,0.0,0.0,28.0,3.5,0.20124364164849992,2022
Dylan Daniel Mahmoud Bronn,Tunisia,140.5,0.0,0.0,20.0,0.0,72.0,8.0,0.0,0.0,0.0,12.811387900355871,4.612099644128114,0.20074831733886295,2022
Nawaf Shaker Al Abid,Saudi Arabia,90.0,0.0,0.0,17.0,0.0,43.0,3.0,0.0,0.0,0.0,17.0,4.3,0.20068955673206682,2022
César Azpilicueta Tanco,Spain,258.0,0.0,0.0,14.0,0.0,149.0,3.0,0.0,0.0,0.0,4.883720930232558,5.1976744186046515,0.20067446205992479,2022
Paulo Bruno Exequiel Dybala,Argentina,90.0,1.0,0.0,13.0,0.0,9.0,5.0,0.0,0.0,1.0,13.0,0.9,0.20059924218831102,2022
Chris Mepham,Wales,254.5,0.0,0.0,42.0,0.0,126.0,9.0,0.0,0.0,0.0,14.852652259332023,4.455795677799608,0.20056785399403693,2022
Steve Mandanda,France,90.0,0.0,0.0,0.0,0.0,14.0,,,0.5,0.0,0.0,1.4000000000000001,0.20053254437869822,2022
Dušan Tadić,Serbia,249.0,0.0,0.0,44.0,0.0,121.0,6.0,0.0,0.0,0.0,15.903614457831326,4.373493975903615,0.20040898567799692,2022
Milos Veljkovic,Serbia,169.0,0.0,0.0,30.0,0.0,82.0,6.0,0.0,0.0,0.0,15.976331360946746,4.366863905325444,0.20036422504740545,2022
Kamal Miller,Canada,302.0,0.0,0.0,34.0,0.0,161.0,11.0,0.0,0.0,0.0,10.132450331125828,4.798013245033113,0.2002914752887941,2022
Romelu Lukaku Menama,Belgium,90.0,0.0,0.0,8.0,0.0,8.0,,,0.5,0.0,8.0,0.8,0.20027924841690023,2022
Hassan Mohammed Al-Tambakti,Saudi Arabia,90.0,0.0,0.0,33.0,0.0,31.0,9.0,0.0,0.0,0.0,33.0,3.1,0.20018296480847086,2022
Edimilson Fernandes,Switzerland,130.5,0.0,0.0,18.0,0.0,67.0,3.0,0.0,0.0,0.0,12.413793103448276,4.620689655172414,0.19999463052653055,2022
Rúben Diogo Da Silva Neves,Portugal,397.5,0.0,0.0,44.0,0.0,212.0,5.0,0.0,0.0,0.0,9.962264150943396,4.800000000000001,0.19990786388769735,2022
Marcos Llorente Moreno,Spain,152.5,0.0,0.0,20.0,0.0,79.0,3.0,0.0,0.0,0.0,11.80327868852459,4.662295081967214,0.19986297103706008,2022
Luuk de Jong,Netherlands,90.0,1.0,0.0,14.0,0.0,8.0,5.0,0.0,0.0,1.0,14.0,0.8,0.19966521332918094,2022
Rodrygo Silva de Goes,Brazil,225.0,0.0,0.0,46.0,0.0,104.0,5.0,0.0,0.0,0.0,18.4,4.16,0.19938191632928473,2022
Rodrigo Javier De Paul,Argentina,916.0,0.0,0.0,136.0,0.0,461.0,15.0,0.0,0.0,0.0,13.362445414847162,4.529475982532752,0.1992403637060922,2022
Andrija Živković,Serbia,169.5,0.0,0.0,35.0,0.0,78.0,7.0,0.0,0.0,0.0,18.58407079646018,4.1415929203539825,0.19920998889326788,2022
Rúben Santos Gato Alves Dias,Portugal,389.0,0.0,0.0,30.0,0.0,216.0,10.0,0.0,0.0,0.0,6.940874035989718,4.997429305912597,0.1989504667038674,2022
Borna Sosa,Croatia,428.5,0.0,0.0,68.0,0.0,212.0,17.0,0.0,0.0,0.0,14.282380396732789,4.4527421236872815,0.19893190960042179,2022
Christian Dannemann Eriksen,Denmark,356.5,0.0,0.0,42.0,0.0,187.0,7.0,0.0,0.0,0.0,10.603085553997195,4.7208976157082745,0.19876716738525477,2022
