player,team,intl_goals,attack_score,player_norm,playmaker_score,group,p_qualify,team_win_prob,progression_factor,expected_tournament_matches,group_difficulty,last5_win_rate,pot_score,goals,assists,year
Kusini Yengi,Australia,6,0.062386105549739466,kusini yengi,0.2504366812227074,D,0.6725,0.0002,0.3529590344129879,3.92534,1.0093477866281695,0.1,0.06401280024375178,6,0,2026
Franjo Ivanović,Croatia,2,0.09326094460628928,franjo ivanovic,0.11681222707423582,L,0.9235,0.0201,0.5201321511062831,4.31269,0.9163104686263878,0.2,0.06398741284554162,2,0,2026
Habib Diallo,Senegal,5,0.05419612201783832,habib diallo,0.17576419213973798,I,0.8808,0.0061,0.4623331384498433,4.15597,0.9648094596226205,0.1,0.06269681423117261,5,0,2026
Johan Bakayoko,Belgium,1,0.09455510953992746,johan bakayoko,0.08340611353711791,G,0.9909,0.0233,0.612166188204343,4.82629,0.852835047601555,0.4,0.06264386023865041,1,0,2026
Francisco Trincão,Portugal,2,0.07112334590010444,francisco trincao,0.09716157205240175,K,0.9609,0.0647,0.6586117044411798,4.8829899999999995,0.8732848752250852,0.4,0.06213484874572891,2,0,2026
Tajon Buchanan,Canada,3,0.057831509068344805,tajon buchanan,0.1679039301310044,B,0.945,0.0004,0.5249521767048361,4.46188,0.9592064876326297,0.3,0.06202331183744425,3,0,2026
Kingsley Coman,France,2,0.04251115532010838,kingsley coman,0.11681222707423582,I,0.9939,0.1691,0.822765919419623,5.32191,0.8353005113950214,0.2,0.06153786774626325,2,0,2026
Jarrod Bowen,England,1,0.08230438655085198,jarrod bowen,0.07358078602620088,L,0.9792,0.086,0.7046125545885586,5.02028,0.8389605511245317,0.4,0.0612087272877239,1,0,2026
Mohamed Amoura,Algeria,8,0.059987034051505427,mohamed amoura,0.31724890829694324,J,0.4687,0.0002,0.27439166567754797,3.58574,1.0316819750948953,0.4,0.061167461648939596,8,0,2026
Brandon Vázquez,United States,3,0.05369968061589696,brandon vazquez,0.1679039301310044,D,0.9385,0.0071,0.5339178658977747,4.62307,0.935522539287431,0.2,0.060986194208081795,3,0,2026
Diego Luna,United States,3,0.05369968061589696,diego luna,0.1679039301310044,D,0.9385,0.0071,0.5339178658977747,4.62307,0.935522539287431,0.2,0.060986194208081795,3,0,2026
Henry Martín,Mexico,2,0.07010898296335107,henry martin,0.12860262008733625,A,0.974,0.0058,0.5766691311626395,4.7517,0.8939859040304675,0.4,0.06089930584827213,2,0,2026
Oh Hyeon-gyu,South Korea,4,0.052326597346003624,oh hyeongyu,0.18362445414847162,A,0.8512,0.0006,0.47566773780878235,4.18534,0.967896642645171,0.4,0.060867010490308855,4,0,2026
Maghnes Akliouche,France,1,0.06449109136630883,maghnes akliouche,0.08340611353711791,I,0.9939,0.1691,0.822765919419623,5.32191,0.8353005113950214,0.2,0.060688534489800834,1,0,2026
Merih Demiral,Türkiye,4,0.058823012307569776,merih demiral,0.1954148471615721,D,0.7702,0.0013,0.4369215627223124,4.09421,0.9872809667046556,0.4,0.0606097118662113,4,0,2026
Dan Ndoye,Switzerland,3,0.05176559012403477,dan ndoye,0.15611353711790396,B,0.9825,0.0016,0.5532199526628822,4.60884,0.8882525483921797,0.3,0.05963755601314947,3,0,2026
Xherdan Shaqiri,Switzerland,3,0.05176559012403477,xherdan shaqiri,0.15611353711790396,B,0.9825,0.0016,0.5532199526628822,4.60884,0.8882525483921797,0.3,0.05963755601314947,3,0,2026
Omar Marmoush,Egypt,4,0.12374214183251439,omar marmoush,0.05,G,0.7824,0.0002,0.41385450222653947,4.01242,0.989394317607225,0.2,0.059538087211101376,4,0,2026
Calvin Stengs,Netherlands,3,0.047767336529969,calvin stengs,0.1502183406113537,F,0.9947,0.0178,0.5850760674151427,4.80814,0.8834891107854264,0.2,0.059507317546887935,3,0,2026
Virgil van Dijk,Netherlands,3,0.047767336529969,virgil van dijk,0.1502183406113537,F,0.9947,0.0178,0.5850760674151427,4.80814,0.8834891107854264,0.2,0.059507317546887935,3,0,2026
Luiz Henrique,Brazil,2,0.056760338176943204,luiz henrique,0.11681222707423582,C,0.9973,0.0613,0.6735325361218968,4.94313,0.8591734339075576,0.4,0.05949643103933088,2,0,2026
Jacob Shaffelburg,Canada,3,0.05223397213057918,jacob shaffelburg,0.16200873362445417,B,0.945,0.0004,0.5249521767048361,4.46188,0.9592064876326297,0.3,0.05802741817203154,3,0,2026
Rafael Santos Borré,Colombia,2,0.08026947605513139,rafael santos borre,0.11681222707423582,K,0.9,0.0129,0.522522265762005,4.32737,0.9226621917351155,0.4,0.05783049230135679,2,0,2026
Deniz Undav,Germany,3,0.04605575827828355,deniz undav,0.12074235807860263,E,0.9969,0.0417,0.650245893712998,4.97333,0.8515260278339488,0.4,0.057624328878149535,3,0,2026
Konrad Laimer,Austria,5,0.05560014323042165,konrad laimer,0.2072052401746725,J,0.6875,0.0007,0.3844278726605783,3.86027,1.0091481991569633,0.4,0.05734545997451741,5,0,2026
Pape Matar Sarr,Senegal,4,0.04819127204825118,pape matar sarr,0.18362445414847162,I,0.8808,0.0061,0.4623331384498433,4.15597,0.9648094596226205,0.1,0.05734382142714383,4,0,2026
Seko Fofana,Ivory Coast,4,0.04822518484445571,seko fofana,0.16986899563318777,E,0.8801,0.0004,0.4796669671394975,4.09368,1.001395315633376,0.4,0.05694331459385628,4,0,2026
Youssouf Fofana,France,2,0.0364186951361097,youssouf fofana,0.11681222707423582,I,0.9939,0.1691,0.822765919419623,5.32191,0.8353005113950214,0.2,0.056774325508682694,2,0,2026
Jackson Irvine,Australia,5,0.05902849672255711,jackson irvine,0.22882096069869,D,0.6725,0.0002,0.3529590344129879,3.92534,1.0093477866281695,0.1,0.056768166824493406,5,0,2026
Steven Bergwijn,Netherlands,1,0.09218118230718673,steven bergwijn,0.07358078602620088,F,0.9947,0.0178,0.5850760674151427,4.80814,0.8834891107854264,0.2,0.05631623675649076,1,0,2026
Christopher Nkunku,France,2,0.03954515764184344,christopher nkunku,0.10698689956331879,I,0.9939,0.1691,0.822765919419623,5.32191,0.8353005113950214,0.2,0.056075072102731854,2,0,2026
Hakan Çalhanoğlu,Türkiye,4,0.05674235070022828,hakan calhanoglu,0.16986899563318777,D,0.7702,0.0013,0.4369215627223124,4.09421,0.9872809667046556,0.4,0.05540521061295447,4,0,2026
Renato Steffen,Switzerland,3,0.04586663540557364,renato steffen,0.1502183406113537,B,0.9825,0.0016,0.5532199526628822,4.60884,0.8882525483921797,0.3,0.0552680273676481,3,0,2026
Djordje Mihailovic,United States,2,0.06777463617284522,djordje mihailovic,0.12860262008733625,D,0.9385,0.0071,0.5339178658977747,4.62307,0.935522539287431,0.2,0.05520013975163858,2,0,2026
Keito Nakamura,Japan,3,0.0864272543279541,keito nakamura,0.05,F,0.9734,0.0058,0.5480564732170767,4.39546,0.9508560125503036,0.4,0.05451705782622029,3,0,2026
Edson Álvarez,Mexico,2,0.057595468734238306,edson alvarez,0.12860262008733625,A,0.974,0.0058,0.5766691311626395,4.7517,0.8939859040304675,0.4,0.05404178679514517,2,0,2026
Federico Valverde,Uruguay,3,0.04824598070040331,federico valverde,0.15611353711790396,H,0.9565,0.0092,0.5156058125735339,4.2684,0.930365535612178,0.2,0.05385818132411152,3,0,2026
Ismaïla Sarr,Senegal,4,0.04585793449013712,ismaila sarr,0.16986899563318777,I,0.8808,0.0061,0.4623331384498433,4.15597,0.9648094596226205,0.1,0.0538454773263558,4,0,2026
Giorgian de Arrascaeta,Uruguay,2,0.07352004478653808,giorgian de arrascaeta,0.11681222707423582,H,0.9565,0.0092,0.5156058125735339,4.2684,0.930365535612178,0.2,0.05375791936442607,2,0,2026
Sébastien Haller,Ivory Coast,4,0.04580436561967356,sebastien haller,0.15611353711790396,E,0.8801,0.0004,0.4796669671394975,4.09368,1.001395315633376,0.4,0.05327393373538262,4,0,2026
Franck Kessié,Ivory Coast,4,0.04580436561967356,franck kessie,0.15611353711790396,E,0.8801,0.0004,0.4796669671394975,4.09368,1.001395315633376,0.4,0.05327393373538262,4,0,2026
Alexis Vega,Mexico,1,0.0807758675352972,alexis vega,0.08930131004366812,A,0.974,0.0058,0.5766691311626395,4.7517,0.8939859040304675,0.4,0.05278230326253467,1,0,2026
Lucas Paquetá,Brazil,2,0.04377233156716392,lucas paqueta,0.12270742358078605,C,0.9973,0.0613,0.6735325361218968,4.94313,0.8591734339075576,0.4,0.052727473022796345,2,0,2026
Promise David,Canada,1,0.08994436337622047,promise david,0.08930131004366812,B,0.945,0.0004,0.5249521767048361,4.46188,0.9592064876326297,0.3,0.05262248815391446,1,0,2026
Rafael Leão,Portugal,2,0.0751855307085909,rafael leao,0.05,K,0.9609,0.0647,0.6586117044411798,4.8829899999999995,0.8732848752250852,0.4,0.05259794414100239,2,0,2026
Kenan Yıldız,Türkiye,4,0.04793020665121819,kenan yldz,0.1737991266375546,D,0.7702,0.0013,0.4369215627223124,4.09421,0.9872809667046556,0.4,0.052414132128813774,4,0,2026
Hans Vanaken,Belgium,2,0.05380105553837954,hans vanaken,0.11681222707423582,G,0.9909,0.0233,0.612166188204343,4.82629,0.852835047601555,0.4,0.0523541018824657,2,0,2026
Petar Musa,Croatia,1,0.09172279329859603,petar musa,0.08340611353711791,L,0.9235,0.0201,0.5201321511062831,4.31269,0.9163104686263878,0.2,0.05182592007232717,1,0,2026
Hakim Ziyech,Morocco,3,0.03850732259609793,hakim ziyech,0.13646288209606988,C,0.9971,0.0306,0.5854969411324322,4.46646,0.8664843408732645,0.3,0.05126584455445948,3,0,2026
Azzedine Ounahi,Morocco,3,0.03850732259609793,azzedine ounahi,0.13646288209606988,C,0.9971,0.0306,0.5854969411324322,4.46646,0.8664843408732645,0.3,0.05126584455445948,3,0,2026
Václav Černý,Czechia,5,0.05082421912091822,vaclav cerny,0.21703056768558954,A,0.6028,0.0,0.3428606367600502,3.7752,1.0421210390461388,0.4,0.05089879924272007,5,0,2026
Haji Wright,United States,1,0.08396186298657471,haji wright,0.08930131004366812,D,0.9385,0.0071,0.5339178658977747,4.62307,0.935522539287431,0.2,0.05048581475654012,1,0,2026
Nicolas Jackson,Senegal,4,0.04352459693202307,nicolas jackson,0.15611353711790396,I,0.8808,0.0061,0.4623331384498433,4.15597,0.9648094596226205,0.1,0.05034713322556777,4,0,2026
Craig Goodwin,Australia,5,0.03985860040490573,craig goodwin,0.22882096069869,D,0.6725,0.0002,0.3529590344129879,3.92534,1.0093477866281695,0.1,0.05033825387501543,5,0,2026
Mostafa Mohamed,Egypt,5,0.045110888389166215,mostafa mohamed,0.16200873362445417,G,0.7824,0.0002,0.41385450222653947,4.01242,0.989394317607225,0.2,0.05033569798878341,5,0,2026
Hamed Traorè,Ivory Coast,2,0.07393998428850208,hamed traore,0.11681222707423582,E,0.8801,0.0004,0.4796669671394975,4.09368,1.001395315633376,0.4,0.05020229569298408,2,0,2026
Nicolás de la Cruz,Uruguay,3,0.04274810354267169,nicolas de la cruz,0.1502183406113537,H,0.9565,0.0092,0.5156058125735339,4.2684,0.930365535612178,0.2,0.049982262782046455,3,0,2026
Amad Diallo,Ivory Coast,4,0.04338354639489141,amad diallo,0.14235807860262012,E,0.8801,0.0004,0.4796669671394975,4.09368,1.001395315633376,0.4,0.04960455287690896,4,0,2026
Ricardo Horta,Portugal,2,0.06982692288301326,ricardo horta,0.05,K,0.9609,0.0647,0.6586117044411798,4.8829899999999995,0.8732848752250852,0.4,0.049244103329731274,2,0,2026
Bruno Petković,Croatia,3,0.04266358709337516,bruno petkovic,0.14039301310043667,L,0.9235,0.0201,0.5201321511062831,4.31269,0.9163104686263878,0.2,0.04839186162171133,3,0,2026
Shūto Machino,Japan,1,0.07940660497237856,shuto machino,0.08340611353711791,F,0.9734,0.0058,0.5480564732170767,4.39546,0.9508560125503036,0.4,0.04819379919544435,1,0,2026
Hassan Al-Haydos,Qatar,4,0.04796462923081583,hassan alhaydos,0.20131004366812227,B,0.7175,0.0,0.3682948250801426,3.8951599999999997,1.056500564247184,0.1,0.04813382797368902,4,0,2026
Ismael Díaz,Panama,12,0.05786297693387484,ismael diaz,0.5098253275109171,L,0.2269,0.0,0.14356070883857994,3.28628,1.0589693945615357,0.3,0.04759136314500001,12,0,2026
Pape Gueye,Senegal,4,0.041191259373909016,pape gueye,0.14235807860262012,I,0.8808,0.0061,0.4623331384498433,4.15597,0.9648094596226205,0.1,0.046848789124779744,4,0,2026
Neymar,Brazil,2,0.036590490216596286,neymar,0.11681222707423582,C,0.9973,0.0613,0.6735325361218968,4.94313,0.8591734339075576,0.4,0.046586550275609,2,0,2026
João Neves,Portugal,3,0.05520081667471738,joao neves,0.05,K,0.9609,0.0647,0.6586117044411798,4.8829899999999995,0.8732848752250852,0.4,0.04597039032742812,3,0,2026
Pavel Šulc,Czechia,5,0.047116273172028836,pavel sulc,0.18755458515283846,A,0.6028,0.0,0.3428606367600502,3.7752,1.0421210390461388,0.4,0.04576050269447743,5,0,2026
Martin Boyle,Australia,4,0.048143721344522786,martin boyle,0.1954148471615721,D,0.6725,0.0002,0.3529590344129879,3.92534,1.0093477866281695,0.1,0.04538042115741575,4,0,2026
Edin Džeko,Bosnia and Herzegovina,9,0.05230819343856101,edin dzeko,0.33100436681222706,B,0.3493,0.0,0.1941488473408598,3.43228,1.1197094428665486,0.2,0.04463500830524952,9,0,2026
Gonçalo Inácio,Portugal,2,0.034029538417063104,goncalo inacio,0.11681222707423582,K,0.9609,0.0647,0.6586117044411798,4.8829899999999995,0.8732848752250852,0.4,0.04395166761545181,2,0,2026
Diogo Jota,Portugal,2,0.034029538417063104,diogo jota,0.11681222707423582,K,0.9609,0.0647,0.6586117044411798,4.8829899999999995,0.8732848752250852,0.4,0.04395166761545181,2,0,2026
Trent Alexander-Arnold,England,2,0.033298813593358075,trent alexanderarnold,0.10698689956331879,L,0.9792,0.086,0.7046125545885586,5.02028,0.8389605511245317,0.4,0.043839893890015406,2,0,2026
Anthony Gordon,England,2,0.033298813593358075,anthony gordon,0.10698689956331879,L,0.9792,0.086,0.7046125545885586,5.02028,0.8389605511245317,0.4,0.043839893890015406,2,0,2026
Juan Fernando Quintero,Colombia,2,0.05177511813515941,juan fernando quintero,0.11681222707423582,K,0.9,0.0129,0.522522265762005,4.32737,0.9226621917351155,0.4,0.043681526291475294,2,0,2026
Cenk Tosun,Türkiye,3,0.040883381778564466,cenk tosun,0.15611353711790396,D,0.7702,0.0013,0.4369215627223124,4.09421,0.9872809667046556,0.4,0.04258212860653817,3,0,2026
Luis Romo,Mexico,2,0.03630390170534983,luis romo,0.12860262008733625,A,0.974,0.0058,0.5766691311626395,4.7517,0.8939859040304675,0.4,0.042373815360562436,2,0,2026
Luis Chávez,Mexico,2,0.03630390170534983,luis chavez,0.12860262008733625,A,0.974,0.0058,0.5766691311626395,4.7517,0.8939859040304675,0.4,0.042373815360562436,2,0,2026
Santiago Giménez,Mexico,2,0.03630390170534983,santiago gimenez,0.12860262008733625,A,0.974,0.0058,0.5766691311626395,4.7517,0.8939859040304675,0.4,0.042373815360562436,2,0,2026
Orbelín Pineda,Mexico,2,0.03630390170534983,orbelin pineda,0.12860262008733625,A,0.974,0.0058,0.5766691311626395,4.7517,0.8939859040304675,0.4,0.042373815360562436,2,0,2026
Georginio Wijnaldum,Netherlands,1,0.06675996754905525,georginio wijnaldum,0.07358078602620088,F,0.9947,0.0178,0.5850760674151427,4.80814,0.8834891107854264,0.2,0.04218208793145304,1,0,2026
Christian Pulisic,United States,1,0.06639575489712503,christian pulisic,0.08930131004366812,D,0.9385,0.0071,0.5339178658977747,4.62307,0.935522539287431,0.2,0.04157307899867275,1,0,2026
Ryan Christie,Scotland,3,0.03832500658578766,ryan christie,0.14039301310043667,C,0.8598,0.0001,0.46723844558592176,4.04449,1.0674143351914183,0.4,0.04154435322365991,3,0,2026
Evann Guessand,Ivory Coast,3,0.034570757606188496,evann guessand,0.13646288209606988,E,0.8801,0.0004,0.4796669671394975,4.09368,1.001395315633376,0.4,0.04020502452181858,3,0,2026
Simon Adingra,Ivory Coast,3,0.034570757606188496,simon adingra,0.13646288209606988,E,0.8801,0.0004,0.4796669671394975,4.09368,1.001395315633376,0.4,0.04020502452181858,3,0,2026
Yan Diomande,Ivory Coast,3,0.034570757606188496,yan diomande,0.13646288209606988,E,0.8801,0.0004,0.4796669671394975,4.09368,1.001395315633376,0.4,0.04020502452181858,3,0,2026
Thomas Meunier,Belgium,2,0.03268792549809344,thomas meunier,0.11681222707423582,G,0.9909,0.0233,0.612166188204343,4.82629,0.852835047601555,0.4,0.04007170892634326,2,0,2026
Ladislav Krejčí,Czechia,4,0.040091589162277966,ladislav krejci,0.18362445414847162,A,0.6028,0.0,0.3428606367600502,3.7752,1.0421210390461388,0.4,0.039886436837034356,4,0,2026
Che Adams,Scotland,2,0.05339819930770552,che adams,0.11681222707423582,C,0.8598,0.0001,0.46723844558592176,4.04449,1.0674143351914183,0.4,0.03978061581483726,2,0,2026
Alireza Jahanbakhsh,Iran,2,0.03864042194579934,alireza jahanbakhsh,0.12860262008733625,G,0.9475,0.0014,0.5233122094909591,4.2868200000000005,0.9426703219353165,0.4,0.0396150939542469,2,0,2026
Jack Grealish,England,2,0.030758748245901548,jack grealish,0.09716157205240175,L,0.9792,0.086,0.7046125545885586,5.02028,0.8389605511245317,0.4,0.03944678508107911,2,0,2026
Roberto Alvarado,Mexico,1,0.056438923315823085,roberto alvarado,0.08930131004366812,A,0.974,0.0058,0.5766691311626395,4.7517,0.8939859040304675,0.4,0.03944543756483494,1,0,2026
Nathan Saliba,Canada,2,0.0371054486089595,nathan saliba,0.12860262008733625,B,0.945,0.0004,0.5249521767048361,4.46188,0.9592064876326297,0.3,0.03897350012420599,2,0,2026
Baghdad Bounedjah,Algeria,6,0.03787326473089818,baghdad bounedjah,0.2091703056768559,J,0.4687,0.0002,0.27439166567754797,3.58574,1.0316819750948953,0.4,0.03896850640176469,6,0,2026
Jefferson Lerma,Colombia,2,0.03731832068156648,jefferson lerma,0.12860262008733625,K,0.9,0.0129,0.522522265762005,4.32737,0.9226621917351155,0.4,0.038898800992435804,2,0,2026
Daniel Muñoz,Colombia,2,0.03731832068156648,daniel munoz,0.12860262008733625,K,0.9,0.0129,0.522522265762005,4.32737,0.9226621917351155,0.4,0.038898800992435804,2,0,2026
Maximiliano Araújo,Uruguay,2,0.038071395610906875,maximiliano araujo,0.12860262008733625,H,0.9565,0.0092,0.5156058125735339,4.2684,0.930365535612178,0.2,0.03875290258022239,2,0,2026
Rodrigo Bentancur,Uruguay,2,0.038071395610906875,rodrigo bentancur,0.12860262008733625,H,0.9565,0.0092,0.5156058125735339,4.2684,0.930365535612178,0.2,0.03875290258022239,2,0,2026
Wataru Endo,Japan,2,0.03510854669226446,wataru endo,0.12270742358078605,F,0.9734,0.0058,0.5480564732170767,4.39546,0.9508560125503036,0.4,0.038392324678792625,2,0,2026
Folarin Balogun,United States,2,0.03432615061639759,folarin balogun,0.12860262008733625,D,0.9385,0.0071,0.5339178658977747,4.62307,0.935522539287431,0.2,0.038228963680798374,2,0,2026
Chris Richards,United States,2,0.03432615061639759,chris richards,0.12860262008733625,D,0.9385,0.0071,0.5339178658977747,4.62307,0.935522539287431,0.2,0.038228963680798374,2,0,2026
Patrick Agyemang,United States,2,0.03432615061639759,patrick agyemang,0.12860262008733625,D,0.9385,0.0071,0.5339178658977747,4.62307,0.935522539287431,0.2,0.038228963680798374,2,0,2026
Jonathan Clauss,France,1,0.03566241083802814,jonathan clauss,0.08340611353711791,I,0.9939,0.1691,0.822765919419623,5.32191,0.8353005113950214,0.2,0.03814811022722501,1,0,2026
Nathan Aké,Netherlands,2,0.030230055704674984,nathan ake,0.11681222707423582,F,0.9947,0.0178,0.5850760674151427,4.80814,0.8834891107854264,0.2,0.03693184904159543,2,0,2026
Alexander Isak,Sweden,5,0.06264835256970666,alexander isak,0.17772925764192143,F,0.493,0.0,0.25512067379487485,3.60168,1.0799647633114537,0.1,0.036840945106166964,5,0,2026
Thelo Aasgaard,Norway,5,0.04120005204654855,thelo aasgaard,0.21703056768558954,I,0.4703,0.0003,0.26417513167244566,3.57335,1.0703569104855832,0.3,0.03680156819175624,5,0,2026
Jean-Philippe Krasso,Ivory Coast,3,0.03214993838140635,jeanphilippe krasso,0.12270742358078605,E,0.8801,0.0004,0.4796669671394975,4.09368,1.001395315633376,0.4,0.03653564366334493,3,0,2026
Rodri,Spain,1,0.02812734198951523,rodri,0.08930131004366812,H,0.9971,0.2001,0.8802309486918911,5.394769999999999,0.7944446518839358,0.3,0.03652754786526181,1,0,2026
Dani Carvajal,Spain,1,0.02812734198951523,dani carvajal,0.08930131004366812,H,0.9971,0.2001,0.8802309486918911,5.394769999999999,0.7944446518839358,0.3,0.03652754786526181,1,0,2026
Tomáš Chorý,Czechia,4,0.03761962519635171,tomas chory,0.16397379912663756,A,0.6028,0.0,0.3428606367600502,3.7752,1.0421210390461388,0.4,0.03646090580487259,4,0,2026
Firas Al-Buraikan,Saudi Arabia,6,0.03508425485243741,firas alburaikan,0.25633187772925764,H,0.4044,0.0,0.23065214105091295,3.48832,1.1515226002191195,0.3,0.03637569575803508,6,0,2026
Kevin Rodríguez,Ecuador,2,0.033133144381086235,kevin rodriguez,0.12270742358078605,E,0.9613,0.0006,0.5244641243249204,4.2450600000000005,0.9532588477675182,0.4,0.03575510119396092,2,0,2026
Alan Minda,Ecuador,2,0.033133144381086235,alan minda,0.12270742358078605,E,0.9613,0.0006,0.5244641243249204,4.2450600000000005,0.9532588477675182,0.4,0.03575510119396092,2,0,2026
Kendry Páez,Ecuador,2,0.033133144381086235,kendry paez,0.12270742358078605,E,0.9613,0.0006,0.5244641243249204,4.2450600000000005,0.9532588477675182,0.4,0.03575510119396092,2,0,2026
İrfan Kahveci,Türkiye,3,0.033074384116248495,irfan kahveci,0.13056768558951964,D,0.7702,0.0013,0.4369215627223124,4.09421,0.9872809667046556,0.4,0.034999183010393994,3,0,2026
Davinson Sánchez,Colombia,2,0.03174669375401046,davinson sanchez,0.12270742358078605,K,0.9,0.0129,0.522522265762005,4.32737,0.9226621917351155,0.4,0.034934269313060894,2,0,2026
Mathías Olivera,Uruguay,2,0.032573518453175236,mathias olivera,0.12270742358078605,H,0.9565,0.0092,0.5156058125735339,4.2684,0.930365535612178,0.2,0.03487698403815733,2,0,2026
Hamza Igamane,Morocco,2,0.026025504702237048,hamza igamane,0.11681222707423582,C,0.9971,0.0306,0.5854969411324322,4.46646,0.8664843408732645,0.3,0.03461901162880092,2,0,2026
Iliman Ndiaye,Senegal,3,0.030519734288093778,iliman ndiaye,0.12270742358078605,I,0.8808,0.0061,0.4623331384498433,4.15597,0.9648094596226205,0.1,0.0344991081191749,3,0,2026
Cherif Ndiaye,Senegal,3,0.030519734288093778,cherif ndiaye,0.12270742358078605,I,0.8808,0.0061,0.4623331384498433,4.15597,0.9648094596226205,0.1,0.0344991081191749,3,0,2026
Johan Manzambi,Switzerland,2,0.02905084587976065,johan manzambi,0.11681222707423582,B,0.9825,0.0016,0.5532199526628822,4.60884,0.8882525483921797,0.3,0.03430105006038832,2,0,2026
Manuel Akanji,Switzerland,2,0.02905084587976065,manuel akanji,0.11681222707423582,B,0.9825,0.0016,0.5532199526628822,4.60884,0.8882525483921797,0.3,0.03430105006038832,2,0,2026
Silvan Widmer,Switzerland,2,0.02905084587976065,silvan widmer,0.11681222707423582,B,0.9825,0.0016,0.5532199526628822,4.60884,0.8882525483921797,0.3,0.03430105006038832,2,0,2026
Yunus Akgün,Türkiye,2,0.04601272730500742,yunus akgun,0.11681222707423582,D,0.7702,0.0013,0.4369215627223124,4.09421,0.9872809667046556,0.4,0.03413294212190009,2,0,2026
Yukinari Sugawara,Japan,2,0.02926464987851897,yukinari sugawara,0.11681222707423582,F,0.9734,0.0058,0.5480564732170767,4.39546,0.9508560125503036,0.4,0.03409225420805992,2,0,2026
Mao Hosoya,Japan,2,0.02926464987851897,mao hosoya,0.11681222707423582,F,0.9734,0.0058,0.5480564732170767,4.39546,0.9508560125503036,0.4,0.03409225420805992,2,0,2026
Romano Schmid,Austria,3,0.03563164337020154,romano schmid,0.1462882096069869,J,0.6875,0.0007,0.3844278726605783,3.86027,1.0091481991569633,0.4,0.034078663562166656,3,0,2026
Antonio Nusa,Norway,5,0.038343068758707036,antonio nusa,0.18755458515283846,I,0.4703,0.0003,0.26417513167244566,3.57335,1.0703569104855832,0.3,0.03305612615084699,5,0,2026
Lamine Camara,Senegal,3,0.02568407786690171,lamine camara,0.12270742358078605,I,0.8808,0.0061,0.4623331384498433,4.15597,0.9648094596226205,0.1,0.0323745359596573,3,0,2026
Aymen Hussein,Iraq,15,0.040259224599834026,aymen hussein,0.5864628820960699,I,0.1548,0.0,0.08683587519662306,3.18728,1.1782434936526813,0.1,0.0322479987568728,15,0,2026
Harry Souttar,Australia,3,0.033495362691062444,harry souttar,0.15611353711790396,D,0.6725,0.0002,0.3529590344129879,3.92534,1.0093477866281695,0.1,0.031921119366428434,3,0,2026
Nikola Vlašić,Croatia,2,0.028256824081542536,nikola vlasic,0.11681222707423582,L,0.9235,0.0201,0.5201321511062831,4.31269,0.9163104686263878,0.2,0.03185705123304738,2,0,2026
Mateo Kovačić,Croatia,2,0.028256824081542536,mateo kovacic,0.11681222707423582,L,0.9235,0.0201,0.5201321511062831,4.31269,0.9163104686263878,0.2,0.03185705123304738,2,0,2026
Kristijan Jakić,Croatia,2,0.028256824081542536,kristijan jakic,0.11681222707423582,L,0.9235,0.0201,0.5201321511062831,4.31269,0.9163104686263878,0.2,0.03185705123304738,2,0,2026
Gonzalo Plata,Ecuador,2,0.02754081151970198,gonzalo plata,0.11681222707423582,E,0.9613,0.0006,0.5244641243249204,4.2450600000000005,0.9532588477675182,0.4,0.03176551624831,2,0,2026
Félix Torres,Ecuador,2,0.02754081151970198,felix torres,0.11681222707423582,E,0.9613,0.0006,0.5244641243249204,4.2450600000000005,0.9532588477675182,0.4,0.03176551624831,2,0,2026
Stefan Posch,Austria,3,0.03153250955837211,stefan posch,0.14039301310043667,J,0.6875,0.0007,0.3844278726605783,3.86027,1.0091481991569633,0.4,0.03169982928794702,3,0,2026
Ramin Rezaeian,Iran,2,0.027480321835360443,ramin rezaeian,0.11681222707423582,G,0.9475,0.0014,0.5233122094909591,4.2868200000000005,0.9426703219353165,0.4,0.031665665810911243,2,0,2026
Hossein Kanaanizadegan,Iran,2,0.027480321835360443,hossein kanaanizadegan,0.11681222707423582,G,0.9475,0.0014,0.5233122094909591,4.2868200000000005,0.9426703219353165,0.4,0.031665665810911243,2,0,2026
Jhon Durán,Colombia,2,0.02617506682645443,jhon duran,0.11681222707423582,K,0.9,0.0129,0.522522265762005,4.32737,0.9226621917351155,0.4,0.030969737633685972,2,0,2026
Cho Gue-sung,South Korea,2,0.029266022906683623,cho guesung,0.12270742358078605,A,0.8512,0.0006,0.47566773780878235,4.18534,0.967896642645171,0.4,0.030680385203720652,2,0,2026
Paulo Dybala,Argentina,1,0.02073515132632489,paulo dybala,0.08340611353711791,J,0.9939,0.2303,0.93756,5.51115,0.8090063407678881,0.4,0.03017096804860017,1,0,2026
Giuliano Simeone,Argentina,1,0.02073515132632489,giuliano simeone,0.08340611353711791,J,0.9939,0.2303,0.93756,5.51115,0.8090063407678881,0.4,0.03017096804860017,1,0,2026
Nicolás Tagliafico,Argentina,1,0.02073515132632489,nicolas tagliafico,0.08340611353711791,J,0.9939,0.2303,0.93756,5.51115,0.8090063407678881,0.4,0.03017096804860017,1,0,2026
Saleh Al-Shehri,Saudi Arabia,5,0.029328479325718953,saleh alshehri,0.22292576419213977,H,0.4044,0.0,0.23065214105091295,3.48832,1.1515226002191195,0.3,0.030058236247190333,5,0,2026
